label,flow3d,lbm,offset_m,t_liq_K,n_f3d_pts,n_f3d_in_lbm,n_lbm_iso_verts,haus_um,chamfer_um,dAB_max_um,dBA_max_um,surface_T_rms_K,surface_T_p95_K,surface_T_maxerr_K,surface_T_n_valid,surface_T_n_total,pool_L_F3D_um,pool_W_F3D_um,pool_D_F3D_um,Tmax_F3D_K,n_pts_above_Tliq_F3D,pool_L_LBM_um,pool_W_LBM_um,pool_D_LBM_um,Tmax_LBM_K,n_cells_above_Tliq_LBM,crater_L_LBM_um,crater_W_LBM_um,crater_D_LBM_um,n_crater_cells_LBM,vmax_LBM_m_s
m13b_50us,150WV800mms-50um_3.vtk,line_scan_000625.vtk,"0.0001;7.5e-05;7.75e-05",1697.15,798504,47784,47716,60.5673,2.61494,60.5673,19.313,642.005,1920.8,3390.85,47784,47784,119.951,90.1524,92.7105,3691.85,5513,98,90,28,3758.91,7823,66,70,16,3448,0.124424
m13b_97us,150WV800mms-50um_5.vtk,line_scan_001250.vtk,"0.0001;7.5e-05;7.75e-05",1697.15,799128,47940,52548,44.8855,2.52505,44.8855,24.2322,580.714,1546.06,3366.71,47940,47940,140.399,85.1583,94.7023,4139.97,5685,128,112,56,4026.31,22810,114,80,38,13300,0.178264
m13b_155us,150WV800mms-50um_8.vtk,line_scan_001875.vtk,"0.0001;7.5e-05;7.75e-05",1697.15,799320,48204,52027,40.6093,2.81107,32.5516,40.6093,503.183,1254,3297.96,48204,48204,179.992,93.1991,90.6635,3801.94,6551,160,118,74,3880.56,40556,158,86,52,22374,0.189545
m13b_194us,150WV800mms-50um_10.vtk,line_scan_002500.vtk,"0.0001;7.5e-05;7.75e-05",1697.15,799692,48381,53055,30.2508,2.52281,24.3564,30.2508,562.134,1407.84,2068.72,48381,48381,215,100.271,80.4983,4261.95,6625,190,122,88,3830.17,60778,200,90,64,30348,0.185098
m13b_252us,150WV800mms-50um_13.vtk,line_scan_003125.vtk,"0.0001;7.5e-05;7.75e-05",1697.15,799380,48660,53732,49.9717,3.53673,30.658,49.9717,488.549,1178.4,2977.48,48660,48660,231.375,95.1573,72.7845,3827.99,6852,224,126,96,3858.57,86632,240,96,74,37605,0.16758
m13b_291us,150WV800mms-50um_15.vtk,line_scan_003750.vtk,"0.0001;7.5e-05;7.75e-05",1697.15,799632,48912,54622,62.9764,3.51496,29.8088,62.9764,530.05,1319.78,2154.27,48912,48912,265.09,85.174,74.4726,3751.79,7262,254,132,94,3845.57,112587,278,98,80,46246,0.181517
m13b_350us,150WV800mms-50um_18.vtk,line_scan_004375.vtk,"0.0001;7.5e-05;7.75e-05",1697.15,800268,49075,55367,64.9258,4.04556,32.1881,64.9258,566.383,1402.5,2743.48,49075,49075,300.294,75.5025,92.4499,3544.95,7788,284,138,92,3833.6,139695,318,106,80,54687,0.187356
