label,flow3d,lbm,offset_m,t_liq_K,n_f3d_pts,n_f3d_in_lbm,n_lbm_iso_verts,haus_um,chamfer_um,dAB_max_um,dBA_max_um,surface_T_rms_K,surface_T_p95_K,surface_T_maxerr_K,surface_T_n_valid,surface_T_n_total,pool_L_F3D_um,pool_W_F3D_um,pool_D_F3D_um,Tmax_F3D_K,n_pts_above_Tliq_F3D,pool_L_LBM_um,pool_W_LBM_um,pool_D_LBM_um,Tmax_LBM_K,n_cells_above_Tliq_LBM,vmax_LBM_m_s
m11_50us,150WV800mms-50um_3.vtk,line_scan_000625.vtk,"0.0001;7.5e-05;7.75e-05",1697.15,798504,47784,47282,60.5867,2.58777,60.5867,22.2362,634.326,1901.32,3390.49,47784,47784,119.951,90.1524,92.7105,3691.85,5513,100,94,30,3742.94,8579,0.189818
m11_97us,150WV800mms-50um_5.vtk,line_scan_001250.vtk,"0.0001;7.5e-05;7.75e-05",1697.15,799128,47940,49227,45.5657,2.36468,45.5657,22.1692,653.094,1731.83,3405.16,47940,47940,140.399,85.1583,94.7023,4139.97,5685,126,108,52,3802.93,20306,0.171962
m11_155us,150WV800mms-50um_8.vtk,line_scan_001875.vtk,"0.0001;7.5e-05;7.75e-05",1697.15,799320,48204,50745,34.5873,2.47019,34.5873,28.7175,585.665,1558.65,3304.53,48204,48204,179.992,93.1991,90.6635,3801.94,6551,150,114,66,3835.49,32199,0.175684
m11_194us,150WV800mms-50um_10.vtk,line_scan_002500.vtk,"0.0001;7.5e-05;7.75e-05",1697.15,799692,48381,50946,27.5135,2.36552,15.8266,27.5135,492.746,1230.07,2704.38,48381,48381,215,100.271,80.4983,4261.95,6625,172,114,76,3754.34,42850,0.243103
m11_252us,150WV800mms-50um_13.vtk,line_scan_003125.vtk,"0.0001;7.5e-05;7.75e-05",1697.15,799380,48660,51714,35.8666,2.76322,23.3097,35.8666,576.749,1522.48,3095.64,48660,48660,231.375,95.1573,72.7845,3827.99,6852,188,114,84,3839.69,50457,0.201842
m11_291us,150WV800mms-50um_15.vtk,line_scan_003750.vtk,"0.0001;7.5e-05;7.75e-05",1697.15,799632,48912,51646,30.6475,2.65422,22.949,30.6475,584.553,1435.63,2601.65,48912,48912,265.09,85.174,74.4726,3751.79,7262,206,114,84,3664.62,59022,0.204119
m11_350us,150WV800mms-50um_18.vtk,line_scan_004375.vtk,"0.0001;7.5e-05;7.75e-05",1697.15,800268,49075,52090,34.5134,3.04165,25.1056,34.5134,632.463,1506.91,2831.01,49075,49075,300.294,75.5025,92.4499,3544.95,7788,226,114,84,3803.59,66041,0.190352
