k,z_um,fill,temperature,liquid_frac,curvature,ux,uy,uz,vmag
15,56.25,1.00000000e+00,3.00333954e+02,0.00000000e+00,0.00000000e+00,-2.07155409e-14,-1.40331082e-14,-4.05623641e-13,4.06394644e-13
16,60.00,1.00000000e+00,3.00418610e+02,0.00000000e+00,0.00000000e+00,-7.35067558e-15,-1.33648653e-14,-4.39704046e-13,4.39968537e-13
17,63.75,1.00000000e+00,3.00517792e+02,0.00000000e+00,0.00000000e+00,2.67297298e-15,-3.87581067e-14,-4.59751378e-13,4.61389932e-13
18,67.50,1.00000000e+00,3.00634552e+02,0.00000000e+00,0.00000000e+00,2.67297298e-15,-4.94500003e-14,-5.25907443e-13,5.28233924e-13
19,71.25,1.00000000e+00,3.00772949e+02,0.00000000e+00,0.00000000e+00,6.68243244e-16,-4.67770261e-15,-5.74689168e-13,5.74708575e-13
20,75.00,1.00000000e+00,3.00937927e+02,0.00000000e+00,0.00000000e+00,-8.68716228e-15,-2.67297298e-15,-6.05428359e-13,6.05496610e-13
21,78.75,1.00000000e+00,3.01134979e+02,0.00000000e+00,0.00000000e+00,-2.13837838e-14,-8.68716228e-15,-6.85617578e-13,6.86005994e-13
22,82.50,1.00000000e+00,3.01371124e+02,0.00000000e+00,0.00000000e+00,2.67297298e-15,8.68716228e-15,-7.74493913e-13,7.74547256e-13
23,86.25,1.00000000e+00,3.01654724e+02,0.00000000e+00,0.00000000e+00,2.20520267e-14,-5.34594596e-15,-7.90531757e-13,7.90857343e-13
24,90.00,1.00000000e+00,3.01995667e+02,0.00000000e+00,0.00000000e+00,1.00236490e-14,1.33648653e-14,-8.24612188e-13,8.24781432e-13
25,93.75,1.00000000e+00,3.02406036e+02,0.00000000e+00,0.00000000e+00,-1.20283786e-14,1.33648653e-14,-9.20170949e-13,9.20346590e-13
26,97.50,1.00000000e+00,3.02900391e+02,0.00000000e+00,0.00000000e+00,3.07391882e-14,1.87108104e-14,-1.05716076e-12,1.05777312e-12
27,101.25,1.00000000e+00,3.03496216e+02,0.00000000e+00,0.00000000e+00,5.27912166e-14,1.33648649e-15,-1.16007030e-12,1.16127160e-12
28,105.00,1.00000000e+00,3.04214386e+02,0.00000000e+00,0.00000000e+00,5.47959471e-14,3.34121633e-15,-1.21219321e-12,1.21343571e-12
29,108.75,1.00000000e+00,3.05080566e+02,0.00000000e+00,0.00000000e+00,3.87581067e-14,6.01418931e-15,-1.29371893e-12,1.29431329e-12
30,112.50,1.00000000e+00,3.06125031e+02,0.00000000e+00,0.00000000e+00,5.61324330e-14,1.13601348e-14,-1.42870405e-12,1.42985146e-12
31,116.25,1.00000000e+00,3.07384796e+02,0.00000000e+00,0.00000000e+00,5.94736459e-14,6.01418931e-15,-1.53896416e-12,1.54012469e-12
32,120.00,1.00000000e+00,3.08904175e+02,0.00000000e+00,0.00000000e+00,9.02128375e-14,-1.40331082e-14,-1.61581219e-12,1.61838945e-12
33,123.75,1.00000000e+00,3.10736572e+02,0.00000000e+00,0.00000000e+00,1.22288518e-13,-2.60614860e-14,-1.70535678e-12,1.70993439e-12
34,127.50,1.00000000e+00,3.12946442e+02,0.00000000e+00,0.00000000e+00,1.24293249e-13,-4.94500003e-14,-1.78086820e-12,1.78588513e-12
35,131.25,1.00000000e+00,3.15611176e+02,0.00000000e+00,0.00000000e+00,1.11596625e-13,-6.61560786e-14,-1.88177295e-12,1.88623965e-12
36,135.00,1.00000000e+00,3.18824341e+02,0.00000000e+00,0.00000000e+00,1.02909462e-13,-7.88527026e-14,-2.04281969e-12,2.04692968e-12
37,138.75,1.00000000e+00,3.22697601e+02,0.00000000e+00,0.00000000e+00,1.38994597e-13,-6.61560786e-14,-2.15976217e-12,2.16524108e-12
38,142.50,1.00000000e+00,3.27364929e+02,0.00000000e+00,0.00000000e+00,1.87108114e-13,-5.81371634e-14,-2.21054858e-12,2.21921483e-12
39,146.25,1.00000000e+00,3.32986023e+02,0.00000000e+00,0.00000000e+00,1.77752696e-13,-5.27912166e-14,-2.26267160e-12,2.27025668e-12
40,150.00,1.00000000e+00,3.39750549e+02,0.00000000e+00,0.00000000e+00,1.92454058e-13,-6.74925678e-14,-2.31212163e-12,2.32109904e-12
41,153.75,1.00000000e+00,3.47882324e+02,0.00000000e+00,0.00000000e+00,1.42335809e-13,-7.01655395e-14,-2.25598923e-12,2.26156377e-12
42,157.50,1.00000000e+00,3.57643799e+02,0.00000000e+00,0.00000000e+00,7.55114897e-14,-6.21466244e-14,-2.11699451e-12,2.11925226e-12
43,161.25,1.00000000e+00,3.69339111e+02,0.00000000e+00,0.00000000e+00,6.88290570e-14,-7.15020287e-14,-2.02544535e-12,2.02787548e-12
44,165.00,1.00000000e+00,3.83316193e+02,0.00000000e+00,0.00000000e+00,7.61797309e-14,-5.47959471e-14,-1.90449327e-12,1.90680371e-12
45,168.75,1.00000000e+00,3.99968140e+02,0.00000000e+00,0.00000000e+00,1.09591894e-13,-8.88763482e-14,-1.75948449e-12,1.76513318e-12
46,172.50,1.00000000e+00,4.19729462e+02,0.00000000e+00,0.00000000e+00,2.13169597e-13,-1.63719597e-13,-1.59509667e-12,1.61758421e-12
47,176.25,1.00000000e+00,4.43069489e+02,0.00000000e+00,0.00000000e+00,2.75984449e-13,-1.98468249e-13,-1.22021219e-12,1.26667871e-12
48,180.00,1.00000000e+00,4.70480835e+02,0.00000000e+00,0.00000000e+00,2.31212158e-13,-2.33216902e-13,-6.91631756e-13,7.65639397e-13
49,183.75,1.00000000e+00,5.02460449e+02,0.00000000e+00,0.00000000e+00,1.74411484e-13,-2.45913505e-13,-3.06723641e-13,4.30083974e-13
50,187.50,1.00000000e+00,5.39485229e+02,0.00000000e+00,0.00000000e+00,1.54364192e-13,-2.63287845e-13,-9.95682418e-14,3.21033673e-13
51,191.25,1.00000000e+00,5.81978516e+02,0.00000000e+00,0.00000000e+00,9.95682418e-14,-2.63956093e-13,3.58846633e-13,4.56462017e-13
52,195.00,9.99999881e-01,6.30272217e+02,0.00000000e+00,0.00000000e+00,-1.05582433e-13,-2.83335123e-13,1.48550475e-12,1.51596530e-12
53,198.75,9.99999702e-01,6.84562317e+02,0.00000000e+00,0.00000000e+00,-4.97841243e-13,-2.84671619e-13,3.05921759e-12,3.11250635e-12
54,202.50,9.99999166e-01,7.44861694e+02,0.00000000e+00,0.00000000e+00,-8.79408091e-13,-3.11401350e-13,4.22329749e-12,4.32510928e-12
55,206.25,9.99997735e-01,8.10958435e+02,0.00000000e+00,0.00000000e+00,-2.19250616e-12,-4.45718251e-13,6.61828101e-12,6.98622887e-12
56,210.00,9.99993861e-01,8.82339478e+02,0.00000000e+00,0.00000000e+00,-5.92197168e-12,-6.23470947e-13,1.16541620e-11,1.30873203e-11
57,213.75,9.99983311e-01,9.58174683e+02,0.00000000e+00,0.00000000e+00,-1.14122583e-11,-4.91158763e-13,1.56990393e-11,1.94149610e-11
58,217.50,9.99954581e-01,1.03719446e+03,0.00000000e+00,0.00000000e+00,-1.95093611e-11,-2.25866214e-13,2.01328329e-11,2.80356415e-11
59,221.25,9.99876618e-01,1.11743225e+03,0.00000000e+00,0.00000000e+00,-3.87581078e-11,-1.68397292e-13,3.38772586e-11,5.14770622e-11
60,225.00,9.99664664e-01,1.19632178e+03,0.00000000e+00,0.00000000e+00,-8.34174743e-11,-7.88527026e-14,5.24564281e-11,9.85401344e-11
61,228.75,9.99088943e-01,1.27169031e+03,0.00000000e+00,0.00000000e+00,-1.81171439e-10,7.01655395e-14,1.84435141e-11,1.82107815e-10
62,232.50,9.96967077e-01,1.34166492e+03,0.00000000e+00,0.00000000e+00,-2.85567736e-10,2.93358789e-13,-1.79958576e-10,3.37541245e-10
63,236.25,9.94736731e-01,1.40337268e+03,0.00000000e+00,0.00000000e+00,5.38363486e-11,6.79603400e-13,-4.12112289e-10,4.15614432e-10
64,240.00,9.93212283e-01,1.45469214e+03,0.00000000e+00,0.00000000e+00,3.05257514e-10,1.40331079e-13,-3.90425803e-10,4.95595065e-10
65,243.75,9.62794602e-01,1.49511243e+03,0.00000000e+00,1.38785172e+05,-1.47763902e-04,-4.83565472e-08,-3.68675524e-06,1.47809900e-04
66,247.50,8.85710716e-01,1.49999609e+03,0.00000000e+00,1.15728945e+05,-1.32776724e-04,-6.70395082e-08,-4.55078029e-04,4.74052387e-04
67,251.25,7.30119050e-01,1.45580005e+03,0.00000000e+00,3.51720801e+03,2.03748968e-05,-2.79702856e-08,-4.07487038e-04,4.07996093e-04
68,255.00,5.00360608e-01,1.34650757e+03,0.00000000e+00,-1.49309590e+04,2.30855931e-05,-1.91163689e-08,-4.02834034e-04,4.03494982e-04
69,258.75,2.71030337e-01,1.17491687e+03,0.00000000e+00,2.07027612e+03,7.54747134e-06,-2.26707986e-10,4.69616898e-05,4.75643210e-05
70,262.50,1.20567612e-01,9.99725830e+02,0.00000000e+00,5.31807375e+00,1.82219964e-07,4.36678948e-12,-1.44633004e-05,1.44644482e-05
71,266.25,4.86592725e-02,8.39708496e+02,0.00000000e+00,-5.53466797e+02,-6.89129309e-10,-7.23082130e-13,4.29762643e-08,4.29817923e-08
72,270.00,1.92598347e-02,6.95305786e+02,0.00000000e+00,0.00000000e+00,-5.90900801e-11,-2.62619597e-13,-2.95022722e-11,6.60461269e-11
73,273.75,6.69285655e-03,5.65252197e+02,0.00000000e+00,0.00000000e+00,-5.04978039e-11,-2.84003371e-13,-1.91618752e-11,5.40119095e-11
74,277.50,2.47260928e-03,4.47295746e+02,0.00000000e+00,0.00000000e+00,-4.38360875e-11,-2.11164867e-13,-1.65771095e-11,4.68662747e-11
75,281.25,9.11056995e-04,3.39657715e+02,0.00000000e+00,0.00000000e+00,-3.79762645e-11,-1.14937844e-13,-1.60645681e-11,4.12344534e-11
76,285.00,3.35335732e-04,2.40123688e+02,0.00000000e+00,0.00000000e+00,-3.27713169e-11,-5.54641883e-14,-1.55393285e-11,3.62688976e-11
77,288.75,1.23381615e-04,1.46519485e+02,0.00000000e+00,0.00000000e+00,-2.81991965e-11,-7.08337807e-14,-1.49445924e-11,3.19145821e-11
78,292.50,4.53889370e-05,5.65919113e+01,0.00000000e+00,0.00000000e+00,-2.43775139e-11,-5.74689222e-14,-1.43531966e-11,2.82892338e-11
79,296.25,1.66893005e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
