step,mass,mass_err_pct,swiss_cheese,neg_viol,over_viol
725,7782.5,-0.606616,18,0,0
726,7782.45,-0.607258,9,0,0
727,7782.63,-0.605038,9,0,0
728,7782.7,-0.604116,6,0,0
729,7782.93,-0.601197,6,0,0
730,7783.06,-0.599545,21,0,0
731,7783.16,-0.598179,6,0,0
732,7783.01,-0.600106,3,0,0
733,7783.26,-0.59695,15,0,0
734,7783.26,-0.596963,18,0,0
735,7783.5,-0.593926,18,0,0
736,7783.61,-0.592523,3,0,0
737,7783.85,-0.589417,15,0,0
738,7783.9,-0.588781,6,0,0
739,7784.07,-0.586623,9,0,0
740,7784.16,-0.585457,15,0,0
741,7784.6,-0.57982,6,0,0
742,7784.73,-0.578117,9,0,0
743,7785.06,-0.573933,9,0,0
744,7785.24,-0.571676,12,0,0
745,7785.71,-0.565639,15,0,0
746,7786,-0.56196,9,0,0
747,7786.32,-0.557794,6,0,0
748,7786.55,-0.554969,9,0,0
749,7787.08,-0.548185,12,0,0
750,7787.2,-0.546594,12,0,0
751,7787.56,-0.541986,12,0,0
752,7787.75,-0.539598,9,0,0
753,7788.24,-0.53328,3,0,0
754,7788.52,-0.52972,18,0,0
755,7788.95,-0.524326,18,0,0
756,7789.24,-0.52059,3,0,0
757,7789.64,-0.515508,12,0,0
758,7789.91,-0.512059,9,0,0
759,7790.24,-0.507744,9,0,0
760,7790.41,-0.50563,15,0,0
761,7790.84,-0.500092,9,0,0
762,7791.09,-0.496987,3,0,0
763,7791.52,-0.491406,15,0,0
764,7791.81,-0.487751,15,0,0
765,7792.36,-0.480742,9,0,0
766,7792.44,-0.479713,6,0,0
767,7792.85,-0.474493,9,0,0
768,7793.03,-0.472111,12,0,0
769,7793.33,-0.468357,12,0,0
770,7793.39,-0.467509,12,0,0
771,7793.69,-0.463674,6,0,0
772,7793.74,-0.463063,9,0,0
773,7794.16,-0.457768,9,0,0
774,7794.35,-0.455305,15,0,0
775,7794.68,-0.451052,15,0,0
776,7794.6,-0.452131,6,0,0
777,7794.92,-0.448071,6,0,0
778,7794.83,-0.449125,12,0,0
779,7795.01,-0.446843,18,0,0
780,7794.92,-0.44799,3,0,0
781,7795.01,-0.446886,12,0,0
782,7794.76,-0.450054,3,0,0
783,7794.85,-0.448857,9,0,0
784,7794.64,-0.451557,12,0,0
785,7794.62,-0.4518,15,0,0
786,7794.57,-0.452536,6,0,0
787,7794.65,-0.451482,6,0,0
788,7794.49,-0.453459,12,0,0
789,7794.58,-0.452355,18,0,0
790,7794.49,-0.453547,18,0,0
791,7794.48,-0.453621,27,0,0
792,7794.23,-0.456877,3,0,0
793,7794.03,-0.459402,6,0,0
794,7793.5,-0.466168,3,0,0
795,7793.35,-0.468014,6,0,0
796,7792.83,-0.474687,9,0,0
797,7792.45,-0.479607,6,0,0
798,7792.07,-0.48439,12,0,0
799,7792.21,-0.482619,12,0,0
800,7791.98,-0.485569,9,0,0
