0.834968,0.834968,0.834969,0.834971,0.834973,0.834976,0.83498,0.834985,0.834991,0.834995,0.835001,0.835008,0.835014,0.835022,0.83503,0.835039,0.835048,0.835058,0.835068,0.835079,0.83509,0.835101,0.835113,0.835126,0.835138,0.835152,0.835165,0.835177,0.835191,0.835206,0.83522,0.835234,0.835249,0.835262,0.835277,0.83529,0.835305,0.835319,0.835332,0.835346,0.835359,0.835372,0.835385,0.835398,0.83541,0.835423,0.835434,0.835445,0.835457,0.835467,0.835476,0.835486,0.835495,0.835503,0.83551,0.835517,0.835523,0.835528,0.835533,0.835537,0.83554,0.835544,0.835544,0.835546,0.835545,0.835546,0.835544,0.835543,0.835541,0.835537,0.835533,0.835528,0.835523,0.835518,0.83551,0.835503,0.835494,0.835486,0.835476,0.835467,0.835457,0.835445,0.835436,0.835423,0.835412,0.835398,0.835385,0.835373,0.835359,0.835345,0.835331,0.835317,0.835303,0.835289,0.835275,0.83526,0.835246,0.835232,0.835218,0.835205,0.83519,0.835177,0.835163,0.835151,0.835138,0.835126,0.835114,0.835101,0.83509,0.835079,0.835069,0.835059,0.835049,0.83504,0.835031,0.835022,0.835015,0.835007,0.835001,0.834994,0.834989,0.834984,0.83498,0.834976,0.834974,0.834971,0.834969,0.834968
0.332124,0.332124,0.332126,0.332129,0.332133,0.332139,0.332148,0.332156,0.332167,0.332177,0.332189,0.332202,0.332215,0.33223,0.332246,0.332263,0.332281,0.332301,0.33232,0.332341,0.332363,0.332385,0.332409,0.332433,0.332458,0.332483,0.332509,0.332534,0.332561,0.332588,0.332616,0.332644,0.332672,0.332699,0.332727,0.332754,0.332782,0.332809,0.332835,0.332862,0.332887,0.332912,0.332937,0.332962,0.332986,0.33301,0.333032,0.333054,0.333076,0.333095,0.333113,0.333132,0.33315,0.333165,0.33318,0.333192,0.333204,0.333215,0.333224,0.333232,0.333239,0.333243,0.333245,0.333247,0.333248,0.333247,0.333245,0.333242,0.333238,0.333231,0.333223,0.333215,0.333204,0.333193,0.33318,0.333165,0.333148,0.333132,0.333113,0.333095,0.333076,0.333055,0.333034,0.333012,0.332988,0.332963,0.332938,0.332912,0.332887,0.33286,0.332834,0.332806,0.332779,0.332752,0.332723,0.332696,0.332669,0.332641,0.332613,0.332586,0.332559,0.332532,0.332507,0.332482,0.332457,0.332433,0.332409,0.332385,0.332363,0.332342,0.332321,0.332301,0.332283,0.332265,0.332246,0.332229,0.332214,0.3322,0.332187,0.332175,0.332165,0.332155,0.332147,0.332139,0.332134,0.33213,0.332127,0.332124
0.0169114,0.0169115,0.016912,0.0169126,0.0169135,0.0169149,0.0169168,0.0169187,0.016921,0.0169232,0.0169259,0.0169287,0.0169318,0.0169352,0.0169387,0.0169423,0.0169463,0.0169507,0.016955,0.0169597,0.0169645,0.0169695,0.0169748,0.0169801,0.0169857,0.0169912,0.016997,0.0170026,0.0170086,0.0170146,0.0170208,0.0170269,0.017033,0.0170391,0.0170453,0.0170514,0.0170576,0.0170637,0.0170695,0.0170755,0.0170809,0.0170865,0.017092,0.0170975,0.0171031,0.0171084,0.0171133,0.0171182,0.0171229,0.0171271,0.0171312,0.0171355,0.0171396,0.017143,0.0171462,0.0171489,0.0171517,0.017154,0.0171561,0.0171578,0.0171594,0.0171603,0.0171608,0.0171612,0.0171614,0.0171611,0.0171607,0.01716,0.0171592,0.0171577,0.0171559,0.017154,0.0171517,0.0171491,0.0171461,0.0171429,0.0171392,0.0171354,0.0171313,0.0171272,0.0171229,0.0171186,0.0171137,0.0171087,0.0171034,0.0170979,0.0170922,0.0170865,0.0170809,0.017075,0.0170691,0.017063,0.017057,0.0170508,0.0170446,0.0170386,0.0170326,0.0170264,0.0170202,0.0170141,0.017008,0.0170022,0.0169965,0.0169908,0.0169853,0.0169801,0.0169748,0.0169696,0.0169647,0.0169599,0.0169552,0.0169508,0.0169467,0.0169428,0.0169386,0.0169349,0.0169314,0.0169284,0.0169254,0.0169229,0.0169206,0.0169185,0.0169166,0.0169148,0.0169137,0.0169128,0.0169122,0.0169116
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
