k,z_um,fill,temperature,liquid_frac,curvature,ux,uy,uz,vmag
44,165.00,1.00000000e+00,3.00259003e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
45,168.75,1.00000000e+00,3.00312164e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
46,172.50,1.00000000e+00,3.00376190e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
47,176.25,1.00000000e+00,3.00453613e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
48,180.00,1.00000000e+00,3.00547028e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
49,183.75,1.00000000e+00,3.00659698e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
50,187.50,1.00000000e+00,3.00795532e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
51,191.25,1.00000000e+00,3.00959320e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
52,195.00,1.00000000e+00,3.01156952e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
53,198.75,1.00000000e+00,3.01395386e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.33648649e-15,1.33648649e-15
54,202.50,1.00000000e+00,3.01682953e+02,0.00000000e+00,0.00000000e+00,-6.68243244e-16,0.00000000e+00,1.33648649e-15,1.49423738e-15
55,206.25,1.00000000e+00,3.02029877e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.33648649e-15,1.33648649e-15
56,210.00,1.00000000e+00,3.02448212e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.33648649e-15,1.33648649e-15
57,213.75,1.00000000e+00,3.02953003e+02,0.00000000e+00,0.00000000e+00,1.33648649e-15,0.00000000e+00,1.33648649e-15,1.89007737e-15
58,217.50,1.00000000e+00,3.03561676e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
59,221.25,1.00000000e+00,3.04296082e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.33648649e-15,1.33648649e-15
60,225.00,1.00000000e+00,3.05181946e+02,0.00000000e+00,0.00000000e+00,-1.33648649e-15,0.00000000e+00,1.33648649e-15,1.89007737e-15
61,228.75,1.00000000e+00,3.06250458e+02,0.00000000e+00,0.00000000e+00,6.68243244e-16,0.00000000e+00,-6.68243266e-15,6.71576171e-15
62,232.50,1.00000000e+00,3.07539307e+02,0.00000000e+00,0.00000000e+00,3.14074328e-14,-2.00472963e-15,-9.42222984e-14,9.93392516e-14
63,236.25,1.00000000e+00,3.09093903e+02,0.00000000e+00,0.00000000e+00,9.35540572e-14,-6.68243244e-16,-3.60851350e-13,3.72782100e-13
64,240.00,9.99999881e-01,3.10969238e+02,0.00000000e+00,0.00000000e+00,1.96463519e-13,-5.34594596e-15,-8.80744588e-13,9.02406513e-13
65,243.75,9.99999702e-01,3.13230591e+02,0.00000000e+00,0.00000000e+00,2.71306767e-13,5.34594596e-15,-1.59442837e-12,1.61735523e-12
66,247.50,9.99999166e-01,3.15956787e+02,0.00000000e+00,0.00000000e+00,7.75162134e-14,1.00236490e-14,-2.07489538e-12,2.07636707e-12
67,251.25,9.99997735e-01,3.19253021e+02,0.00000000e+00,0.00000000e+00,-8.48000652e-13,-2.00472963e-15,-1.32378982e-12,1.57210952e-12
68,255.00,9.99993861e-01,3.23212830e+02,0.00000000e+00,0.00000000e+00,-2.59812983e-12,-6.01418931e-15,1.58306820e-12,3.04243653e-12
69,258.75,9.99983311e-01,3.28015778e+02,0.00000000e+00,0.00000000e+00,-4.72381162e-12,-1.60378370e-14,6.16320753e-12,7.76529362e-12
70,262.50,9.99954581e-01,3.33803833e+02,0.00000000e+00,0.00000000e+00,-5.76627114e-12,-1.33648649e-15,9.99691909e-12,1.15407224e-11
71,266.25,9.99876618e-01,3.40696533e+02,0.00000000e+00,0.00000000e+00,-5.19492305e-12,-3.40804045e-14,1.14637128e-11,1.25859089e-11
72,270.00,9.99664664e-01,3.49175781e+02,0.00000000e+00,0.00000000e+00,-4.46119183e-12,-1.33648649e-15,8.82749342e-12,9.89074708e-12
73,273.75,9.99088943e-01,3.59612610e+02,0.00000000e+00,0.00000000e+00,-4.03418444e-12,-1.19615540e-13,-3.17014600e-12,5.13213213e-12
74,277.50,9.97527361e-01,3.70691925e+02,0.00000000e+00,0.00000000e+00,-8.57623347e-12,-3.78225690e-13,-2.00893972e-11,2.18467102e-11
75,281.25,9.93307114e-01,3.80564392e+02,0.00000000e+00,0.00000000e+00,-2.91033291e-11,-2.84671619e-13,-3.41131498e-11,4.48418525e-11
76,285.00,9.82080400e-01,4.39110657e+02,0.00000000e+00,-1.06732063e+01,-3.17549181e-11,-1.45476556e-12,-5.76479767e-11,6.58314514e-11
77,288.75,9.52855289e-01,7.78557739e+02,0.00000000e+00,6.12343292e+01,4.71173205e-11,6.23926312e-13,-1.14963816e-10,1.24246169e-10
78,292.50,8.81268978e-01,1.88931201e+03,1.00000000e+00,1.70943466e+02,2.98151630e-04,3.70219277e-06,-1.63405697e-04,3.40013998e-04
79,296.25,7.30210960e-01,2.98966357e+03,1.00000000e+00,-7.09147110e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
