0.00,2.00,4.00,6.00,8.00,10.00,12.00,14.00,16.00,18.00,20.00,22.00,24.00,26.00,28.00,30.00,32.00,34.00,36.00,38.00,40.00,42.00,44.00,46.00,48.00,50.00,52.00,54.00,56.00,58.00,60.00,62.00,64.00,66.00,68.00,70.00,72.00,74.00,76.00,78.00,80.00,82.00,84.00,86.00,88.00,90.00,92.00,94.00,96.00,98.00,100.00,102.00,104.00,106.00,108.00,110.00,112.00,114.00,116.00,118.00,120.00,122.00,124.00,126.00,128.00,130.00,132.00,134.00,136.00,138.00,140.00,142.00,144.00,146.00,148.00,150.00,152.00,154.00,156.00,158.00,160.00,162.00,164.00,166.00,168.00,170.00,172.00,174.00,176.00,178.00,180.00,182.00,184.00,186.00,188.00,190.00,192.00,194.00,196.00,198.00
0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000002,0.000002,0.000002,0.000006,0.000015,0.000039,0.000099,0.000250,0.000627,0.001555,0.003803,0.009130,0.021359,0.048075,0.101933,0.197372,0.337117,0.497827,0.641904,0.746778,0.812032,0.846547,0.857998,0.849354,0.818355,0.757873,0.658759,0.519277,0.358685,0.252061,0.346263,0.430451,0.491501,0.523059,0.523271,0.492128,0.431446,0.347496,0.361784,0.399632,0.381470,0.313326,0.219166,0.130840,0.068557,0.144072,0.265750,0.414833,0.546624,0.625806,0.641289,0.592247,0.482908,0.336240,0.196891,0.099157,0.132676,0.245430,0.391104,0.533768,0.639672,0.697036,0.707298,0.671414,0.586994,0.457873,0.308428,0.177744,0.089676,0.041162,0.088207,0.193884,0.367509,0.573351,0.743659,0.848423,0.900022,0.917057,0.907647,0.867190,0.779290,0.626649,0.424441,0.235713,0.111035,0.047162,0.018950,0.007399,0.002845,0.001084,0.000410,0.000155,0.000058,0.000022
0.000006,0.000007,0.000007,0.000008,0.000008,0.000007,0.000007,0.000006,0.000005,0.000007,0.000019,0.000050,0.000130,0.000334,0.000852,0.002156,0.005386,0.013224,0.031621,0.072367,0.153831,0.290930,0.470398,0.645439,0.776339,0.857554,0.902372,0.924288,0.931276,0.926014,0.906481,0.865483,0.790166,0.666417,0.495790,0.313773,0.325361,0.406676,0.466384,0.497511,0.497721,0.467000,0.407644,0.409945,0.516778,0.563865,0.541497,0.453872,0.323786,0.194003,0.099638,0.196024,0.357532,0.539465,0.682970,0.760920,0.775424,0.728653,0.615708,0.446009,0.267312,0.134427,0.213566,0.383132,0.571798,0.723304,0.816165,0.859978,0.867352,0.840957,0.771964,0.646649,0.469055,0.283616,0.144451,0.065075,0.114782,0.251407,0.460977,0.679418,0.833670,0.915729,0.952017,0.963309,0.957116,0.929273,0.862746,0.730335,0.524793,0.303816,0.144690,0.060821,0.023990,0.009187,0.003470,0.001302,0.000486,0.000181,0.000067,0.000025
0.000015,0.000018,0.000020,0.000021,0.000021,0.000020,0.000018,0.000015,0.000012,0.000010,0.000023,0.000062,0.000162,0.000421,0.001090,0.002802,0.007125,0.017818,0.043326,0.100121,0.211204,0.385433,0.586249,0.752982,0.859790,0.918346,0.947901,0.961528,0.965742,0.962575,0.950501,0.923727,0.870187,0.771115,0.612179,0.412723,0.281989,0.356290,0.412251,0.441941,0.442142,0.412835,0.357187,0.507117,0.625214,0.674650,0.651372,0.556645,0.406286,0.246407,0.125983,0.230628,0.415412,0.611036,0.753913,0.826738,0.839889,0.797024,0.688304,0.512414,0.313274,0.158176,0.302032,0.515255,0.714397,0.845545,0.913309,0.941771,0.946325,0.929704,0.882278,0.782354,0.610947,0.393947,0.206580,0.092646,0.132797,0.289107,0.517087,0.735390,0.875414,0.943890,0.972403,0.981080,0.976323,0.954673,0.900238,0.783036,0.583062,0.347623,0.167394,0.070099,0.027376,0.010370,0.003877,0.001442,0.000534,0.000198,0.000073,0.000027
0.000041,0.000048,0.000054,0.000057,0.000057,0.000054,0.000048,0.000041,0.000033,0.000025,0.000027,0.000072,0.000190,0.000499,0.001308,0.003403,0.008767,0.022225,0.054669,0.126829,0.264017,0.464174,0.669847,0.819930,0.905811,0.948998,0.969456,0.978481,0.981206,0.979162,0.971201,0.952800,0.913702,0.835098,0.694426,0.493716,0.288404,0.286386,0.335160,0.361643,0.361824,0.335677,0.375420,0.543848,0.664244,0.713589,0.690436,0.594751,0.438551,0.267729,0.136856,0.234818,0.422230,0.619106,0.761572,0.833649,0.846621,0.804289,0.696312,0.520083,0.318780,0.186115,0.376311,0.611391,0.800803,0.908128,0.957177,0.976217,0.979189,0.968258,0.935336,0.858281,0.706189,0.481557,0.261258,0.117725,0.136415,0.296539,0.527678,0.745342,0.882426,0.948413,0.975605,0.983892,0.979340,0.958715,0.906448,0.792251,0.593887,0.356178,0.171940,0.071966,0.028054,0.010605,0.003958,0.001469,0.000544,0.000201,0.000074,0.000027
0.000108,0.000129,0.000146,0.000155,0.000155,0.000146,0.000130,0.000109,0.000087,0.000065,0.000047,0.000079,0.000210,0.000556,0.001467,0.003848,0.010000,0.025570,0.063326,0.146994,0.302209,0.516432,0.719501,0.855792,0.928558,0.963264,0.979050,0.985808,0.987813,0.986310,0.980369,0.966238,0.935011,0.868950,0.742541,0.546698,0.329132,0.208979,0.247220,0.268479,0.268625,0.247631,0.350588,0.512117,0.630592,0.680046,0.656770,0.561858,0.410641,0.249254,0.127429,0.206968,0.376136,0.563067,0.706963,0.783539,0.797648,0.751989,0.639956,0.467602,0.281939,0.209976,0.418350,0.660178,0.839480,0.933248,0.973475,0.988917,0.991625,0.982354,0.955803,0.890549,0.751855,0.529002,0.293456,0.132978,0.124408,0.271691,0.491667,0.710718,0.857498,0.932057,0.963940,0.973707,0.968357,0.944048,0.884251,0.759986,0.556854,0.327472,0.156834,0.065775,0.025801,0.009821,0.003689,0.001377,0.000512,0.000190,0.000071,0.000029
0.000288,0.000347,0.000394,0.000420,0.000421,0.000395,0.000349,0.000290,0.000227,0.000168,0.000118,0.000082,0.000219,0.000582,0.001538,0.004047,0.010553,0.027077,0.067231,0.156016,0.318815,0.537989,0.738727,0.868927,0.936541,0.968110,0.982226,0.988190,0.989947,0.988631,0.983395,0.970784,0.942453,0.881268,0.761017,0.568368,0.346736,0.173605,0.164211,0.179155,0.179259,0.164498,0.280948,0.418742,0.526895,0.574355,0.551827,0.463287,0.331102,0.198542,0.147051,0.157723,0.290389,0.449611,0.586285,0.666225,0.681647,0.632559,0.520740,0.366214,0.215538,0.210626,0.419467,0.661422,0.840422,0.933837,0.973848,0.989227,0.991966,0.982678,0.956276,0.891321,0.752995,0.530241,0.294325,0.133396,0.100783,0.221368,0.413357,0.627454,0.791378,0.885179,0.928952,0.942974,0.935257,0.901309,0.823947,0.680139,0.474166,0.268431,0.126982,0.053626,0.021345,0.008254,0.003145,0.001189,0.000447,0.000168,0.000078,0.000036
0.000761,0.000929,0.001064,0.001139,0.001140,0.001067,0.000934,0.000767,0.000591,0.000429,0.000295,0.000192,0.000215,0.000570,0.001505,0.003953,0.010292,0.026365,0.065385,0.151757,0.311013,0.527946,0.729859,0.862920,0.932914,0.965919,0.980796,0.987121,0.988990,0.987590,0.982033,0.968730,0.939074,0.875640,0.752505,0.558286,0.338473,0.168901,0.098564,0.107721,0.107785,0.108557,0.191740,0.290453,0.373852,0.412639,0.394039,0.324049,0.226887,0.278556,0.315587,0.329919,0.319207,0.305656,0.414296,0.484813,0.499165,0.454365,0.360582,0.244853,0.142131,0.187861,0.379454,0.615175,0.803924,0.910223,0.958566,0.977283,0.980206,0.969460,0.937063,0.860927,0.709796,0.485158,0.263632,0.118836,0.072742,0.159548,0.307213,0.495836,0.668535,0.785873,0.848209,0.869681,0.857758,0.808124,0.707284,0.547941,0.357647,0.194414,0.091393,0.039198,0.015968,0.006322,0.002462,0.000948,0.000398,0.000194,0.000091,0.000041
0.002004,0.002480,0.002865,0.003083,0.003087,0.002875,0.002494,0.002020,0.001531,0.001090,0.000732,0.000466,0.000282,0.000523,0.001375,0.003589,0.009281,0.023616,0.058264,0.135230,0.280108,0.486657,0.691751,0.836098,0.916235,0.955616,0.973948,0.981933,0.984326,0.982532,0.975498,0.959043,0.923485,0.850399,0.715721,0.516587,0.305604,0.150614,0.065672,0.059141,0.059176,0.064763,0.112213,0.169727,0.220508,0.245076,0.233210,0.325444,0.423254,0.501561,0.551204,0.569406,0.555853,0.510741,0.436253,0.340405,0.299025,0.268534,0.208526,0.139801,0.126199,0.148712,0.306502,0.521413,0.720353,0.850138,0.916677,0.944477,0.948915,0.932703,0.886261,0.787747,0.617253,0.399352,0.209799,0.094097,0.047136,0.101870,0.198970,0.337914,0.489624,0.614510,0.692076,0.721306,0.704892,0.641097,0.528403,0.380625,0.234120,0.124182,0.058863,0.025908,0.010888,0.004443,0.001819,0.001070,0.000601,0.000323,0.000168,0.000084
0.005241,0.006586,0.007688,0.008317,0.008328,0.007717,0.006627,0.005286,0.003931,0.002737,0.001793,0.001110,0.000654,0.000451,0.001174,0.003032,0.007752,0.019493,0.047627,0.110280,0.231585,0.416737,0.620811,0.781689,0.880081,0.932135,0.957736,0.969333,0.972886,0.970217,0.959960,0.936835,0.889433,0.798670,0.646366,0.445087,0.253567,0.122913,0.053633,0.030188,0.030205,0.034507,0.057817,0.085705,0.145874,0.255514,0.393518,0.532067,0.644807,0.721600,0.764821,0.779690,0.768667,0.729896,0.658332,0.550631,0.414533,0.274481,0.159520,0.130999,0.144047,0.141264,0.218224,0.390579,0.580615,0.731550,0.823150,0.866073,0.873275,0.847463,0.779647,0.655393,0.477381,0.289578,0.147656,0.066481,0.027804,0.058314,0.112872,0.195826,0.298076,0.396495,0.467101,0.496191,0.479667,0.419726,0.326974,0.223123,0.133163,0.070728,0.034357,0.015952,0.010910,0.006978,0.004201,0.002397,0.001304,0.000681,0.000342,0.000167
