ix,iy,x_mm,y_mm,fill_level,vx_ms,vy_ms,vmag_ms
0,0,0.0000,0.0000,1.000000,0.000000,0.000000,0.000000
1,0,0.0625,0.0000,-0.000000,0.000000,0.000000,0.000000
2,0,0.1250,0.0000,-0.000000,0.000000,0.000000,0.000000
3,0,0.1875,0.0000,0.627620,0.000000,0.000000,0.000000
4,0,0.2500,0.0000,0.467826,0.000000,0.000000,0.000000
5,0,0.3125,0.0000,0.212404,0.000000,0.000000,0.000000
6,0,0.3750,0.0000,0.320738,0.000000,0.000000,0.000000
7,0,0.4375,0.0000,0.566007,0.000000,0.000000,0.000000
8,0,0.5000,0.0000,-0.000000,0.000000,0.000000,0.000000
9,0,0.5625,0.0000,0.572742,0.000000,0.000000,0.000000
10,0,0.6250,0.0000,0.185763,0.000000,0.000000,0.000000
11,0,0.6875,0.0000,-0.000000,0.000000,0.000000,0.000000
12,0,0.7500,0.0000,-0.000000,0.000000,0.000000,0.000000
13,0,0.8125,0.0000,0.000667,0.000000,0.000000,0.000000
14,0,0.8750,0.0000,0.557440,0.000000,0.000000,0.000000
15,0,0.9375,0.0000,0.000000,0.000000,0.000000,0.000000
16,0,1.0000,0.0000,0.584233,0.000000,0.000000,0.000000
17,0,1.0625,0.0000,0.014669,0.000000,0.000000,0.000000
18,0,1.1250,0.0000,0.144741,0.000000,0.000000,0.000000
19,0,1.1875,0.0000,0.262332,0.000000,0.000000,0.000000
20,0,1.2500,0.0000,0.585985,0.000000,0.000000,0.000000
21,0,1.3125,0.0000,0.695982,0.000000,0.000000,0.000000
22,0,1.3750,0.0000,1.613322,0.000000,0.000000,0.000000
23,0,1.4375,0.0000,1.826913,0.000000,0.000000,0.000000
24,0,1.5000,0.0000,16.682140,0.000000,0.000000,0.000000
25,0,1.5625,0.0000,15.410415,0.000000,0.000000,0.000000
26,0,1.6250,0.0000,2.556745,0.000000,0.000000,0.000000
27,0,1.6875,0.0000,1.502475,0.000000,0.000000,0.000000
28,0,1.7500,0.0000,1.812780,0.000000,0.000000,0.000000
29,0,1.8125,0.0000,1.653179,0.000000,0.000000,0.000000
30,0,1.8750,0.0000,1.856336,0.000000,0.000000,0.000000
31,0,1.9375,0.0000,1.005463,0.000000,0.000000,0.000000
32,0,2.0000,0.0000,1.127713,0.000000,0.000000,0.000000
33,0,2.0625,0.0000,1.358985,0.000000,0.000000,0.000000
34,0,2.1250,0.0000,1.446676,0.000000,0.000000,0.000000
35,0,2.1875,0.0000,1.394249,0.000000,0.000000,0.000000
36,0,2.2500,0.0000,1.310771,0.000000,0.000000,0.000000
37,0,2.3125,0.0000,1.358855,0.000000,0.000000,0.000000
38,0,2.3750,0.0000,0.783370,0.000000,0.000000,0.000000
39,0,2.4375,0.0000,0.289567,0.000000,0.000000,0.000000
40,0,2.5000,0.0000,0.673152,0.000000,0.000000,0.000000
41,0,2.5625,0.0000,0.667471,0.000000,0.000000,0.000000
42,0,2.6250,0.0000,-0.000000,0.000000,0.000000,0.000000
43,0,2.6875,0.0000,0.526652,0.000000,0.000000,0.000000
44,0,2.7500,0.0000,3.654188,0.000000,0.000000,0.000000
45,0,2.8125,0.0000,3.299828,0.000000,0.000000,0.000000
46,0,2.8750,0.0000,1.578408,0.000000,0.000000,0.000000
47,0,2.9375,0.0000,1.277966,0.000000,0.000000,0.000000
48,0,3.0000,0.0000,0.530745,0.000000,0.000000,0.000000
49,0,3.0625,0.0000,-0.000000,0.000000,0.000000,0.000000
50,0,3.1250,0.0000,-0.000000,0.000000,0.000000,0.000000
51,0,3.1875,0.0000,0.032710,0.000000,0.000000,0.000000
52,0,3.2500,0.0000,0.203131,0.000000,0.000000,0.000000
53,0,3.3125,0.0000,0.371919,0.000000,0.000000,0.000000
54,0,3.3750,0.0000,-0.000000,0.000000,0.000000,0.000000
55,0,3.4375,0.0000,-0.000000,0.000000,0.000000,0.000000
56,0,3.5000,0.0000,0.247003,0.000000,0.000000,0.000000
57,0,3.5625,0.0000,13.655095,0.000000,0.000000,0.000000
58,0,3.6250,0.0000,10.645363,0.000000,0.000000,0.000000
59,0,3.6875,0.0000,2.909680,0.000000,0.000000,0.000000
60,0,3.7500,0.0000,1.051127,0.000000,0.000000,0.000000
61,0,3.8125,0.0000,0.877730,0.000000,0.000000,0.000000
62,0,3.8750,0.0000,1.084472,0.000000,0.000000,0.000000
63,0,3.9375,0.0000,0.897536,0.000000,0.000000,0.000000
64,0,4.0000,0.0000,1.064566,0.000000,0.000000,0.000000
65,0,4.0625,0.0000,0.978807,0.000000,0.000000,0.000000
66,0,4.1250,0.0000,1.089250,0.000000,0.000000,0.000000
67,0,4.1875,0.0000,1.196762,0.000000,0.000000,0.000000
68,0,4.2500,0.0000,2.301189,0.000000,0.000000,0.000000
69,0,4.3125,0.0000,4.267996,0.000000,0.000000,0.000000
70,0,4.3750,0.0000,4.583172,0.000000,0.000000,0.000000
71,0,4.4375,0.0000,0.629924,0.000000,0.000000,0.000000
72,0,4.5000,0.0000,0.619273,0.000000,0.000000,0.000000
73,0,4.5625,0.0000,0.714825,0.000000,0.000000,0.000000
74,0,4.6250,0.0000,0.785958,0.000000,0.000000,0.000000
75,0,4.6875,0.0000,0.818623,0.000000,0.000000,0.000000
