i,j,x,y,ux,uy,vorticity
0,0,3.90625019e-06,3.90625019e-06,2.45338376e-03,-2.45338376e-03,7.56531894e-01
1,0,1.17187501e-05,3.90625019e-06,7.35424133e-03,-2.44747335e-03,2.26777792e+00
2,0,1.95312514e-05,3.90625019e-06,1.22373812e-02,-2.43566674e-03,3.77355480e+00
3,0,2.73437508e-05,3.90625019e-06,1.70910414e-02,-2.41799257e-03,5.27036142e+00
4,0,3.51562521e-05,3.90625019e-06,2.19035242e-02,-2.39449297e-03,6.75421906e+00
5,0,4.29687534e-05,3.90625019e-06,2.66632456e-02,-2.36522476e-03,8.22192383e+00
6,0,5.07812510e-05,3.90625019e-06,3.13587263e-02,-2.33025872e-03,9.66981030e+00
7,0,5.85937523e-05,3.90625019e-06,3.59786637e-02,-2.28967913e-03,1.10945244e+01
8,0,6.64062536e-05,3.90625019e-06,4.05119322e-02,-2.24358309e-03,1.24925213e+01
9,0,7.42187549e-05,3.90625019e-06,4.49475944e-02,-2.19208235e-03,1.38601952e+01
10,0,8.20312562e-05,3.90625019e-06,4.92749773e-02,-2.13530054e-03,1.51947575e+01
11,0,8.98437575e-05,3.90625019e-06,5.34836538e-02,-2.07337434e-03,1.64926186e+01
12,0,9.76562515e-05,3.90625019e-06,5.75634837e-02,-2.00645369e-03,1.77505836e+01
13,0,1.05468753e-04,3.90625019e-06,6.15046285e-02,-1.93469913e-03,1.89657516e+01
14,0,1.13281254e-04,3.90625019e-06,6.52976185e-02,-1.85828353e-03,2.01356316e+01
15,0,1.21093755e-04,3.90625019e-06,6.89332932e-02,-1.77739142e-03,2.12569370e+01
16,0,1.28906249e-04,3.90625019e-06,7.24028870e-02,-1.69221731e-03,2.23264236e+01
17,0,1.36718751e-04,3.90625019e-06,7.56980777e-02,-1.60296657e-03,2.33427868e+01
18,0,1.44531252e-04,3.90625019e-06,7.88109004e-02,-1.50985410e-03,2.43024292e+01
19,0,1.52343753e-04,3.90625019e-06,8.17338601e-02,-1.41310424e-03,2.52037106e+01
20,0,1.60156254e-04,3.90625019e-06,8.44599158e-02,-1.31295004e-03,2.60445976e+01
21,0,1.67968756e-04,3.90625019e-06,8.69824961e-02,-1.20963273e-03,2.68226318e+01
22,0,1.75781257e-04,3.90625019e-06,8.92955288e-02,-1.10340142e-03,2.75354519e+01
23,0,1.83593758e-04,3.90625019e-06,9.13934410e-02,-9.94511880e-04,2.81821918e+01
24,0,1.91406260e-04,3.90625019e-06,9.32711735e-02,-8.83226749e-04,2.87611427e+01
25,0,1.99218761e-04,3.90625019e-06,9.49242190e-02,-7.69813603e-04,2.92716122e+01
26,0,2.07031262e-04,3.90625019e-06,9.63485762e-02,-6.54545904e-04,2.97105675e+01
27,0,2.14843763e-04,3.90625019e-06,9.75408256e-02,-5.37701359e-04,3.00784492e+01
28,0,2.22656265e-04,3.90625019e-06,9.84980911e-02,-4.19561431e-04,3.03733864e+01
29,0,2.30468766e-04,3.90625019e-06,9.92180631e-02,-3.00410728e-04,3.05954952e+01
30,0,2.38281267e-04,3.90625019e-06,9.96990129e-02,-1.80536314e-04,3.07440166e+01
31,0,2.46093754e-04,3.90625019e-06,9.99397784e-02,-6.02272557e-05,3.08178749e+01
32,0,2.53906270e-04,3.90625019e-06,9.99397784e-02,6.02274740e-05,3.08178711e+01
33,0,2.61718757e-04,3.90625019e-06,9.96990129e-02,1.80536503e-04,3.07440166e+01
34,0,2.69531272e-04,3.90625019e-06,9.92180631e-02,3.00410931e-04,3.05954762e+01
35,0,2.77343759e-04,3.90625019e-06,9.84980911e-02,4.19561315e-04,3.03733826e+01
36,0,2.85156275e-04,3.90625019e-06,9.75408256e-02,5.37701533e-04,3.00784531e+01
37,0,2.92968762e-04,3.90625019e-06,9.63485762e-02,6.54545845e-04,2.97105713e+01
38,0,3.00781277e-04,3.90625019e-06,9.49242190e-02,7.69813836e-04,2.92716122e+01
39,0,3.08593764e-04,3.90625019e-06,9.32711810e-02,8.83226690e-04,2.87611275e+01
40,0,3.16406251e-04,3.90625019e-06,9.13934410e-02,9.94511880e-04,2.81822033e+01
41,0,3.24218767e-04,3.90625019e-06,8.92955288e-02,1.10340153e-03,2.75354519e+01
42,0,3.32031253e-04,3.90625019e-06,8.69825035e-02,1.20963273e-03,2.68226242e+01
43,0,3.39843769e-04,3.90625019e-06,8.44599083e-02,1.31295004e-03,2.60445824e+01
44,0,3.47656256e-04,3.90625019e-06,8.17338601e-02,1.41310401e-03,2.52037182e+01
45,0,3.55468772e-04,3.90625019e-06,7.88108930e-02,1.50985422e-03,2.43024445e+01
46,0,3.63281259e-04,3.90625019e-06,7.56980777e-02,1.60296657e-03,2.33428020e+01
47,0,3.71093774e-04,3.90625019e-06,7.24028870e-02,1.69221766e-03,2.23264313e+01
48,0,3.78906261e-04,3.90625019e-06,6.89332858e-02,1.77739153e-03,2.12569160e+01
49,0,3.86718777e-04,3.90625019e-06,6.52976185e-02,1.85828353e-03,2.01356087e+01
50,0,3.94531264e-04,3.90625019e-06,6.15046397e-02,1.93469890e-03,1.89659882e+01
51,0,4.02343780e-04,3.90625019e-06,5.75634763e-02,2.00645369e-03,1.77505989e+01
52,0,4.10156266e-04,3.90625019e-06,5.34836575e-02,2.07337434e-03,1.64926186e+01
53,0,4.17968782e-04,3.90625019e-06,4.92749698e-02,2.13530054e-03,1.51947575e+01
54,0,4.25781269e-04,3.90625019e-06,4.49475944e-02,2.19208235e-03,1.38601952e+01
55,0,4.33593785e-04,3.90625019e-06,4.05119173e-02,2.24358309e-03,1.24925213e+01
56,0,4.41406271e-04,3.90625019e-06,3.59786637e-02,2.28967913e-03,1.10945244e+01
57,0,4.49218758e-04,3.90625019e-06,3.13587375e-02,2.33025872e-03,9.66981030e+00
58,0,4.57031274e-04,3.90625019e-06,2.66632400e-02,2.36522476e-03,8.22192383e+00
59,0,4.64843761e-04,3.90625019e-06,2.19035298e-02,2.39449297e-03,6.75421906e+00
60,0,4.72656277e-04,3.90625019e-06,1.70910340e-02,2.41799257e-03,5.27036142e+00
61,0,4.80468763e-04,3.90625019e-06,1.22373831e-02,2.43566674e-03,3.77355480e+00
62,0,4.88281250e-04,3.90625019e-06,7.35425297e-03,2.44747335e-03,2.26777792e+00
63,0,4.96093766e-04,3.90625019e-06,2.45338189e-03,2.45338376e-03,7.56531894e-01
64,0,5.03906282e-04,3.90625019e-06,-2.45339936e-03,2.45338376e-03,-7.56531894e-01
65,0,5.11718797e-04,3.90625019e-06,-7.35424645e-03,2.44747335e-03,-2.26777792e+00
66,0,5.19531255e-04,3.90625019e-06,-1.22373765e-02,2.43566674e-03,-3.77355480e+00
67,0,5.27343771e-04,3.90625019e-06,-1.70910507e-02,2.41799257e-03,-5.27036142e+00
68,0,5.35156287e-04,3.90625019e-06,-2.19035242e-02,2.39449297e-03,-6.75421906e+00
69,0,5.42968803e-04,3.90625019e-06,-2.66632568e-02,2.36522476e-03,-8.22192383e+00
70,0,5.50781260e-04,3.90625019e-06,-3.13587300e-02,2.33025872e-03,-9.66981030e+00
71,0,5.58593776e-04,3.90625019e-06,-3.59786600e-02,2.28967913e-03,-1.10945244e+01
72,0,5.66406292e-04,3.90625019e-06,-4.05119359e-02,2.24358309e-03,-1.24925213e+01
73,0,5.74218750e-04,3.90625019e-06,-4.49475683e-02,2.19208235e-03,-1.38601952e+01
74,0,5.82031265e-04,3.90625019e-06,-4.92749624e-02,2.13530054e-03,-1.51947432e+01
75,0,5.89843781e-04,3.90625019e-06,-5.34836538e-02,2.07337458e-03,-1.64926491e+01
76,0,5.97656297e-04,3.90625019e-06,-5.75634949e-02,2.00645323e-03,-1.77505913e+01
77,0,6.05468755e-04,3.90625019e-06,-6.15046173e-02,1.93469925e-03,-1.89657059e+01
78,0,6.13281270e-04,3.90625019e-06,-6.52976111e-02,1.85828377e-03,-2.01356544e+01
79,0,6.21093786e-04,3.90625019e-06,-6.89333007e-02,1.77739118e-03,-2.12569733e+01
80,0,6.28906302e-04,3.90625019e-06,-7.24029168e-02,1.69221696e-03,-2.23264008e+01
81,0,6.36718760e-04,3.90625019e-06,-7.56980702e-02,1.60296669e-03,-2.33427792e+01
82,0,6.44531276e-04,3.90625019e-06,-7.88109004e-02,1.50985387e-03,-2.43024673e+01
83,0,6.52343791e-04,3.90625019e-06,-8.17338675e-02,1.41310378e-03,-2.52037468e+01
84,0,6.60156307e-04,3.90625019e-06,-8.44599307e-02,1.31294923e-03,-2.60445671e+01
85,0,6.67968765e-04,3.90625019e-06,-8.69824961e-02,1.20963273e-03,-2.68225956e+01
86,0,6.75781281e-04,3.90625019e-06,-8.92955363e-02,1.10340118e-03,-2.75354805e+01
87,0,6.83593797e-04,3.90625019e-06,-9.13934484e-02,9.94511414e-04,-2.81821709e+01
88,0,6.91406254e-04,3.90625019e-06,-9.32711735e-02,8.83226865e-04,-2.87611237e+01
89,0,6.99218770e-04,3.90625019e-06,-9.49242264e-02,7.69813429e-04,-2.92716446e+01
90,0,7.07031286e-04,3.90625019e-06,-9.63485837e-02,6.54545496e-04,-2.97106037e+01
91,0,7.14843802e-04,3.90625019e-06,-9.75408405e-02,5.37700602e-04,-3.00784168e+01
92,0,7.22656259e-04,3.90625019e-06,-9.84980911e-02,4.19561518e-04,-3.03733521e+01
93,0,7.30468775e-04,3.90625019e-06,-9.92180631e-02,3.00410495e-04,-3.05955334e+01
94,0,7.38281291e-04,3.90625019e-06,-9.96990204e-02,1.80535804e-04,-3.07439957e+01
95,0,7.46093807e-04,3.90625019e-06,-9.99397784e-02,6.02273358e-05,-3.08178368e+01
96,0,7.53906264e-04,3.90625019e-06,-9.99397784e-02,-6.02273903e-05,-3.08179092e+01
97,0,7.61718780e-04,3.90625019e-06,-9.96990129e-02,-1.80537027e-04,-3.07439957e+01
98,0,7.69531296e-04,3.90625019e-06,-9.92180631e-02,-3.00410553e-04,-3.05954571e+01
99,0,7.77343812e-04,3.90625019e-06,-9.84980911e-02,-4.19561547e-04,-3.03734226e+01
100,0,7.85156270e-04,3.90625019e-06,-9.75408256e-02,-5.37701766e-04,-3.00784149e+01
101,0,7.92968785e-04,3.90625019e-06,-9.63485837e-02,-6.54545496e-04,-2.97105293e+01
102,0,8.00781301e-04,3.90625019e-06,-9.49242264e-02,-7.69813429e-04,-2.92716484e+01
103,0,8.08593817e-04,3.90625019e-06,-9.32711735e-02,-8.83226923e-04,-2.87611237e+01
104,0,8.16406275e-04,3.90625019e-06,-9.13934484e-02,-9.94511414e-04,-2.81821747e+01
105,0,8.24218791e-04,3.90625019e-06,-8.92955363e-02,-1.10340130e-03,-2.75354881e+01
106,0,8.32031306e-04,3.90625019e-06,-8.69824961e-02,-1.20963284e-03,-2.68225880e+01
107,0,8.39843764e-04,3.90625019e-06,-8.44599307e-02,-1.31294923e-03,-2.60445595e+01
108,0,8.47656280e-04,3.90625019e-06,-8.17338675e-02,-1.41310378e-03,-2.52037468e+01
109,0,8.55468796e-04,3.90625019e-06,-7.88109004e-02,-1.50985387e-03,-2.43024673e+01
110,0,8.63281311e-04,3.90625019e-06,-7.56980702e-02,-1.60296669e-03,-2.33427792e+01
111,0,8.71093769e-04,3.90625019e-06,-7.24029094e-02,-1.69221696e-03,-2.23264008e+01
112,0,8.78906285e-04,3.90625019e-06,-6.89333007e-02,-1.77739118e-03,-2.12569733e+01
113,0,8.86718801e-04,3.90625019e-06,-6.52976111e-02,-1.85828377e-03,-2.01356544e+01
114,0,8.94531317e-04,3.90625019e-06,-6.15046173e-02,-1.93469925e-03,-1.89657211e+01
115,0,9.02343774e-04,3.90625019e-06,-5.75634874e-02,-2.00645346e-03,-1.77505913e+01
116,0,9.10156290e-04,3.90625019e-06,-5.34836538e-02,-2.07337458e-03,-1.64926338e+01
117,0,9.17968806e-04,3.90625019e-06,-4.92749624e-02,-2.13530054e-03,-1.51947432e+01
118,0,9.25781322e-04,3.90625019e-06,-4.49475646e-02,-2.19208235e-03,-1.38601952e+01
119,0,9.33593779e-04,3.90625019e-06,-4.05119322e-02,-2.24358309e-03,-1.24925213e+01
120,0,9.41406295e-04,3.90625019e-06,-3.59786563e-02,-2.28967913e-03,-1.10945549e+01
121,0,9.49218811e-04,3.90625019e-06,-3.13587077e-02,-2.33025919e-03,-9.66981030e+00
122,0,9.57031269e-04,3.90625019e-06,-2.66632549e-02,-2.36522476e-03,-8.22189426e+00
123,0,9.64843784e-04,3.90625019e-06,-2.19035223e-02,-2.39449297e-03,-6.75421906e+00
124,0,9.72656300e-04,3.90625019e-06,-1.70910247e-02,-2.41799257e-03,-5.27036142e+00
125,0,9.80468816e-04,3.90625019e-06,-1.22373505e-02,-2.43566674e-03,-3.77356982e+00
126,0,9.88281332e-04,3.90625019e-06,-7.35419663e-03,-2.44747358e-03,-2.26777792e+00
127,0,9.96093848e-04,3.90625019e-06,-2.45332555e-03,-2.45338376e-03,-7.56516993e-01
0,1,3.90625019e-06,1.17187501e-05,2.44747335e-03,-7.35424133e-03,2.26779270e+00
1,1,1.17187501e-05,1.17187501e-05,7.33652432e-03,-7.33652385e-03,6.79787922e+00
2,1,1.95312514e-05,1.17187501e-05,1.22079002e-02,-7.30113266e-03,1.13115301e+01
3,1,2.73437508e-05,1.17187501e-05,1.70498658e-02,-7.24815251e-03,1.57980909e+01
4,1,3.51562521e-05,1.17187501e-05,2.18507573e-02,-7.17771007e-03,2.02463837e+01
5,1,4.29687534e-05,1.17187501e-05,2.65990123e-02,-7.08997669e-03,2.46459236e+01
6,1,5.07812510e-05,1.17187501e-05,3.12831812e-02,-6.98516285e-03,2.89862442e+01
7,1,5.85937523e-05,1.17187501e-05,3.58919874e-02,-6.86352141e-03,3.32566795e+01
8,1,6.64062536e-05,1.17187501e-05,4.04143333e-02,-6.72534388e-03,3.74470367e+01
9,1,7.42187549e-05,1.17187501e-05,4.48393114e-02,-6.57096598e-03,4.15469360e+01
10,1,8.20312562e-05,1.17187501e-05,4.91562672e-02,-6.40075747e-03,4.55471268e+01
11,1,8.98437575e-05,1.17187501e-05,5.33548035e-02,-6.21512812e-03,4.94374924e+01
12,1,9.76562515e-05,1.17187501e-05,5.74248061e-02,-6.01452729e-03,5.32084351e+01
13,1,1.05468753e-04,1.17187501e-05,6.13564588e-02,-5.79943648e-03,5.68515015e+01
14,1,1.13281254e-04,1.17187501e-05,6.51403069e-02,-5.57037396e-03,6.03578339e+01
15,1,1.21093755e-04,1.17187501e-05,6.87672198e-02,-5.32789249e-03,6.37184944e+01
16,1,1.28906249e-04,1.17187501e-05,7.22284615e-02,-5.07257553e-03,6.69252014e+01
17,1,1.36718751e-04,1.17187501e-05,7.55157098e-02,-4.80503822e-03,6.99711761e+01
18,1,1.44531252e-04,1.17187501e-05,7.86210373e-02,-4.52592503e-03,7.28484650e+01
19,1,1.52343753e-04,1.17187501e-05,8.15369561e-02,-4.23590839e-03,7.55502548e+01
20,1,1.60156254e-04,1.17187501e-05,8.42564404e-02,-3.93568724e-03,7.80699997e+01
21,1,1.67968756e-04,1.17187501e-05,8.67729411e-02,-3.62598407e-03,8.04017334e+01
22,1,1.75781257e-04,1.17187501e-05,8.90804082e-02,-3.30754626e-03,8.25397949e+01
23,1,1.83593758e-04,1.17187501e-05,9.11732689e-02,-2.98114005e-03,8.44787750e+01
24,1,1.91406260e-04,1.17187501e-05,9.30464789e-02,-2.64755264e-03,8.62144623e+01
25,1,1.99218761e-04,1.17187501e-05,9.46955308e-02,-2.30758637e-03,8.77428741e+01
26,1,2.07031262e-04,1.17187501e-05,9.61164609e-02,-1.96206081e-03,8.90591965e+01
27,1,2.14843763e-04,1.17187501e-05,9.73058343e-02,-1.61180878e-03,9.01614456e+01
28,1,2.22656265e-04,1.17187501e-05,9.82607976e-02,-1.25767349e-03,9.10463791e+01
29,1,2.30468766e-04,1.17187501e-05,9.89790335e-02,-9.00508487e-04,9.17119598e+01
30,1,2.38281267e-04,1.17187501e-05,9.94588211e-02,-5.41174028e-04,9.21563950e+01
31,1,2.46093754e-04,1.17187501e-05,9.96990129e-02,-1.80536677e-04,9.23788300e+01
32,1,2.53906270e-04,1.17187501e-05,9.96990129e-02,1.80537332e-04,9.23788300e+01
33,1,2.61718757e-04,1.17187501e-05,9.94588211e-02,5.41174610e-04,9.21563873e+01
34,1,2.69531272e-04,1.17187501e-05,9.89790335e-02,9.00509069e-04,9.17119064e+01
35,1,2.77343759e-04,1.17187501e-05,9.82607976e-02,1.25767326e-03,9.10463715e+01
36,1,2.85156275e-04,1.17187501e-05,9.73058343e-02,1.61180925e-03,9.01614456e+01
37,1,2.92968762e-04,1.17187501e-05,9.61164609e-02,1.96206057e-03,8.90591965e+01
38,1,3.00781277e-04,1.17187501e-05,9.46955308e-02,2.30758684e-03,8.77428589e+01
39,1,3.08593764e-04,1.17187501e-05,9.30464864e-02,2.64755217e-03,8.62144165e+01
40,1,3.16406251e-04,1.17187501e-05,9.11732689e-02,2.98113981e-03,8.44788208e+01
41,1,3.24218767e-04,1.17187501e-05,8.90804082e-02,3.30754649e-03,8.25398102e+01
42,1,3.32031253e-04,1.17187501e-05,8.67729485e-02,3.62598407e-03,8.04021912e+01
43,1,3.39843769e-04,1.17187501e-05,8.42564330e-02,3.93568724e-03,7.80699692e+01
44,1,3.47656256e-04,1.17187501e-05,8.15369561e-02,4.23590792e-03,7.55502853e+01
45,1,3.55468772e-04,1.17187501e-05,7.86210299e-02,4.52592550e-03,7.28484955e+01
46,1,3.63281259e-04,1.17187501e-05,7.55157098e-02,4.80503822e-03,6.99712067e+01
47,1,3.71093774e-04,1.17187501e-05,7.22284615e-02,5.07257646e-03,6.69252243e+01
48,1,3.78906261e-04,1.17187501e-05,6.87672123e-02,5.32789296e-03,6.37184372e+01
49,1,3.86718777e-04,1.17187501e-05,6.51403069e-02,5.57037396e-03,6.03577766e+01
50,1,3.94531264e-04,1.17187501e-05,6.13564663e-02,5.79943601e-03,5.68515015e+01
51,1,4.02343780e-04,1.17187501e-05,5.74247986e-02,6.01452729e-03,5.32084656e+01
52,1,4.10156266e-04,1.17187501e-05,5.33548072e-02,6.21512812e-03,4.94375191e+01
53,1,4.17968782e-04,1.17187501e-05,4.91562597e-02,6.40075793e-03,4.55471268e+01
54,1,4.25781269e-04,1.17187501e-05,4.48393114e-02,6.57096598e-03,4.15469666e+01
55,1,4.33593785e-04,1.17187501e-05,4.04143184e-02,6.72534481e-03,3.74470367e+01
56,1,4.41406271e-04,1.17187501e-05,3.58919874e-02,6.86352141e-03,3.32566185e+01
57,1,4.49218758e-04,1.17187501e-05,3.12831923e-02,6.98516285e-03,2.89862442e+01
58,1,4.57031274e-04,1.17187501e-05,2.65990067e-02,7.08997669e-03,2.46459236e+01
59,1,4.64843761e-04,1.17187501e-05,2.18507629e-02,7.17771007e-03,2.02463837e+01
60,1,4.72656277e-04,1.17187501e-05,1.70498583e-02,7.24815251e-03,1.57980909e+01
61,1,4.80468763e-04,1.17187501e-05,1.22079020e-02,7.30113266e-03,1.13115301e+01
62,1,4.88281250e-04,1.17187501e-05,7.33653596e-03,7.33652385e-03,6.79787922e+00
63,1,4.96093766e-04,1.17187501e-05,2.44747149e-03,7.35424133e-03,2.26779270e+00
64,1,5.03906282e-04,1.17187501e-05,-2.44748895e-03,7.35424133e-03,-2.26780772e+00
65,1,5.11718797e-04,1.17187501e-05,-7.33652944e-03,7.33652385e-03,-6.79787922e+00
66,1,5.19531255e-04,1.17187501e-05,-1.22078955e-02,7.30113266e-03,-1.13115301e+01
67,1,5.27343771e-04,1.17187501e-05,-1.70498751e-02,7.24815251e-03,-1.57980909e+01
68,1,5.35156287e-04,1.17187501e-05,-2.18507573e-02,7.17771007e-03,-2.02463837e+01
69,1,5.42968803e-04,1.17187501e-05,-2.65990235e-02,7.08997669e-03,-2.46459236e+01
70,1,5.50781260e-04,1.17187501e-05,-3.12831849e-02,6.98516285e-03,-2.89862442e+01
71,1,5.58593776e-04,1.17187501e-05,-3.58919837e-02,6.86352141e-03,-3.32566795e+01
72,1,5.66406292e-04,1.17187501e-05,-4.04143371e-02,6.72534388e-03,-3.74470062e+01
73,1,5.74218750e-04,1.17187501e-05,-4.48392853e-02,6.57096645e-03,-4.15469055e+01
74,1,5.82031265e-04,1.17187501e-05,-4.91562523e-02,6.40075793e-03,-4.55470963e+01
75,1,5.89843781e-04,1.17187501e-05,-5.33548035e-02,6.21512905e-03,-4.94375801e+01
76,1,5.97656297e-04,1.17187501e-05,-5.74248172e-02,6.01452636e-03,-5.32084656e+01
77,1,6.05468755e-04,1.17187501e-05,-6.13564476e-02,5.79943694e-03,-5.68514137e+01
78,1,6.13281270e-04,1.17187501e-05,-6.51402995e-02,5.57037443e-03,-6.03578949e+01
79,1,6.21093786e-04,1.17187501e-05,-6.87672272e-02,5.32789202e-03,-6.37186127e+01
80,1,6.28906302e-04,1.17187501e-05,-7.22284913e-02,5.07257413e-03,-6.69251404e+01
81,1,6.36718760e-04,1.17187501e-05,-7.55157024e-02,4.80503868e-03,-6.99711151e+01
82,1,6.44531276e-04,1.17187501e-05,-7.86210373e-02,4.52592457e-03,-7.28485870e+01
83,1,6.52343791e-04,1.17187501e-05,-8.15369636e-02,4.23590699e-03,-7.55503769e+01
84,1,6.60156307e-04,1.17187501e-05,-8.42564553e-02,3.93568492e-03,-7.80703888e+01
85,1,6.67968765e-04,1.17187501e-05,-8.67729411e-02,3.62598407e-03,-8.04016418e+01
86,1,6.75781281e-04,1.17187501e-05,-8.90804157e-02,3.30754532e-03,-8.25398941e+01
87,1,6.83593797e-04,1.17187501e-05,-9.11732763e-02,2.98113842e-03,-8.44786987e+01
88,1,6.91406254e-04,1.17187501e-05,-9.30464789e-02,2.64755287e-03,-8.62143860e+01
89,1,6.99218770e-04,1.17187501e-05,-9.46955383e-02,2.30758591e-03,-8.77429657e+01
90,1,7.07031286e-04,1.17187501e-05,-9.61164683e-02,1.96205964e-03,-8.90593185e+01
91,1,7.14843802e-04,1.17187501e-05,-9.73058492e-02,1.61180645e-03,-9.01613464e+01
92,1,7.22656259e-04,1.17187501e-05,-9.82607976e-02,1.25767384e-03,-9.10462799e+01
93,1,7.30468775e-04,1.17187501e-05,-9.89790335e-02,9.00507788e-04,-9.17120819e+01
94,1,7.38281291e-04,1.17187501e-05,-9.94588286e-02,5.41172456e-04,-9.21563339e+01
95,1,7.46093807e-04,1.17187501e-05,-9.96990129e-02,1.80536925e-04,-9.23787079e+01
96,1,7.53906264e-04,1.17187501e-05,-9.96990129e-02,-1.80537070e-04,-9.23789368e+01
97,1,7.61718780e-04,1.17187501e-05,-9.94588211e-02,-5.41176123e-04,-9.21563416e+01
98,1,7.69531296e-04,1.17187501e-05,-9.89790335e-02,-9.00508021e-04,-9.17118530e+01
99,1,7.77343812e-04,1.17187501e-05,-9.82607976e-02,-1.25767395e-03,-9.10464783e+01
100,1,7.85156270e-04,1.17187501e-05,-9.73058343e-02,-1.61180994e-03,-9.01613388e+01
101,1,7.92968785e-04,1.17187501e-05,-9.61164683e-02,-1.96205964e-03,-8.90590973e+01
102,1,8.00781301e-04,1.17187501e-05,-9.46955383e-02,-2.30758591e-03,-8.77429810e+01
103,1,8.08593817e-04,1.17187501e-05,-9.30464789e-02,-2.64755310e-03,-8.62144012e+01
104,1,8.16406275e-04,1.17187501e-05,-9.11732763e-02,-2.98113865e-03,-8.44786987e+01
105,1,8.24218791e-04,1.17187501e-05,-8.90804157e-02,-3.30754556e-03,-8.25399094e+01
106,1,8.32031306e-04,1.17187501e-05,-8.67729411e-02,-3.62598454e-03,-8.04016266e+01
107,1,8.39843764e-04,1.17187501e-05,-8.42564553e-02,-3.93568492e-03,-7.80703583e+01
108,1,8.47656280e-04,1.17187501e-05,-8.15369636e-02,-4.23590699e-03,-7.55503769e+01
109,1,8.55468796e-04,1.17187501e-05,-7.86210373e-02,-4.52592457e-03,-7.28485870e+01
110,1,8.63281311e-04,1.17187501e-05,-7.55157024e-02,-4.80503868e-03,-6.99711151e+01
111,1,8.71093769e-04,1.17187501e-05,-7.22284839e-02,-5.07257413e-03,-6.69251404e+01
112,1,8.78906285e-04,1.17187501e-05,-6.87672272e-02,-5.32789202e-03,-6.37186127e+01
113,1,8.86718801e-04,1.17187501e-05,-6.51402995e-02,-5.57037443e-03,-6.03578949e+01
114,1,8.94531317e-04,1.17187501e-05,-6.13564476e-02,-5.79943694e-03,-5.68514442e+01
115,1,9.02343774e-04,1.17187501e-05,-5.74248098e-02,-6.01452682e-03,-5.32084656e+01
116,1,9.10156290e-04,1.17187501e-05,-5.33548035e-02,-6.21512905e-03,-4.94375496e+01
117,1,9.17968806e-04,1.17187501e-05,-4.91562523e-02,-6.40075793e-03,-4.55470963e+01
118,1,9.25781322e-04,1.17187501e-05,-4.48392816e-02,-6.57096645e-03,-4.15469055e+01
119,1,9.33593779e-04,1.17187501e-05,-4.04143333e-02,-6.72534388e-03,-3.74470062e+01
120,1,9.41406295e-04,1.17187501e-05,-3.58919799e-02,-6.86352141e-03,-3.32567368e+01
121,1,9.49218811e-04,1.17187501e-05,-3.12831625e-02,-6.98516378e-03,-2.89862442e+01
122,1,9.57031269e-04,1.17187501e-05,-2.65990216e-02,-7.08997669e-03,-2.46458626e+01
123,1,9.64843784e-04,1.17187501e-05,-2.18507554e-02,-7.17771007e-03,-2.02463837e+01
124,1,9.72656300e-04,1.17187501e-05,-1.70498490e-02,-7.24815251e-03,-1.57980909e+01
125,1,9.80468816e-04,1.17187501e-05,-1.22078694e-02,-7.30113266e-03,-1.13115301e+01
126,1,9.88281332e-04,1.17187501e-05,-7.33647961e-03,-7.33652478e-03,-6.79784966e+00
127,1,9.96093848e-04,1.17187501e-05,-2.44741514e-03,-7.35424133e-03,-2.26771832e+00
0,2,3.90625019e-06,1.95312514e-05,2.43566697e-03,-1.22373812e-02,3.77355480e+00
1,2,1.17187501e-05,1.95312514e-05,7.30113313e-03,-1.22079002e-02,1.13116198e+01
2,2,1.95312514e-05,1.95312514e-05,1.21490099e-02,-1.21490089e-02,1.88223114e+01
3,2,2.73437508e-05,1.95312514e-05,1.69676188e-02,-1.20608509e-02,2.62876740e+01
4,2,3.51562521e-05,1.95312514e-05,2.17453502e-02,-1.19436355e-02,3.36899757e+01
5,2,4.29687534e-05,1.95312514e-05,2.64707003e-02,-1.17976479e-02,4.10108528e+01
6,2,5.07812510e-05,1.95312514e-05,3.11322715e-02,-1.16232382e-02,4.82329712e+01
7,2,5.85937523e-05,1.95312514e-05,3.57188471e-02,-1.14208283e-02,5.53388557e+01
8,2,6.64062536e-05,1.95312514e-05,4.02193777e-02,-1.11909034e-02,6.23113480e+01
9,2,7.42187549e-05,1.95312514e-05,4.46230099e-02,-1.09340195e-02,6.91338806e+01
10,2,8.20312562e-05,1.95312514e-05,4.89191413e-02,-1.06507940e-02,7.57898102e+01
11,2,8.98437575e-05,1.95312514e-05,5.30974232e-02,-1.03419088e-02,8.22631683e+01
12,2,9.76562515e-05,1.95312514e-05,5.71477935e-02,-1.00081116e-02,8.85382843e+01
13,2,1.05468753e-04,1.95312514e-05,6.10604770e-02,-9.65020247e-03,9.46006165e+01
14,2,1.13281254e-04,1.95312514e-05,6.48260713e-02,-9.26904473e-03,1.00434418e+02
15,2,1.21093755e-04,1.95312514e-05,6.84354901e-02,-8.86555761e-03,1.06026047e+02
16,2,1.28906249e-04,1.95312514e-05,7.18800351e-02,-8.44071340e-03,1.11362747e+02
17,2,1.36718751e-04,1.95312514e-05,7.51514286e-02,-7.99553376e-03,1.16430878e+02
18,2,1.44531252e-04,1.95312514e-05,7.82417729e-02,-7.53109250e-03,1.21219002e+02
19,2,1.52343753e-04,1.95312514e-05,8.11436251e-02,-7.04850769e-03,1.25715218e+02
20,2,1.60156254e-04,1.95312514e-05,8.38499963e-02,-6.54894253e-03,1.29907867e+02
