i,j,x,y,ux,uy,vorticity
53,20,4.17968782e-04,1.60156254e-04,2.63699349e-02,7.35096186e-02,5.23087585e+02
54,20,4.25781269e-04,1.60156254e-04,2.40541007e-02,7.54643753e-02,4.77148743e+02
55,20,4.33593785e-04,1.60156254e-04,2.16803085e-02,7.72373378e-02,4.30062042e+02
56,20,4.41406271e-04,1.60156254e-04,1.92543007e-02,7.88242370e-02,3.81938080e+02
57,20,4.49218758e-04,1.60156254e-04,1.67819057e-02,8.02212283e-02,3.32893890e+02
58,20,4.57031274e-04,1.60156254e-04,1.42690688e-02,8.14249665e-02,2.83048157e+02
59,20,4.64843761e-04,1.60156254e-04,1.17218671e-02,8.24325383e-02,2.32520981e+02
60,20,4.72656277e-04,1.60156254e-04,9.14641749e-03,8.32415372e-02,1.81433380e+02
61,20,4.80468763e-04,1.60156254e-04,6.54894346e-03,8.38499889e-02,1.29907898e+02
62,20,4.88281250e-04,1.60156254e-04,3.93569330e-03,8.42564404e-02,7.80705185e+01
63,20,4.96093766e-04,1.60156254e-04,1.31294900e-03,8.44599158e-02,2.60445900e+01
64,20,5.03906282e-04,1.60156254e-04,-1.31295831e-03,8.44599158e-02,-2.60446796e+01
65,20,5.11718797e-04,1.60156254e-04,-3.93569004e-03,8.42564404e-02,-7.80704880e+01
66,20,5.19531255e-04,1.60156254e-04,-6.54894020e-03,8.38499889e-02,-1.29907867e+02
67,20,5.27343771e-04,1.60156254e-04,-9.14642587e-03,8.32415372e-02,-1.81433441e+02
68,20,5.35156287e-04,1.60156254e-04,-1.17218643e-02,8.24325383e-02,-2.32520935e+02
69,20,5.42968803e-04,1.60156254e-04,-1.42690772e-02,8.14249665e-02,-2.83048218e+02
70,20,5.50781260e-04,1.60156254e-04,-1.67819001e-02,8.02212283e-02,-3.32893890e+02
71,20,5.58593776e-04,1.60156254e-04,-1.92542989e-02,7.88242370e-02,-3.81938080e+02
72,20,5.66406292e-04,1.60156254e-04,-2.16803197e-02,7.72373378e-02,-4.30061554e+02
73,20,5.74218750e-04,1.60156254e-04,-2.40540877e-02,7.54643828e-02,-4.77148621e+02
74,20,5.82031265e-04,1.60156254e-04,-2.63699312e-02,7.35096186e-02,-5.23087463e+02
75,20,5.89843781e-04,1.60156254e-04,-2.86222491e-02,7.13777617e-02,-5.67766235e+02
76,20,5.97656297e-04,1.60156254e-04,-3.08056120e-02,6.90739378e-02,-6.11075623e+02
77,20,6.05468755e-04,1.60156254e-04,-3.29147391e-02,6.66037351e-02,-6.52912231e+02
78,20,6.13281270e-04,1.60156254e-04,-3.49445902e-02,6.39730692e-02,-6.93179321e+02
79,20,6.21093786e-04,1.60156254e-04,-3.68902609e-02,6.11882694e-02,-7.31775024e+02
80,20,6.28906302e-04,1.60156254e-04,-3.87470610e-02,5.82560711e-02,-7.68604980e+02
81,20,6.36718760e-04,1.60156254e-04,-4.05104905e-02,5.51835522e-02,-8.03586182e+02
82,20,6.44531276e-04,1.60156254e-04,-4.21763510e-02,5.19780591e-02,-8.36632690e+02
83,20,6.52343791e-04,1.60156254e-04,-4.37406003e-02,4.86473516e-02,-8.67661865e+02
84,20,6.60156307e-04,1.60156254e-04,-4.51994762e-02,4.51994427e-02,-8.96598999e+02
85,20,6.67968765e-04,1.60156254e-04,-4.65494506e-02,4.16426808e-02,-9.23377686e+02
86,20,6.75781281e-04,1.60156254e-04,-4.77872938e-02,3.79855633e-02,-9.47934082e+02
87,20,6.83593797e-04,1.60156254e-04,-4.89100106e-02,3.42369378e-02,-9.70202637e+02
88,20,6.91406254e-04,1.60156254e-04,-4.99148928e-02,3.04058678e-02,-9.90135864e+02
89,20,6.99218770e-04,1.60156254e-04,-5.07995375e-02,2.65015103e-02,-1.00768652e+03
90,20,7.07031286e-04,1.60156254e-04,-5.15617952e-02,2.25333087e-02,-1.02280719e+03
91,20,7.14843802e-04,1.60156254e-04,-5.21998405e-02,1.85108203e-02,-1.03546143e+03
92,20,7.22656259e-04,1.60156254e-04,-5.27121238e-02,1.44437775e-02,-1.04562329e+03
93,20,7.30468775e-04,1.60156254e-04,-5.30974232e-02,1.03418976e-02,-1.05326904e+03
94,20,7.38281291e-04,1.60156254e-04,-5.33548072e-02,6.21510483e-03,-1.05837183e+03
95,20,7.46093807e-04,1.60156254e-04,-5.34836538e-02,2.07337947e-03,-1.06092773e+03
96,20,7.53906264e-04,1.60156254e-04,-5.34836538e-02,-2.07338133e-03,-1.06093030e+03
97,20,7.61718780e-04,1.60156254e-04,-5.33548035e-02,-6.21514721e-03,-1.05837183e+03
98,20,7.69531296e-04,1.60156254e-04,-5.30974232e-02,-1.03419004e-02,-1.05326636e+03
99,20,7.77343812e-04,1.60156254e-04,-5.27121238e-02,-1.44437784e-02,-1.04562573e+03
100,20,7.85156270e-04,1.60156254e-04,-5.21998331e-02,-1.85108613e-02,-1.03546106e+03
101,20,7.92968785e-04,1.60156254e-04,-5.15617952e-02,-2.25333087e-02,-1.02280457e+03
102,20,8.00781301e-04,1.60156254e-04,-5.07995375e-02,-2.65015103e-02,-1.00768677e+03
103,20,8.08593817e-04,1.60156254e-04,-4.99148928e-02,-3.04058716e-02,-9.90135864e+02
104,20,8.16406275e-04,1.60156254e-04,-4.89100106e-02,-3.42369378e-02,-9.70202637e+02
105,20,8.24218791e-04,1.60156254e-04,-4.77872938e-02,-3.79855670e-02,-9.47934326e+02
106,20,8.32031306e-04,1.60156254e-04,-4.65494506e-02,-4.16426845e-02,-9.23377441e+02
107,20,8.39843764e-04,1.60156254e-04,-4.51994762e-02,-4.51994427e-02,-8.96598755e+02
108,20,8.47656280e-04,1.60156254e-04,-4.37406003e-02,-4.86473516e-02,-8.67661865e+02
109,20,8.55468796e-04,1.60156254e-04,-4.21763510e-02,-5.19780591e-02,-8.36632690e+02
110,20,8.63281311e-04,1.60156254e-04,-4.05104905e-02,-5.51835522e-02,-8.03586182e+02
111,20,8.71093769e-04,1.60156254e-04,-3.87470573e-02,-5.82560711e-02,-7.68604980e+02
112,20,8.78906285e-04,1.60156254e-04,-3.68902609e-02,-6.11882694e-02,-7.31775024e+02
113,20,8.86718801e-04,1.60156254e-04,-3.49445902e-02,-6.39730692e-02,-6.93179321e+02
114,20,8.94531317e-04,1.60156254e-04,-3.29147391e-02,-6.66037351e-02,-6.52912720e+02
115,20,9.02343774e-04,1.60156254e-04,-3.08056083e-02,-6.90739453e-02,-6.11075623e+02
116,20,9.10156290e-04,1.60156254e-04,-2.86222491e-02,-7.13777617e-02,-5.67765808e+02
117,20,9.17968806e-04,1.60156254e-04,-2.63699312e-02,-7.35096186e-02,-5.23087463e+02
118,20,9.25781322e-04,1.60156254e-04,-2.40540858e-02,-7.54643828e-02,-4.77148499e+02
119,20,9.33593779e-04,1.60156254e-04,-2.16803178e-02,-7.72373378e-02,-4.30061554e+02
120,20,9.41406295e-04,1.60156254e-04,-1.92542952e-02,-7.88242370e-02,-3.81938538e+02
121,20,9.49218811e-04,1.60156254e-04,-1.67818889e-02,-8.02212358e-02,-3.32893768e+02
122,20,9.57031269e-04,1.60156254e-04,-1.42690763e-02,-8.14249665e-02,-2.83047729e+02
123,20,9.64843784e-04,1.60156254e-04,-1.17218634e-02,-8.24325383e-02,-2.32520935e+02
124,20,9.72656300e-04,1.60156254e-04,-9.14641190e-03,-8.32415372e-02,-1.81433258e+02
125,20,9.80468816e-04,1.60156254e-04,-6.54892623e-03,-8.38499889e-02,-1.29908203e+02
126,20,9.88281332e-04,1.60156254e-04,-3.93566303e-03,-8.42564479e-02,-7.80702362e+01
127,20,9.96093848e-04,1.60156254e-04,-1.31291873e-03,-8.44599158e-02,-2.60438080e+01
0,21,3.90625019e-06,1.67968756e-04,1.20963273e-03,-8.69824961e-02,2.68226318e+01
1,21,1.17187501e-05,1.67968756e-04,3.62598407e-03,-8.67729411e-02,8.04022064e+01
2,21,1.95312514e-05,1.67968756e-04,6.03360031e-03,-8.63543525e-02,1.33787628e+02
3,21,2.73437508e-05,1.67968756e-04,8.42668023e-03,-8.57277289e-02,1.86852203e+02
4,21,3.51562521e-05,1.67968756e-04,1.07994601e-02,-8.48945677e-02,2.39466125e+02
5,21,4.29687534e-05,1.67968756e-04,1.31462244e-02,-8.38568956e-02,2.91502228e+02
6,21,5.07812510e-05,1.67968756e-04,1.54613154e-02,-8.26172084e-02,3.42836121e+02
7,21,5.85937523e-05,1.67968756e-04,1.77391600e-02,-8.11784938e-02,3.93345703e+02
8,21,6.64062536e-05,1.67968756e-04,1.99742727e-02,-7.95441940e-02,4.42906494e+02
9,21,7.42187549e-05,1.67968756e-04,2.21612621e-02,-7.77182877e-02,4.91400085e+02
10,21,8.20312562e-05,1.67968756e-04,2.42948625e-02,-7.57051334e-02,5.38711060e+02
11,21,8.98437575e-05,1.67968756e-04,2.63699368e-02,-7.35096037e-02,5.84722839e+02
12,21,9.76562515e-05,1.67968756e-04,2.83814836e-02,-7.11369887e-02,6.29326294e+02
13,21,1.05468753e-04,1.67968756e-04,3.03246509e-02,-6.85929954e-02,6.72413940e+02
14,21,1.13281254e-04,1.67968756e-04,3.21947709e-02,-6.58837557e-02,7.13881714e+02
15,21,1.21093755e-04,1.67968756e-04,3.39873284e-02,-6.30157962e-02,7.53629517e+02
16,21,1.28906249e-04,1.67968756e-04,3.56980041e-02,-5.99960275e-02,7.91562012e+02
17,21,1.36718751e-04,1.67968756e-04,3.73226851e-02,-5.68317212e-02,8.27587341e+02
18,21,1.44531252e-04,1.67968756e-04,3.88574526e-02,-5.35305031e-02,8.61618958e+02
19,21,1.52343753e-04,1.67968756e-04,4.02986072e-02,-5.01003265e-02,8.93574890e+02
20,21,1.60156254e-04,1.67968756e-04,4.16426770e-02,-4.65494506e-02,9.23378662e+02
21,21,1.67968756e-04,1.67968756e-04,4.28864285e-02,-4.28864285e-02,9.50957275e+02
22,21,1.75781257e-04,1.67968756e-04,4.40268628e-02,-3.91200967e-02,9.76244873e+02
23,21,1.83593758e-04,1.67968756e-04,4.50612344e-02,-3.52595150e-02,9.99180542e+02
24,21,1.91406260e-04,1.67968756e-04,4.59870435e-02,-3.13140005e-02,1.01970898e+03
25,21,1.99218761e-04,1.67968756e-04,4.68020663e-02,-2.72930432e-02,1.03778174e+03
26,21,2.07031262e-04,1.67968756e-04,4.75043431e-02,-2.32063290e-02,1.05335425e+03
27,21,2.14843763e-04,1.67968756e-04,4.80921790e-02,-1.90637130e-02,1.06638867e+03
28,21,2.22656265e-04,1.67968756e-04,4.85641547e-02,-1.48751689e-02,1.07685437e+03
29,21,2.30468766e-04,1.67968756e-04,4.89191338e-02,-1.06507894e-02,1.08472559e+03
30,21,2.38281267e-04,1.67968756e-04,4.91562635e-02,-6.40075095e-03,1.08998279e+03
31,21,2.46093754e-04,1.67968756e-04,4.92749736e-02,-2.13530264e-03,1.09261597e+03
32,21,2.53906270e-04,1.67968756e-04,4.92749736e-02,2.13531032e-03,1.09261597e+03
33,21,2.61718757e-04,1.67968756e-04,4.91562635e-02,6.40075793e-03,1.08998279e+03
34,21,2.69531272e-04,1.67968756e-04,4.89191338e-02,1.06507968e-02,1.08472498e+03
35,21,2.77343759e-04,1.67968756e-04,4.85641547e-02,1.48751652e-02,1.07685425e+03
36,21,2.85156275e-04,1.67968756e-04,4.80921790e-02,1.90637186e-02,1.06638892e+03
37,21,2.92968762e-04,1.67968756e-04,4.75043431e-02,2.32063271e-02,1.05335425e+03
38,21,3.00781277e-04,1.67968756e-04,4.68020663e-02,2.72930488e-02,1.03778186e+03
39,21,3.08593764e-04,1.67968756e-04,4.59870473e-02,3.13140005e-02,1.01970862e+03
40,21,3.16406251e-04,1.67968756e-04,4.50612344e-02,3.52595113e-02,9.99180542e+02
41,21,3.24218767e-04,1.67968756e-04,4.40268628e-02,3.91200967e-02,9.76245117e+02
42,21,3.32031253e-04,1.67968756e-04,4.28864323e-02,4.28864285e-02,9.50957520e+02
43,21,3.39843769e-04,1.67968756e-04,4.16426733e-02,4.65494506e-02,9.23378174e+02
44,21,3.47656256e-04,1.67968756e-04,4.02986072e-02,5.01003191e-02,8.93575134e+02
45,21,3.55468772e-04,1.67968756e-04,3.88574488e-02,5.35305068e-02,8.61619446e+02
46,21,3.63281259e-04,1.67968756e-04,3.73226851e-02,5.68317212e-02,8.27587769e+02
47,21,3.71093774e-04,1.67968756e-04,3.56980041e-02,5.99960387e-02,7.91562500e+02
48,21,3.78906261e-04,1.67968756e-04,3.39873247e-02,6.30158037e-02,7.53628662e+02
49,21,3.86718777e-04,1.67968756e-04,3.21947709e-02,6.58837557e-02,7.13880737e+02
50,21,3.94531264e-04,1.67968756e-04,3.03246565e-02,6.85929880e-02,6.72414185e+02
51,21,4.02343780e-04,1.67968756e-04,2.83814799e-02,7.11369887e-02,6.29326660e+02
52,21,4.10156266e-04,1.67968756e-04,2.63699386e-02,7.35096037e-02,5.84723328e+02
53,21,4.17968782e-04,1.67968756e-04,2.42948588e-02,7.57051408e-02,5.38711060e+02
54,21,4.25781269e-04,1.67968756e-04,2.21612621e-02,7.77182877e-02,4.91400085e+02
55,21,4.33593785e-04,1.67968756e-04,1.99742652e-02,7.95442015e-02,4.42906372e+02
56,21,4.41406271e-04,1.67968756e-04,1.77391600e-02,8.11784938e-02,3.93345215e+02
57,21,4.49218758e-04,1.67968756e-04,1.54613210e-02,8.26172084e-02,3.42836243e+02
58,21,4.57031274e-04,1.67968756e-04,1.31462216e-02,8.38568956e-02,2.91502228e+02
59,21,4.64843761e-04,1.67968756e-04,1.07994629e-02,8.48945677e-02,2.39466125e+02
60,21,4.72656277e-04,1.67968756e-04,8.42667650e-03,8.57277289e-02,1.86852173e+02
61,21,4.80468763e-04,1.67968756e-04,6.03360124e-03,8.63543525e-02,1.33787659e+02
62,21,4.88281250e-04,1.67968756e-04,3.62598989e-03,8.67729411e-02,8.04022675e+01
63,21,4.96093766e-04,1.67968756e-04,1.20963180e-03,8.69824961e-02,2.68226166e+01
64,21,5.03906282e-04,1.67968756e-04,-1.20964041e-03,8.69824961e-02,-2.68227158e+01
65,21,5.11718797e-04,1.67968756e-04,-3.62598663e-03,8.67729411e-02,-8.04022369e+01
66,21,5.19531255e-04,1.67968756e-04,-6.03359798e-03,8.63543525e-02,-1.33787628e+02
67,21,5.27343771e-04,1.67968756e-04,-8.42668489e-03,8.57277289e-02,-1.86852234e+02
68,21,5.35156287e-04,1.67968756e-04,-1.07994601e-02,8.48945677e-02,-2.39466125e+02
69,21,5.42968803e-04,1.67968756e-04,-1.31462300e-02,8.38568956e-02,-2.91502228e+02
70,21,5.50781260e-04,1.67968756e-04,-1.54613173e-02,8.26172084e-02,-3.42836121e+02
71,21,5.58593776e-04,1.67968756e-04,-1.77391581e-02,8.11784938e-02,-3.93345703e+02
72,21,5.66406292e-04,1.67968756e-04,-1.99742746e-02,7.95441940e-02,-4.42906494e+02
73,21,5.74218750e-04,1.67968756e-04,-2.21612491e-02,7.77182877e-02,-4.91399475e+02
74,21,5.82031265e-04,1.67968756e-04,-2.42948551e-02,7.57051408e-02,-5.38710571e+02
75,21,5.89843781e-04,1.67968756e-04,-2.63699368e-02,7.35096112e-02,-5.84723816e+02
76,21,5.97656297e-04,1.67968756e-04,-2.83814892e-02,7.11369812e-02,-6.29326416e+02
77,21,6.05468755e-04,1.67968756e-04,-3.03246472e-02,6.85930029e-02,-6.72413086e+02
78,21,6.13281270e-04,1.67968756e-04,-3.21947671e-02,6.58837631e-02,-7.13882690e+02
79,21,6.21093786e-04,1.67968756e-04,-3.39873321e-02,6.30157888e-02,-7.53630981e+02
80,21,6.28906302e-04,1.67968756e-04,-3.56980190e-02,5.99960126e-02,-7.91561035e+02
81,21,6.36718760e-04,1.67968756e-04,-3.73226814e-02,5.68317287e-02,-8.27586609e+02
82,21,6.44531276e-04,1.67968756e-04,-3.88574526e-02,5.35304993e-02,-8.61620605e+02
83,21,6.52343791e-04,1.67968756e-04,-4.02986109e-02,5.01003079e-02,-8.93576538e+02
84,21,6.60156307e-04,1.67968756e-04,-4.16426845e-02,4.65494245e-02,-9.23377686e+02
85,21,6.67968765e-04,1.67968756e-04,-4.28864285e-02,4.28864285e-02,-9.50956299e+02
86,21,6.75781281e-04,1.67968756e-04,-4.40268666e-02,3.91200855e-02,-9.76246094e+02
87,21,6.83593797e-04,1.67968756e-04,-4.50612344e-02,3.52594964e-02,-9.99179565e+02
88,21,6.91406254e-04,1.67968756e-04,-4.59870435e-02,3.13140042e-02,-1.01970825e+03
89,21,6.99218770e-04,1.67968756e-04,-4.68020700e-02,2.72930358e-02,-1.03778345e+03
90,21,7.07031286e-04,1.67968756e-04,-4.75043468e-02,2.32063141e-02,-1.05335547e+03
91,21,7.14843802e-04,1.67968756e-04,-4.80921865e-02,1.90636851e-02,-1.06638770e+03
92,21,7.22656259e-04,1.67968756e-04,-4.85641547e-02,1.48751717e-02,-1.07685315e+03
93,21,7.30468775e-04,1.67968756e-04,-4.89191338e-02,1.06507810e-02,-1.08472705e+03
94,21,7.38281291e-04,1.67968756e-04,-4.91562672e-02,6.40073279e-03,-1.08998218e+03
95,21,7.46093807e-04,1.67968756e-04,-4.92749736e-02,2.13530543e-03,-1.09261450e+03
96,21,7.53906264e-04,1.67968756e-04,-4.92749736e-02,-2.13530730e-03,-1.09261719e+03
97,21,7.61718780e-04,1.67968756e-04,-4.91562635e-02,-6.40077610e-03,-1.08998218e+03
98,21,7.69531296e-04,1.67968756e-04,-4.89191338e-02,-1.06507838e-02,-1.08472437e+03
99,21,7.77343812e-04,1.67968756e-04,-4.85641547e-02,-1.48751736e-02,-1.07685571e+03
100,21,7.85156270e-04,1.67968756e-04,-4.80921790e-02,-1.90637279e-02,-1.06638745e+03
101,21,7.92968785e-04,1.67968756e-04,-4.75043468e-02,-2.32063141e-02,-1.05335278e+03
102,21,8.00781301e-04,1.67968756e-04,-4.68020700e-02,-2.72930358e-02,-1.03778369e+03
103,21,8.08593817e-04,1.67968756e-04,-4.59870435e-02,-3.13140079e-02,-1.01970850e+03
104,21,8.16406275e-04,1.67968756e-04,-4.50612344e-02,-3.52595001e-02,-9.99179565e+02
105,21,8.24218791e-04,1.67968756e-04,-4.40268666e-02,-3.91200893e-02,-9.76246094e+02
106,21,8.32031306e-04,1.67968756e-04,-4.28864285e-02,-4.28864323e-02,-9.50956055e+02
107,21,8.39843764e-04,1.67968756e-04,-4.16426845e-02,-4.65494245e-02,-9.23377441e+02
108,21,8.47656280e-04,1.67968756e-04,-4.02986109e-02,-5.01003079e-02,-8.93576538e+02
109,21,8.55468796e-04,1.67968756e-04,-3.88574526e-02,-5.35304993e-02,-8.61620605e+02
110,21,8.63281311e-04,1.67968756e-04,-3.73226814e-02,-5.68317287e-02,-8.27586609e+02
111,21,8.71093769e-04,1.67968756e-04,-3.56980152e-02,-5.99960126e-02,-7.91561035e+02
112,21,8.78906285e-04,1.67968756e-04,-3.39873321e-02,-6.30157888e-02,-7.53630981e+02
113,21,8.86718801e-04,1.67968756e-04,-3.21947671e-02,-6.58837631e-02,-7.13882690e+02
114,21,8.94531317e-04,1.67968756e-04,-3.03246472e-02,-6.85930029e-02,-6.72413574e+02
115,21,9.02343774e-04,1.67968756e-04,-2.83814855e-02,-7.11369887e-02,-6.29326294e+02
116,21,9.10156290e-04,1.67968756e-04,-2.63699368e-02,-7.35096112e-02,-5.84723328e+02
117,21,9.17968806e-04,1.67968756e-04,-2.42948551e-02,-7.57051408e-02,-5.38710571e+02
118,21,9.25781322e-04,1.67968756e-04,-2.21612472e-02,-7.77182877e-02,-4.91399475e+02
119,21,9.33593779e-04,1.67968756e-04,-1.99742727e-02,-7.95441940e-02,-4.42906494e+02
120,21,9.41406295e-04,1.67968756e-04,-1.77391563e-02,-8.11784938e-02,-3.93346069e+02
121,21,9.49218811e-04,1.67968756e-04,-1.54613061e-02,-8.26172158e-02,-3.42836060e+02
122,21,9.57031269e-04,1.67968756e-04,-1.31462291e-02,-8.38568956e-02,-2.91501770e+02
123,21,9.64843784e-04,1.67968756e-04,-1.07994592e-02,-8.48945677e-02,-2.39466125e+02
124,21,9.72656300e-04,1.67968756e-04,-8.42667278e-03,-8.57277289e-02,-1.86852081e+02
125,21,9.80468816e-04,1.67968756e-04,-6.03358494e-03,-8.63543525e-02,-1.33787964e+02
126,21,9.88281332e-04,1.67968756e-04,-3.62596218e-03,-8.67729485e-02,-8.04019318e+01
127,21,9.96093848e-04,1.67968756e-04,-1.20960397e-03,-8.69824961e-02,-2.68218269e+01
0,22,3.90625019e-06,1.75781257e-04,1.10340142e-03,-8.92955288e-02,2.75354443e+01
1,22,1.17187501e-05,1.75781257e-04,3.30754626e-03,-8.90804082e-02,8.25397949e+01
2,22,1.95312514e-05,1.75781257e-04,5.50372293e-03,-8.86506885e-02,1.37345551e+02
3,22,2.73437508e-05,1.75781257e-04,7.68664014e-03,-8.80073979e-02,1.91820862e+02
4,22,3.51562521e-05,1.75781257e-04,9.85103939e-03,-8.71520862e-02,2.45833862e+02
5,22,4.29687534e-05,1.75781257e-04,1.19917085e-02,-8.60868171e-02,2.99254150e+02
6,22,5.07812510e-05,1.75781257e-04,1.41034853e-02,-8.48141611e-02,3.51953003e+02
7,22,5.85937523e-05,1.75781257e-04,1.61812883e-02,-8.33371878e-02,4.03804932e+02
8,22,6.64062536e-05,1.75781257e-04,1.82201099e-02,-8.16594362e-02,4.54684113e+02
9,22,7.42187549e-05,1.75781257e-04,2.02150345e-02,-7.97849670e-02,5.04467346e+02
10,22,8.20312562e-05,1.75781257e-04,2.21612621e-02,-7.77182877e-02,5.53036194e+02
11,22,8.98437575e-05,1.75781257e-04,2.40540989e-02,-7.54643679e-02,6.00271912e+02
12,22,9.76562515e-05,1.75781257e-04,2.58889906e-02,-7.30286613e-02,6.46060791e+02
13,22,1.05468753e-04,1.75781257e-04,2.76615079e-02,-7.04170242e-02,6.90294922e+02
14,22,1.13281254e-04,1.75781257e-04,2.93673910e-02,-6.76357299e-02,7.32865173e+02
15,22,1.21093755e-04,1.75781257e-04,3.10025234e-02,-6.46915138e-02,7.73669678e+02
16,22,1.28906249e-04,1.75781257e-04,3.25629637e-02,-6.15914389e-02,8.12611084e+02
17,22,1.36718751e-04,1.75781257e-04,3.40449661e-02,-5.83429895e-02,8.49594299e+02
18,22,1.44531252e-04,1.75781257e-04,3.54449488e-02,-5.49539849e-02,8.84531006e+02
19,22,1.52343753e-04,1.75781257e-04,3.67595404e-02,-5.14325909e-02,9.17336914e+02
20,22,1.60156254e-04,1.75781257e-04,3.79855745e-02,-4.77872901e-02,9.47932678e+02
21,22,1.67968756e-04,1.75781257e-04,3.91200967e-02,-4.40268628e-02,9.76244629e+02
22,22,1.75781257e-04,1.75781257e-04,4.01603766e-02,-4.01603766e-02,1.00220483e+03
23,22,1.83593758e-04,1.75781257e-04,4.11039069e-02,-3.61971371e-02,1.02575061e+03
24,22,1.91406260e-04,1.75781257e-04,4.19484116e-02,-3.21467035e-02,1.04682495e+03
25,22,1.99218761e-04,1.75781257e-04,4.26918603e-02,-2.80188192e-02,1.06537854e+03
26,22,2.07031262e-04,1.75781257e-04,4.33324613e-02,-2.38234308e-02,1.08136487e+03
27,22,2.14843763e-04,1.75781257e-04,4.38686684e-02,-1.95706543e-02,1.09474573e+03
28,22,2.22656265e-04,1.75781257e-04,4.42991965e-02,-1.52707286e-02,1.10548950e+03
29,22,2.30468766e-04,1.75781257e-04,4.46230024e-02,-1.09340148e-02,1.11357031e+03
30,22,2.38281267e-04,1.75781257e-04,4.48393077e-02,-6.57095946e-03,1.11896753e+03
31,22,2.46093754e-04,1.75781257e-04,4.49475907e-02,-2.19208468e-03,1.12167041e+03
32,22,2.53906270e-04,1.75781257e-04,4.49475907e-02,2.19209259e-03,1.12167029e+03
33,22,2.61718757e-04,1.75781257e-04,4.48393077e-02,6.57096645e-03,1.11896753e+03
34,22,2.69531272e-04,1.75781257e-04,4.46230024e-02,1.09340223e-02,1.11356970e+03
35,22,2.77343759e-04,1.75781257e-04,4.42991965e-02,1.52707258e-02,1.10548950e+03
36,22,2.85156275e-04,1.75781257e-04,4.38686684e-02,1.95706617e-02,1.09474585e+03
37,22,2.92968762e-04,1.75781257e-04,4.33324613e-02,2.38234289e-02,1.08136475e+03
38,22,3.00781277e-04,1.75781257e-04,4.26918603e-02,2.80188248e-02,1.06537842e+03
39,22,3.08593764e-04,1.75781257e-04,4.19484116e-02,3.21466997e-02,1.04682471e+03
40,22,3.16406251e-04,1.75781257e-04,4.11039069e-02,3.61971334e-02,1.02575110e+03
41,22,3.24218767e-04,1.75781257e-04,4.01603766e-02,4.01603803e-02,1.00220508e+03
42,22,3.32031253e-04,1.75781257e-04,3.91200967e-02,4.40268628e-02,9.76244873e+02
43,22,3.39843769e-04,1.75781257e-04,3.79855707e-02,4.77872938e-02,9.47932190e+02
44,22,3.47656256e-04,1.75781257e-04,3.67595404e-02,5.14325835e-02,9.17336914e+02
45,22,3.55468772e-04,1.75781257e-04,3.54449451e-02,5.49539886e-02,8.84531494e+02
46,22,3.63281259e-04,1.75781257e-04,3.40449661e-02,5.83429895e-02,8.49595032e+02
47,22,3.71093774e-04,1.75781257e-04,3.25629637e-02,6.15914539e-02,8.12611084e+02
48,22,3.78906261e-04,1.75781257e-04,3.10025215e-02,6.46915138e-02,7.73668579e+02
49,22,3.86718777e-04,1.75781257e-04,2.93673910e-02,6.76357299e-02,7.32864685e+02
50,22,3.94531264e-04,1.75781257e-04,2.76615117e-02,7.04170167e-02,6.90294922e+02
51,22,4.02343780e-04,1.75781257e-04,2.58889869e-02,7.30286613e-02,6.46061157e+02
52,22,4.10156266e-04,1.75781257e-04,2.40541007e-02,7.54643679e-02,6.00272400e+02
53,22,4.17968782e-04,1.75781257e-04,2.21612584e-02,7.77182952e-02,5.53036194e+02
54,22,4.25781269e-04,1.75781257e-04,2.02150345e-02,7.97849670e-02,5.04466858e+02
55,22,4.33593785e-04,1.75781257e-04,1.82201024e-02,8.16594362e-02,4.54684113e+02
56,22,4.41406271e-04,1.75781257e-04,1.61812883e-02,8.33371878e-02,4.03804932e+02
57,22,4.49218758e-04,1.75781257e-04,1.41034909e-02,8.48141611e-02,3.51953064e+02
58,22,4.57031274e-04,1.75781257e-04,1.19917057e-02,8.60868171e-02,2.99254089e+02
59,22,4.64843761e-04,1.75781257e-04,9.85104218e-03,8.71520862e-02,2.45833923e+02
60,22,4.72656277e-04,1.75781257e-04,7.68663688e-03,8.80073979e-02,1.91820801e+02
61,22,4.80468763e-04,1.75781257e-04,5.50372340e-03,8.86506885e-02,1.37345581e+02
62,22,4.88281250e-04,1.75781257e-04,3.30755138e-03,8.90804082e-02,8.25398712e+01
63,22,4.96093766e-04,1.75781257e-04,1.10340060e-03,8.92955288e-02,2.75354366e+01
64,22,5.03906282e-04,1.75781257e-04,-1.10340840e-03,8.92955288e-02,-2.75355339e+01
65,22,5.11718797e-04,1.75781257e-04,-3.30754858e-03,8.90804082e-02,-8.25398254e+01
66,22,5.19531255e-04,1.75781257e-04,-5.50372060e-03,8.86506885e-02,-1.37345520e+02
67,22,5.27343771e-04,1.75781257e-04,-7.68664433e-03,8.80073979e-02,-1.91820892e+02
68,22,5.35156287e-04,1.75781257e-04,-9.85103939e-03,8.71520862e-02,-2.45833862e+02
69,22,5.42968803e-04,1.75781257e-04,-1.19917141e-02,8.60868171e-02,-2.99254211e+02
70,22,5.50781260e-04,1.75781257e-04,-1.41034871e-02,8.48141611e-02,-3.51953003e+02
71,22,5.58593776e-04,1.75781257e-04,-1.61812864e-02,8.33371878e-02,-4.03804871e+02
72,22,5.66406292e-04,1.75781257e-04,-1.82201117e-02,8.16594362e-02,-4.54683777e+02
73,22,5.74218750e-04,1.75781257e-04,-2.02150233e-02,7.97849745e-02,-5.04466736e+02
