k,z_um,fill,temperature,liquid_frac,curvature,ux,uy,uz,vmag
44,165.00,1.00000000e+00,3.00327667e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.00472980e-14,2.00472980e-14
45,168.75,1.00000000e+00,3.00394928e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.60378370e-14,1.60378370e-14
46,172.50,1.00000000e+00,3.00476074e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.73743246e-14,1.73743246e-14
47,176.25,1.00000000e+00,3.00574066e+02,0.00000000e+00,0.00000000e+00,-2.67297298e-15,0.00000000e+00,1.33648649e-15,2.98847475e-15
48,180.00,1.00000000e+00,3.00692291e+02,0.00000000e+00,0.00000000e+00,-6.68243244e-16,0.00000000e+00,4.00945925e-15,4.06476458e-15
49,183.75,1.00000000e+00,3.00834839e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
50,187.50,1.00000000e+00,3.01006775e+02,0.00000000e+00,0.00000000e+00,1.33648649e-15,0.00000000e+00,-1.33648649e-15,1.89007737e-15
51,191.25,1.00000000e+00,3.01214111e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
52,195.00,1.00000000e+00,3.01464172e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53,198.75,1.00000000e+00,3.01765930e+02,0.00000000e+00,0.00000000e+00,-1.33648649e-15,1.33648649e-15,2.67297298e-15,3.27370992e-15
54,202.50,1.00000000e+00,3.02129944e+02,0.00000000e+00,0.00000000e+00,6.68243244e-16,-6.68243244e-16,3.34121633e-15,3.47229383e-15
55,206.25,1.00000000e+00,3.02568939e+02,0.00000000e+00,0.00000000e+00,1.33648649e-15,-4.00945925e-15,-3.07391882e-14,3.10283686e-14
56,210.00,1.00000000e+00,3.03098419e+02,0.00000000e+00,0.00000000e+00,2.40567572e-14,-6.01418931e-15,-1.43672292e-13,1.45796529e-13
57,213.75,1.00000000e+00,3.03737183e+02,0.00000000e+00,0.00000000e+00,3.60851350e-14,1.33648649e-15,-3.42808789e-13,3.44705357e-13
58,217.50,1.00000000e+00,3.04507721e+02,0.00000000e+00,0.00000000e+00,8.01891851e-15,2.00472963e-15,-5.49295960e-13,5.49358139e-13
59,221.25,1.00000000e+00,3.05436981e+02,0.00000000e+00,0.00000000e+00,-1.36321618e-13,7.35067558e-15,-6.64902053e-13,6.78772685e-13
60,225.00,1.00000000e+00,3.06558105e+02,0.00000000e+00,0.00000000e+00,-5.02518925e-13,4.67770261e-15,-4.26339194e-13,6.59023725e-13
61,228.75,1.00000000e+00,3.07910431e+02,0.00000000e+00,0.00000000e+00,-1.18345882e-12,9.35540521e-15,5.55978386e-13,1.30758338e-12
62,232.50,1.00000000e+00,3.09541565e+02,0.00000000e+00,0.00000000e+00,-2.15708918e-12,4.00945925e-15,2.33283727e-12,3.17729111e-12
63,236.25,1.00000000e+00,3.11508850e+02,0.00000000e+00,0.00000000e+00,-3.12604196e-12,-5.34594596e-15,4.37766143e-12,5.37922745e-12
64,240.00,9.99999881e-01,3.13882568e+02,0.00000000e+00,0.00000000e+00,-3.78559814e-12,-4.00945925e-15,5.47825804e-12,6.65898500e-12
65,243.75,9.99999702e-01,3.16744354e+02,0.00000000e+00,0.00000000e+00,-3.94998574e-12,-3.54168904e-14,4.37031097e-12,5.89094745e-12
66,247.50,9.99999166e-01,3.20198273e+02,0.00000000e+00,0.00000000e+00,-3.93795760e-12,-1.10928377e-13,7.89195261e-13,4.01779087e-12
67,251.25,9.99997735e-01,3.24362946e+02,0.00000000e+00,0.00000000e+00,-4.23799884e-12,-1.97131753e-13,-3.87581070e-12,5.74642504e-12
68,255.00,9.99993861e-01,3.29384583e+02,0.00000000e+00,0.00000000e+00,-5.07463906e-12,-2.86008115e-13,-6.45122020e-12,8.21291646e-12
69,258.75,9.99983311e-01,3.35453278e+02,0.00000000e+00,0.00000000e+00,-6.72854134e-12,-3.39467576e-13,-3.78893921e-12,7.72946117e-12
70,262.50,9.99954581e-01,3.42744415e+02,0.00000000e+00,0.00000000e+00,-9.65210550e-12,-2.77320945e-13,3.87714730e-12,1.04053988e-11
71,266.25,9.99876618e-01,3.51597656e+02,0.00000000e+00,0.00000000e+00,-1.44193529e-11,-1.17610809e-13,1.18679996e-11,1.86756791e-11
72,270.00,9.99664664e-01,3.62283936e+02,0.00000000e+00,0.00000000e+00,-2.29341077e-11,-9.82317594e-14,2.08999762e-11,3.10288913e-11
73,273.75,9.99088943e-01,3.74742218e+02,0.00000000e+00,0.00000000e+00,-3.03335655e-11,-4.13642563e-13,2.05885742e-11,3.66631378e-11
74,277.50,9.97527361e-01,3.88043274e+02,0.00000000e+00,0.00000000e+00,-3.53220023e-11,-3.11401350e-13,2.63601918e-11,4.40749416e-11
75,281.25,9.93307114e-01,4.18462830e+02,0.00000000e+00,0.00000000e+00,-5.25506479e-11,1.42068518e-12,2.13122818e-11,5.67256728e-11
76,285.00,9.82151270e-01,5.67022461e+02,0.00000000e+00,-2.63285645e+02,-4.02108694e-11,5.36599324e-12,-5.09294343e-11,6.51115620e-11
77,288.75,9.54922915e-01,1.07581555e+03,0.00000000e+00,7.47391455e+03,1.14515050e-10,1.11998154e-11,-1.99924993e-10,2.30671052e-10
78,292.50,8.81763041e-01,2.11959814e+03,1.00000000e+00,1.06833179e+03,7.02521473e-04,2.39097644e-05,-6.05186156e-04,9.27555084e-04
79,296.25,7.28193283e-01,2.98966357e+03,1.00000000e+00,-2.23278442e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
