ix,iy,x,y,T,ux,uy,rho
17,16,0.171717,0.161616,25924.8,0,0,nan
18,16,0.181818,0.161616,26837.5,0,0,nan
19,16,0.191919,0.161616,27690,0,0,nan
20,16,0.20202,0.161616,28485.9,0,0,nan
21,16,0.212121,0.161616,29229.2,0,0,nan
22,16,0.222222,0.161616,29923,0,0,nan
23,16,0.232323,0.161616,30570.9,0,0,nan
24,16,0.242424,0.161616,31175.6,0,0,nan
25,16,0.252525,0.161616,31740.2,0,0,nan
26,16,0.262626,0.161616,32266.8,0,0,nan
27,16,0.272727,0.161616,32758.2,0,0,nan
28,16,0.282828,0.161616,33216.2,0,0,nan
29,16,0.292929,0.161616,33642.9,0,0,nan
30,16,0.30303,0.161616,34039.9,0,0,nan
31,16,0.313131,0.161616,34409.1,0,0,nan
32,16,0.323232,0.161616,34751.8,0,0,nan
33,16,0.333333,0.161616,35069.3,0,0,nan
34,16,0.343434,0.161616,35362.8,0,0,nan
35,16,0.353535,0.161616,35633.5,0,0,nan
36,16,0.363636,0.161616,35882.3,0,0,nan
37,16,0.373737,0.161616,36110.1,0,0,nan
38,16,0.383838,0.161616,36317.7,0,0,nan
39,16,0.393939,0.161616,36505.8,0,0,nan
40,16,0.40404,0.161616,36674.9,0,0,nan
41,16,0.414141,0.161616,36825.8,0,0,nan
42,16,0.424242,0.161616,36958.9,0,0,nan
43,16,0.434343,0.161616,37074.5,0,0,nan
44,16,0.444444,0.161616,37173.1,0,0,nan
45,16,0.454545,0.161616,37254.9,0,0,nan
46,16,0.464646,0.161616,37320.3,0,0,nan
47,16,0.474747,0.161616,37369.3,0,0,nan
48,16,0.484848,0.161616,37402.2,0,0,nan
49,16,0.494949,0.161616,37419,0,0,nan
50,16,0.50505,0.161616,37419.8,0,0,nan
51,16,0.515152,0.161616,37404.6,0,0,nan
52,16,0.525253,0.161616,37373.3,0,0,nan
53,16,0.535354,0.161616,37325.8,0,0,nan
54,16,0.545455,0.161616,37262,0,0,nan
55,16,0.555556,0.161616,37181.7,0,0,nan
56,16,0.565657,0.161616,37084.7,0,0,nan
57,16,0.575758,0.161616,36970.5,0,0,nan
58,16,0.585859,0.161616,36838.9,0,0,nan
59,16,0.59596,0.161616,36689.3,0,0,nan
60,16,0.606061,0.161616,36521.5,0,0,nan
61,16,0.616162,0.161616,36334.6,0,0,nan
62,16,0.626263,0.161616,36128.2,0,0,nan
63,16,0.636364,0.161616,35901.5,0,0,nan
64,16,0.646465,0.161616,35653.8,0,0,nan
65,16,0.656566,0.161616,35384,0,0,nan
66,16,0.666667,0.161616,35091.3,0,0,nan
67,16,0.676768,0.161616,34774.6,0,0,nan
68,16,0.686869,0.161616,34432.6,0,0,nan
69,16,0.69697,0.161616,34064,0,0,nan
70,16,0.707071,0.161616,33667.4,0,0,nan
71,16,0.717172,0.161616,33241.1,0,0,nan
72,16,0.727273,0.161616,32783.4,0,0,nan
73,16,0.737374,0.161616,32292.3,0,0,nan
74,16,0.747475,0.161616,31765.7,0,0,nan
75,16,0.757576,0.161616,31201.1,0,0,nan
76,16,0.767677,0.161616,30596.2,0,0,nan
77,16,0.777778,0.161616,29948.1,0,0,nan
78,16,0.787879,0.161616,29253.9,0,0,nan
79,16,0.79798,0.161616,28510.1,0,0,nan
80,16,0.808081,0.161616,27713.7,0,0,nan
81,16,0.818182,0.161616,26860.5,0,0,nan
82,16,0.828283,0.161616,25947.1,0,0,nan
83,16,0.838384,0.161616,24969.2,0,0,nan
84,16,0.848485,0.161616,23922.8,0,0,nan
85,16,0.858586,0.161616,22804,0,0,nan
86,16,0.868687,0.161616,21608.3,0,0,nan
87,16,0.878788,0.161616,20333.2,0,0,nan
88,16,0.888889,0.161616,18973.8,0,0,nan
89,16,0.89899,0.161616,17530.7,0,0,nan
90,16,0.909091,0.161616,15998.7,0,0,nan
91,16,0.919192,0.161616,14383.6,0,0,nan
92,16,0.929293,0.161616,12680.5,0,0,nan
93,16,0.939394,0.161616,10902.3,0,0,nan
94,16,0.949495,0.161616,9044.93,0,0,nan
95,16,0.959596,0.161616,7129.5,0,0,nan
96,16,0.969697,0.161616,5153.67,0,0,nan
97,16,0.979798,0.161616,3145.08,0,0,nan
98,16,0.989899,0.161616,1104.38,0,0,nan
99,16,1,0.161616,0,0,0,nan
0,17,0,0.171717,1,0,0,nan
1,17,0.010101,0.171717,1041.45,0,0,nan
2,17,0.020202,0.171717,2954.16,0,0,nan
3,17,0.030303,0.171717,4851.09,0,0,nan
4,17,0.040404,0.171717,6709.16,0,0,nan
5,17,0.050505,0.171717,8527.45,0,0,nan
6,17,0.0606061,0.171717,10286.1,0,0,nan
7,17,0.0707071,0.171717,11986.4,0,0,nan
8,17,0.0808081,0.171717,13614.1,0,0,nan
9,17,0.0909091,0.171717,15171.8,0,0,nan
10,17,0.10101,0.171717,16651.3,0,0,nan
11,17,0.111111,0.171717,18056.1,0,0,nan
12,17,0.121212,0.171717,19382.9,0,0,nan
13,17,0.131313,0.171717,20635.6,0,0,nan
14,17,0.141414,0.171717,21814.4,0,0,nan
15,17,0.151515,0.171717,22923.2,0,0,nan
16,17,0.161616,0.171717,23964.2,0,0,nan
17,17,0.171717,0.171717,24941,0,0,nan
18,17,0.181818,0.171717,25857,0,0,nan
19,17,0.191919,0.171717,26715.3,0,0,nan
20,17,0.20202,0.171717,27519.4,0,0,nan
21,17,0.212121,0.171717,28272.4,0,0,nan
22,17,0.222222,0.171717,28977.5,0,0,nan
23,17,0.232323,0.171717,29637.3,0,0,nan
24,17,0.242424,0.171717,30254.9,0,0,nan
25,17,0.252525,0.171717,30832.4,0,0,nan
26,17,0.262626,0.171717,31372.4,0,0,nan
27,17,0.272727,0.171717,31877,0,0,nan
28,17,0.282828,0.171717,32348.2,0,0,nan
29,17,0.292929,0.171717,32787.9,0,0,nan
30,17,0.30303,0.171717,33197.6,0,0,nan
31,17,0.313131,0.171717,33579,0,0,nan
32,17,0.323232,0.171717,33933.5,0,0,nan
33,17,0.333333,0.171717,34262.3,0,0,nan
34,17,0.343434,0.171717,34566.6,0,0,nan
35,17,0.353535,0.171717,34847.5,0,0,nan
36,17,0.363636,0.171717,35105.8,0,0,nan
37,17,0.373737,0.171717,35342.6,0,0,nan
38,17,0.383838,0.171717,35558.4,0,0,nan
39,17,0.393939,0.171717,35754.1,0,0,nan
40,17,0.40404,0.171717,35930.3,0,0,nan
41,17,0.414141,0.171717,36087.4,0,0,nan
42,17,0.424242,0.171717,36226.1,0,0,nan
43,17,0.434343,0.171717,36346.7,0,0,nan
44,17,0.444444,0.171717,36449.5,0,0,nan
45,17,0.454545,0.171717,36534.9,0,0,nan
46,17,0.464646,0.171717,36603,0,0,nan
47,17,0.474747,0.171717,36654.2,0,0,nan
48,17,0.484848,0.171717,36688.6,0,0,nan
49,17,0.494949,0.171717,36706.2,0,0,nan
50,17,0.50505,0.171717,36707,0,0,nan
51,17,0.515152,0.171717,36691.2,0,0,nan
52,17,0.525253,0.171717,36658.6,0,0,nan
53,17,0.535354,0.171717,36609.1,0,0,nan
54,17,0.545455,0.171717,36542.6,0,0,nan
55,17,0.555556,0.171717,36458.9,0,0,nan
56,17,0.565657,0.171717,36357.7,0,0,nan
57,17,0.575758,0.171717,36238.7,0,0,nan
58,17,0.585859,0.171717,36101.6,0,0,nan
59,17,0.59596,0.171717,35945.9,0,0,nan
60,17,0.606061,0.171717,35771.2,0,0,nan
61,17,0.616162,0.171717,35576.8,0,0,nan
62,17,0.626263,0.171717,35362.2,0,0,nan
63,17,0.636364,0.171717,35126.7,0,0,nan
64,17,0.646465,0.171717,34869.4,0,0,nan
65,17,0.656566,0.171717,34589.6,0,0,nan
66,17,0.666667,0.171717,34286.3,0,0,nan
67,17,0.676768,0.171717,33958.3,0,0,nan
68,17,0.686869,0.171717,33604.6,0,0,nan
69,17,0.69697,0.171717,33223.8,0,0,nan
70,17,0.707071,0.171717,32814.5,0,0,nan
71,17,0.717172,0.171717,32375.3,0,0,nan
72,17,0.727273,0.171717,31904.4,0,0,nan
73,17,0.737374,0.171717,31400,0,0,nan
74,17,0.747475,0.171717,30860.1,0,0,nan
75,17,0.757576,0.171717,30282.5,0,0,nan
76,17,0.767677,0.171717,29664.8,0,0,nan
77,17,0.777778,0.171717,29004.7,0,0,nan
78,17,0.787879,0.171717,28299.3,0,0,nan
79,17,0.79798,0.171717,27545.8,0,0,nan
80,17,0.808081,0.171717,26741,0,0,nan
81,17,0.818182,0.171717,25882,0,0,nan
82,17,0.828283,0.171717,24965.2,0,0,nan
83,17,0.838384,0.171717,23987.4,0,0,nan
84,17,0.848485,0.171717,22945.4,0,0,nan
85,17,0.858586,0.171717,21835.5,0,0,nan
86,17,0.868687,0.171717,20655.5,0,0,nan
87,17,0.878788,0.171717,19401.5,0,0,nan
88,17,0.888889,0.171717,18073.3,0,0,nan
89,17,0.89899,0.171717,16667,0,0,nan
90,17,0.909091,0.171717,15186,0,0,nan
91,17,0.919192,0.171717,13626.6,0,0,nan
92,17,0.929293,0.171717,11997.3,0,0,nan
93,17,0.939394,0.171717,10295.2,0,0,nan
94,17,0.949495,0.171717,8534.81,0,0,nan
95,17,0.959596,0.171717,6714.72,0,0,nan
96,17,0.969697,0.171717,4854.81,0,0,nan
97,17,0.979798,0.171717,2956.04,0,0,nan
98,17,0.989899,0.171717,1041.46,0,0,nan
99,17,1,0.171717,0,0,0,nan
0,18,0,0.181818,1,0,0,nan
1,18,0.010101,0.181818,981.166,0,0,nan
2,18,0.020202,0.181818,2791.58,0,0,nan
3,18,0.030303,0.181818,4580.6,0,0,nan
4,18,0.040404,0.181818,6345.02,0,0,nan
5,18,0.050505,0.181818,8067.37,0,0,nan
6,18,0.0606061,0.181818,9746.48,0,0,nan
7,18,0.0707071,0.181818,11368.2,0,0,nan
8,18,0.0808081,0.181818,12933.2,0,0,nan
9,18,0.0909091,0.181818,14431.8,0,0,nan
10,18,0.10101,0.181818,15865.7,0,0,nan
11,18,0.111111,0.181818,17229.7,0,0,nan
12,18,0.121212,0.181818,18526.4,0,0,nan
13,18,0.131313,0.181818,19754,0,0,nan
14,18,0.141414,0.181818,20915.4,0,0,nan
15,18,0.151515,0.181818,22011.5,0,0,nan
16,18,0.161616,0.181818,23045,0,0,nan
17,18,0.171717,0.181818,24018.2,0,0,nan
18,18,0.181818,0.181818,24933.9,0,0,nan
19,18,0.191919,0.181818,25794.9,0,0,nan
20,18,0.20202,0.181818,26603.9,0,0,nan
21,18,0.212121,0.181818,27363.7,0,0,nan
22,18,0.222222,0.181818,28077,0,0,nan
23,18,0.232323,0.181818,28746.2,0,0,nan
24,18,0.242424,0.181818,29373.8,0,0,nan
25,18,0.252525,0.181818,29962.2,0,0,nan
26,18,0.262626,0.181818,30513.3,0,0,nan
27,18,0.272727,0.181818,31029.2,0,0,nan
28,18,0.282828,0.181818,31511.8,0,0,nan
29,18,0.292929,0.181818,31962.7,0,0,nan
30,18,0.30303,0.181818,32383.6,0,0,nan
31,18,0.313131,0.181818,32775.9,0,0,nan
32,18,0.323232,0.181818,33140.9,0,0,nan
33,18,0.333333,0.181818,33479.8,0,0,nan
34,18,0.343434,0.181818,33793.8,0,0,nan
35,18,0.353535,0.181818,34083.9,0,0,nan
36,18,0.363636,0.181818,34351,0,0,nan
37,18,0.373737,0.181818,34595.9,0,0,nan
38,18,0.383838,0.181818,34819.3,0,0,nan
39,18,0.393939,0.181818,35022,0,0,nan
40,18,0.40404,0.181818,35204.6,0,0,nan
41,18,0.414141,0.181818,35367.6,0,0,nan
42,18,0.424242,0.181818,35511.4,0,0,nan
43,18,0.434343,0.181818,35636.5,0,0,nan
44,18,0.444444,0.181818,35743.3,0,0,nan
45,18,0.454545,0.181818,35832,0,0,nan
46,18,0.464646,0.181818,35902.8,0,0,nan
47,18,0.474747,0.181818,35956,0,0,nan
48,18,0.484848,0.181818,35991.7,0,0,nan
49,18,0.494949,0.181818,36010,0,0,nan
50,18,0.50505,0.181818,36010.9,0,0,nan
51,18,0.515152,0.181818,35994.5,0,0,nan
52,18,0.525253,0.181818,35960.7,0,0,nan
53,18,0.535354,0.181818,35909.3,0,0,nan
54,18,0.545455,0.181818,35840.3,0,0,nan
55,18,0.555556,0.181818,35753.4,0,0,nan
56,18,0.565657,0.181818,35648.4,0,0,nan
57,18,0.575758,0.181818,35525.1,0,0,nan
58,18,0.585859,0.181818,35382.9,0,0,nan
59,18,0.59596,0.181818,35221.5,0,0,nan
60,18,0.606061,0.181818,35040.5,0,0,nan
61,18,0.616162,0.181818,34839.2,0,0,nan
62,18,0.626263,0.181818,34617.1,0,0,nan
63,18,0.636364,0.181818,34373.5,0,0,nan
64,18,0.646465,0.181818,34107.7,0,0,nan
65,18,0.656566,0.181818,33818.7,0,0,nan
66,18,0.666667,0.181818,33505.8,0,0,nan
67,18,0.676768,0.181818,33167.7,0,0,nan
68,18,0.686869,0.181818,32803.5,0,0,nan
69,18,0.69697,0.181818,32411.9,0,0,nan
70,18,0.707071,0.181818,31991.6,0,0,nan
71,18,0.717172,0.181818,31541.1,0,0,nan
72,18,0.727273,0.181818,31058.9,0,0,nan
73,18,0.737374,0.181818,30543.2,0,0,nan
74,18,0.747475,0.181818,29992.2,0,0,nan
75,18,0.757576,0.181818,29403.8,0,0,nan
76,18,0.767677,0.181818,28776,0,0,nan
77,18,0.777778,0.181818,28106.5,0,0,nan
78,18,0.787879,0.181818,27392.8,0,0,nan
79,18,0.79798,0.181818,26632.5,0,0,nan
80,18,0.808081,0.181818,25822.8,0,0,nan
81,18,0.818182,0.181818,24961,0,0,nan
82,18,0.828283,0.181818,24044.4,0,0,nan
83,18,0.838384,0.181818,23070.2,0,0,nan
84,18,0.848485,0.181818,22035.6,0,0,nan
85,18,0.858586,0.181818,20938.4,0,0,nan
86,18,0.868687,0.181818,19775.6,0,0,nan
87,18,0.878788,0.181818,18546.6,0,0,nan
88,18,0.888889,0.181818,17248.4,0,0,nan
89,18,0.89899,0.181818,15882.8,0,0,nan
90,18,0.909091,0.181818,14447.2,0,0,nan
91,18,0.919192,0.181818,12946.9,0,0,nan
92,18,0.929293,0.181818,11380.1,0,0,nan
93,18,0.939394,0.181818,9756.44,0,0,nan
94,18,0.949495,0.181818,8075.41,0,0,nan
95,18,0.959596,0.181818,6351.12,0,0,nan
96,18,0.969697,0.181818,4584.71,0,0,nan
97,18,0.979798,0.181818,2793.69,0,0,nan
98,18,0.989899,0.181818,981.259,0,0,nan
99,18,1,0.181818,0,0,0,nan
0,19,0,0.191919,1,0,0,nan
1,19,0.010101,0.191919,930.801,0,0,nan
2,19,0.020202,0.191919,2643.12,0,0,nan
3,19,0.030303,0.191919,4343.07,0,0,nan
4,19,0.040404,0.191919,6015.85,0,0,nan
5,19,0.050505,0.191919,7658.61,0,0,nan
6,19,0.0606061,0.191919,9258.25,0,0,nan
7,19,0.0707071,0.191919,10813.5,0,0,nan
8,19,0.0808081,0.191919,12314.5,0,0,nan
9,19,0.0909091,0.191919,13761.2,0,0,nan
10,19,0.10101,0.191919,15147.2,0,0,nan
11,19,0.111111,0.191919,16473.7,0,0,nan
12,19,0.121212,0.191919,17737.4,0,0,nan
13,19,0.131313,0.191919,18940.2,0,0,nan
14,19,0.141414,0.191919,20081.3,0,0,nan
15,19,0.151515,0.191919,21162.9,0,0,nan
16,19,0.161616,0.191919,22186,0,0,nan
17,19,0.171717,0.191919,23153,0,0,nan
18,19,0.181818,0.191919,24065.6,0,0,nan
19,19,0.191919,0.191919,24926.4,0,0,nan
20,19,0.20202,0.191919,25737.6,0,0,nan
21,19,0.212121,0.191919,26501.5,0,0,nan
22,19,0.222222,0.191919,27220.5,0,0,nan
23,19,0.232323,0.191919,27896.6,0,0,nan
24,19,0.242424,0.191919,28532.1,0,0,nan
25,19,0.252525,0.191919,29129,0,0,nan
26,19,0.262626,0.191919,29689.3,0,0,nan
27,19,0.272727,0.191919,30214.7,0,0,nan
28,19,0.282828,0.191919,30706.9,0,0,nan
29,19,0.292929,0.191919,31167.6,0,0,nan
30,19,0.30303,0.191919,31598.1,0,0,nan
31,19,0.313131,0.191919,31999.9,0,0,nan
32,19,0.323232,0.191919,32374.3,0,0,nan
33,19,0.333333,0.191919,32722.2,0,0,nan
34,19,0.343434,0.191919,33044.9,0,0,nan
35,19,0.353535,0.191919,33343.3,0,0,nan
36,19,0.363636,0.191919,33618.2,0,0,nan
37,19,0.373737,0.191919,33870.5,0,0,nan
38,19,0.383838,0.191919,34100.9,0,0,nan
39,19,0.393939,0.191919,34310.1,0,0,nan
40,19,0.40404,0.191919,34498.5,0,0,nan
41,19,0.414141,0.191919,34666.8,0,0,nan
42,19,0.424242,0.191919,34815.4,0,0,nan
43,19,0.434343,0.191919,34944.8,0,0,nan
44,19,0.444444,0.191919,35055.1,0,0,nan
45,19,0.454545,0.191919,35146.9,0,0,nan
46,19,0.464646,0.191919,35220.2,0,0,nan
47,19,0.474747,0.191919,35275.2,0,0,nan
48,19,0.484848,0.191919,35312.2,0,0,nan
49,19,0.494949,0.191919,35331.2,0,0,nan
50,19,0.50505,0.191919,35332.2,0,0,nan
51,19,0.515152,0.191919,35315.3,0,0,nan
52,19,0.525253,0.191919,35280.3,0,0,nan
53,19,0.535354,0.191919,35227.2,0,0,nan
54,19,0.545455,0.191919,35155.9,0,0,nan
55,19,0.555556,0.191919,35066.1,0,0,nan
56,19,0.565657,0.191919,34957.6,0,0,nan
57,19,0.575758,0.191919,34830.2,0,0,nan
58,19,0.585859,0.191919,34683.3,0,0,nan
59,19,0.59596,0.191919,34516.8,0,0,nan
60,19,0.606061,0.191919,34330,0,0,nan
61,19,0.616162,0.191919,34122.4,0,0,nan
62,19,0.626263,0.191919,33893.5,0,0,nan
63,19,0.636364,0.191919,33642.6,0,0,nan
64,19,0.646465,0.191919,33369,0,0,nan
65,19,0.656566,0.191919,33071.8,0,0,nan
66,19,0.666667,0.191919,32750.3,0,0,nan
67,19,0.676768,0.191919,32403.3,0,0,nan
68,19,0.686869,0.191919,32029.8,0,0,nan
69,19,0.69697,0.191919,31628.8,0,0,nan
70,19,0.707071,0.191919,31198.8,0,0,nan
71,19,0.717172,0.191919,30738.7,0,0,nan
72,19,0.727273,0.191919,30246.8,0,0,nan
73,19,0.737374,0.191919,29721.7,0,0,nan
74,19,0.747475,0.191919,29161.5,0,0,nan
75,19,0.757576,0.191919,28564.6,0,0,nan
76,19,0.767677,0.191919,27928.8,0,0,nan
77,19,0.777778,0.191919,27252.4,0,0,nan
78,19,0.787879,0.191919,26533,0,0,nan
79,19,0.79798,0.191919,25768.6,0,0,nan
80,19,0.808081,0.191919,24956.7,0,0,nan
81,19,0.818182,0.191919,24095,0,0,nan
82,19,0.828283,0.191919,23181.4,0,0,nan
83,19,0.838384,0.191919,22213.3,0,0,nan
84,19,0.848485,0.191919,21189.1,0,0,nan
85,19,0.858586,0.191919,20106.1,0,0,nan
86,19,0.868687,0.191919,18963.6,0,0,nan
87,19,0.878788,0.191919,17759.3,0,0,nan
88,19,0.888889,0.191919,16494,0,0,nan
89,19,0.89899,0.191919,15165.7,0,0,nan
90,19,0.909091,0.191919,13777.9,0,0,nan
91,19,0.919192,0.191919,12329.3,0,0,nan
92,19,0.929293,0.191919,10826.4,0,0,nan
93,19,0.939394,0.191919,9269.08,0,0,nan
94,19,0.949495,0.191919,7667.37,0,0,nan
95,19,0.959596,0.191919,6022.51,0,0,nan
96,19,0.969697,0.191919,4347.59,0,0,nan
97,19,0.979798,0.191919,2645.48,0,0,nan
98,19,0.989899,0.191919,930.982,0,0,nan
99,19,1,0.191919,0,0,0,nan
0,20,0,0.20202,1,0,0,nan
1,20,0.010101,0.20202,883.319,0,0,nan
2,20,0.020202,0.20202,2512.8,0,0,nan
3,20,0.030303,0.20202,4127.33,0,0,nan
4,20,0.040404,0.20202,5722.94,0,0,nan
5,20,0.050505,0.20202,7288.03,0,0,nan
6,20,0.0606061,0.20202,8820.05,0,0,nan
7,20,0.0707071,0.20202,10309.3,0,0,nan
8,20,0.0808081,0.20202,11754.5,0,0,nan
9,20,0.0909091,0.20202,13148.6,0,0,nan
10,20,0.10101,0.20202,14491.5,0,0,nan
11,20,0.111111,0.20202,15778.8,0,0,nan
12,20,0.121212,0.20202,17011.4,0,0,nan
13,20,0.131313,0.20202,18187.2,0,0,nan
14,20,0.141414,0.20202,19307.6,0,0,nan
15,20,0.151515,0.20202,20372.5,0,0,nan
16,20,0.161616,0.20202,21383.6,0,0,nan
17,20,0.171717,0.20202,22341.9,0,0,nan
18,20,0.181818,0.20202,23249.4,0,0,nan
19,20,0.191919,0.20202,24107.6,0,0,nan
20,20,0.20202,0.20202,24918.7,0,0,nan
21,20,0.212121,0.20202,25684.4,0,0,nan
22,20,0.222222,0.20202,26406.7,0,0,nan
23,20,0.232323,0.20202,27087.6,0,0,nan
24,20,0.242424,0.20202,27729,0,0,nan
25,20,0.252525,0.20202,28332.6,0,0,nan
26,20,0.262626,0.20202,28900.1,0,0,nan
27,20,0.272727,0.20202,29433.3,0,0,nan
28,20,0.282828,0.20202,29933.6,0,0,nan
29,20,0.292929,0.20202,30402.5,0,0,nan
30,20,0.30303,0.20202,30841.4,0,0,nan
31,20,0.313131,0.20202,31251.5,0,0,nan
32,20,0.323232,0.20202,31633.9,0,0,nan
33,20,0.333333,0.20202,31989.9,0,0,nan
34,20,0.343434,0.20202,32320.3,0,0,nan
35,20,0.353535,0.20202,32626.1,0,0,nan
36,20,0.363636,0.20202,32908.1,0,0,nan
37,20,0.373737,0.20202,33167.1,0,0,nan
38,20,0.383838,0.20202,33403.7,0,0,nan
39,20,0.393939,0.20202,33618.7,0,0,nan
40,20,0.40404,0.20202,33812.5,0,0,nan
41,20,0.414141,0.20202,33985.7,0,0,nan
42,20,0.424242,0.20202,34138.7,0,0,nan
43,20,0.434343,0.20202,34271.9,0,0,nan
44,20,0.444444,0.20202,34385.6,0,0,nan
45,20,0.454545,0.20202,34480.2,0,0,nan
46,20,0.464646,0.20202,34555.7,0,0,nan
47,20,0.474747,0.20202,34612.5,0,0,nan
48,20,0.484848,0.20202,34650.7,0,0,nan
49,20,0.494949,0.20202,34670.3,0,0,nan
50,20,0.50505,0.20202,34671.4,0,0,nan
51,20,0.515152,0.20202,34654,0,0,nan
52,20,0.525253,0.20202,34618,0,0,nan
53,20,0.535354,0.20202,34563.4,0,0,nan
54,20,0.545455,0.20202,34489.9,0,0,nan
55,20,0.555556,0.20202,34397.5,0,0,nan
56,20,0.565657,0.20202,34285.8,0,0,nan
57,20,0.575758,0.20202,34154.6,0,0,nan
58,20,0.585859,0.20202,34003.5,0,0,nan
59,20,0.59596,0.20202,33832.2,0,0,nan
60,20,0.606061,0.20202,33640.2,0,0,nan
61,20,0.616162,0.20202,33426.9,0,0,nan
62,20,0.626263,0.20202,33191.9,0,0,nan
63,20,0.636364,0.20202,32934.4,0,0,nan
64,20,0.646465,0.20202,32653.8,0,0,nan
65,20,0.656566,0.20202,32349.3,0,0,nan
66,20,0.666667,0.20202,32020.1,0,0,nan
67,20,0.676768,0.20202,31665.2,0,0,nan
68,20,0.686869,0.20202,31283.7,0,0,nan
69,20,0.69697,0.20202,30874.4,0,0,nan
70,20,0.707071,0.20202,30436.3,0,0,nan
71,20,0.717172,0.20202,29967.9,0,0,nan
72,20,0.727273,0.20202,29468,0,0,nan
73,20,0.737374,0.20202,28935.1,0,0,nan
74,20,0.747475,0.20202,28367.7,0,0,nan
75,20,0.757576,0.20202,27764,0,0,nan
76,20,0.767677,0.20202,27122.5,0,0,nan
77,20,0.777778,0.20202,26441.2,0,0,nan
78,20,0.787879,0.20202,25718.4,0,0,nan
79,20,0.79798,0.20202,24952.1,0,0,nan
80,20,0.808081,0.20202,24140.3,0,0,nan
81,20,0.818182,0.20202,23281.2,0,0,nan
82,20,0.828283,0.20202,22372.7,0,0,nan
83,20,0.838384,0.20202,21413.2,0,0,nan
84,20,0.848485,0.20202,20400.8,0,0,nan
85,20,0.858586,0.20202,19334.5,0,0,nan
86,20,0.868687,0.20202,18212.5,0,0,nan
87,20,0.878788,0.20202,17035,0,0,nan
88,20,0.888889,0.20202,15800.7,0,0,nan
89,20,0.89899,0.20202,14511.5,0,0,nan
90,20,0.909091,0.20202,13166.6,0,0,nan
91,20,0.919192,0.20202,11770.5,0,0,nan
92,20,0.929293,0.20202,10323.2,0,0,nan
93,20,0.939394,0.20202,8831.81,0,0,nan
94,20,0.949495,0.20202,7297.56,0,0,nan
95,20,0.959596,0.20202,5730.2,0,0,nan
96,20,0.969697,0.20202,4132.28,0,0,nan
97,20,0.979798,0.20202,2515.43,0,0,nan
98,20,0.989899,0.20202,883.593,0,0,nan
99,20,1,0.20202,0,0,0,nan
0,21,0,0.212121,1,0,0,nan
1,21,0.010101,0.212121,842.372,0,0,nan
2,21,0.020202,0.212121,2393.61,0,0,nan
3,21,0.030303,0.212121,3935.03,0,0,nan
4,21,0.040404,0.212121,5456.68,0,0,nan
5,21,0.050505,0.212121,6955.1,0,0,nan
6,21,0.0606061,0.212121,8421.29,0,0,nan
7,21,0.0707071,0.212121,9853,0,0,nan
8,21,0.0808081,0.212121,11243,0,0,nan
9,21,0.0909091,0.212121,12590.2,0,0,nan
10,21,0.10101,0.212121,13889.5,0,0,nan
11,21,0.111111,0.212121,15140.8,0,0,nan
12,21,0.121212,0.212121,16341,0,0,nan
13,21,0.131313,0.212121,17490.8,0,0,nan
14,21,0.141414,0.212121,18589,0,0,nan
15,21,0.151515,0.212121,19636.7,0,0,nan
16,21,0.161616,0.212121,20633.9,0,0,nan
17,21,0.171717,0.212121,21582.1,0,0,nan
18,21,0.181818,0.212121,22482.4,0,0,nan
19,21,0.191919,0.212121,23336.2,0,0,nan
20,21,0.20202,0.212121,24145,0,0,nan
21,21,0.212121,0.212121,24910.6,0,0,nan
22,21,0.222222,0.212121,25634.4,0,0,nan
23,21,0.232323,0.212121,26318.2,0,0,nan
24,21,0.242424,0.212121,26963.6,0,0,nan
25,21,0.252525,0.212121,27572.1,0,0,nan
26,21,0.262626,0.212121,28145.4,0,0,nan
27,21,0.272727,0.212121,28684.8,0,0,nan
28,21,0.282828,0.212121,29191.7,0,0,nan
29,21,0.292929,0.212121,29667.5,0,0,nan
30,21,0.30303,0.212121,30113.4,0,0,nan
31,21,0.313131,0.212121,30530.6,0,0,nan
32,21,0.323232,0.212121,30920.2,0,0,nan
33,21,0.333333,0.212121,31283.1,0,0,nan
34,21,0.343434,0.212121,31620.3,0,0,nan
35,21,0.353535,0.212121,31932.6,0,0,nan
36,21,0.363636,0.212121,32221,0,0,nan
37,21,0.373737,0.212121,32485.9,0,0,nan
38,21,0.383838,0.212121,32728.2,0,0,nan
39,21,0.393939,0.212121,32948.5,0,0,nan
40,21,0.40404,0.212121,33147.2,0,0,nan
41,21,0.414141,0.212121,33324.8,0,0,nan
42,21,0.424242,0.212121,33481.8,0,0,nan
43,21,0.434343,0.212121,33618.5,0,0,nan
44,21,0.444444,0.212121,33735.3,0,0,nan
45,21,0.454545,0.212121,33832.4,0,0,nan
46,21,0.464646,0.212121,33910.1,0,0,nan
47,21,0.474747,0.212121,33968.5,0,0,nan
48,21,0.484848,0.212121,34007.8,0,0,nan
49,21,0.494949,0.212121,34027.9,0,0,nan
50,21,0.50505,0.212121,34029.1,0,0,nan
51,21,0.515152,0.212121,34011.3,0,0,nan
52,21,0.525253,0.212121,33974.4,0,0,nan
53,21,0.535354,0.212121,33918.3,0,0,nan
54,21,0.545455,0.212121,33842.9,0,0,nan
55,21,0.555556,0.212121,33748,0,0,nan
56,21,0.565657,0.212121,33633.5,0,0,nan
57,21,0.575758,0.212121,33498.9,0,0,nan
58,21,0.585859,0.212121,33343.9,0,0,nan
59,21,0.59596,0.212121,33168.3,0,0,nan
