ix,iy,x,y,T,ux,uy,rho
34,43,0.343434,0.434343,22441.9,0,0,nan
35,43,0.353535,0.434343,22784.9,0,0,nan
36,43,0.363636,0.434343,23105.5,0,0,nan
37,43,0.373737,0.434343,23403.7,0,0,nan
38,43,0.383838,0.434343,23679.4,0,0,nan
39,43,0.393939,0.434343,23932.6,0,0,nan
40,43,0.40404,0.434343,24163.3,0,0,nan
41,43,0.414141,0.434343,24371.5,0,0,nan
42,43,0.424242,0.434343,24557.1,0,0,nan
43,43,0.434343,0.434343,24720.2,0,0,nan
44,43,0.444444,0.434343,24860.7,0,0,nan
45,43,0.454545,0.434343,24978.6,0,0,nan
46,43,0.464646,0.434343,25073.9,0,0,nan
47,43,0.474747,0.434343,25146.6,0,0,nan
48,43,0.484848,0.434343,25196.7,0,0,nan
49,43,0.494949,0.434343,25224.2,0,0,nan
50,43,0.50505,0.434343,25229,0,0,nan
51,43,0.515152,0.434343,25211.3,0,0,nan
52,43,0.525253,0.434343,25170.8,0,0,nan
53,43,0.535354,0.434343,25107.7,0,0,nan
54,43,0.545455,0.434343,25021.8,0,0,nan
55,43,0.555556,0.434343,24913.3,0,0,nan
56,43,0.565657,0.434343,24782,0,0,nan
57,43,0.575758,0.434343,24627.9,0,0,nan
58,43,0.585859,0.434343,24451.1,0,0,nan
59,43,0.59596,0.434343,24251.5,0,0,nan
60,43,0.606061,0.434343,24029,0,0,nan
61,43,0.616162,0.434343,23783.7,0,0,nan
62,43,0.626263,0.434343,23515.6,0,0,nan
63,43,0.636364,0.434343,23224.7,0,0,nan
64,43,0.646465,0.434343,22910.9,0,0,nan
65,43,0.656566,0.434343,22574.4,0,0,nan
66,43,0.666667,0.434343,22215.1,0,0,nan
67,43,0.676768,0.434343,21833.1,0,0,nan
68,43,0.686869,0.434343,21428.4,0,0,nan
69,43,0.69697,0.434343,21001.2,0,0,nan
70,43,0.707071,0.434343,20551.5,0,0,nan
71,43,0.717172,0.434343,20079.4,0,0,nan
72,43,0.727273,0.434343,19585.2,0,0,nan
73,43,0.737374,0.434343,19069,0,0,nan
74,43,0.747475,0.434343,18531,0,0,nan
75,43,0.757576,0.434343,17971.5,0,0,nan
76,43,0.767677,0.434343,17390.7,0,0,nan
77,43,0.777778,0.434343,16789.1,0,0,nan
78,43,0.787879,0.434343,16166.9,0,0,nan
79,43,0.79798,0.434343,15524.7,0,0,nan
80,43,0.808081,0.434343,14862.8,0,0,nan
81,43,0.818182,0.434343,14181.9,0,0,nan
82,43,0.828283,0.434343,13482.6,0,0,nan
83,43,0.838384,0.434343,12765.3,0,0,nan
84,43,0.848485,0.434343,12031,0,0,nan
85,43,0.858586,0.434343,11280.3,0,0,nan
86,43,0.868687,0.434343,10514,0,0,nan
87,43,0.878788,0.434343,9733.02,0,0,nan
88,43,0.888889,0.434343,8938.25,0,0,nan
89,43,0.89899,0.434343,8130.66,0,0,nan
90,43,0.909091,0.434343,7311.3,0,0,nan
91,43,0.919192,0.434343,6481.24,0,0,nan
92,43,0.929293,0.434343,5641.63,0,0,nan
93,43,0.939394,0.434343,4793.62,0,0,nan
94,43,0.949495,0.434343,3938.45,0,0,nan
95,43,0.959596,0.434343,3077.34,0,0,nan
96,43,0.969697,0.434343,2211.58,0,0,nan
97,43,0.979798,0.434343,1342.45,0,0,nan
98,43,0.989899,0.434343,471.289,0,0,nan
99,43,1,0.434343,0,0,0,nan
0,44,0,0.444444,1,0,0,nan
1,44,0.010101,0.444444,461.318,0,0,nan
2,44,0.020202,0.444444,1312.25,0,0,nan
3,44,0.030303,0.444444,2161.28,0,0,nan
4,44,0.040404,0.444444,3007.22,0,0,nan
5,44,0.050505,0.444444,3848.86,0,0,nan
6,44,0.0606061,0.444444,4685.02,0,0,nan
7,44,0.0707071,0.444444,5514.55,0,0,nan
8,44,0.0808081,0.444444,6336.31,0,0,nan
9,44,0.0909091,0.444444,7149.21,0,0,nan
10,44,0.10101,0.444444,7952.2,0,0,nan
11,44,0.111111,0.444444,8744.24,0,0,nan
12,44,0.121212,0.444444,9524.37,0,0,nan
13,44,0.131313,0.444444,10291.7,0,0,nan
14,44,0.141414,0.444444,11045.2,0,0,nan
15,44,0.151515,0.444444,11784.2,0,0,nan
16,44,0.161616,0.444444,12507.9,0,0,nan
17,44,0.171717,0.444444,13215.5,0,0,nan
18,44,0.181818,0.444444,13906.4,0,0,nan
19,44,0.191919,0.444444,14579.8,0,0,nan
20,44,0.20202,0.444444,15235.3,0,0,nan
21,44,0.212121,0.444444,15872.2,0,0,nan
22,44,0.222222,0.444444,16490.1,0,0,nan
23,44,0.232323,0.444444,17088.6,0,0,nan
24,44,0.242424,0.444444,17667.1,0,0,nan
25,44,0.252525,0.444444,18225.4,0,0,nan
26,44,0.262626,0.444444,18763,0,0,nan
27,44,0.272727,0.444444,19279.8,0,0,nan
28,44,0.282828,0.444444,19775.5,0,0,nan
29,44,0.292929,0.444444,20249.8,0,0,nan
30,44,0.30303,0.444444,20702.6,0,0,nan
31,44,0.313131,0.444444,21133.6,0,0,nan
32,44,0.323232,0.444444,21542.8,0,0,nan
33,44,0.333333,0.444444,21929.9,0,0,nan
34,44,0.343434,0.444444,22294.9,0,0,nan
35,44,0.353535,0.444444,22637.8,0,0,nan
36,44,0.363636,0.444444,22958.3,0,0,nan
37,44,0.373737,0.444444,23256.5,0,0,nan
38,44,0.383838,0.444444,23532.4,0,0,nan
39,44,0.393939,0.444444,23785.8,0,0,nan
40,44,0.40404,0.444444,24016.7,0,0,nan
41,44,0.414141,0.444444,24225.1,0,0,nan
42,44,0.424242,0.444444,24411,0,0,nan
43,44,0.434343,0.444444,24574.4,0,0,nan
44,44,0.444444,0.444444,24715.2,0,0,nan
45,44,0.454545,0.444444,24833.4,0,0,nan
46,44,0.464646,0.444444,24929,0,0,nan
47,44,0.474747,0.444444,25002.1,0,0,nan
48,44,0.484848,0.444444,25052.5,0,0,nan
49,44,0.494949,0.444444,25080.3,0,0,nan
50,44,0.50505,0.444444,25085.4,0,0,nan
51,44,0.515152,0.444444,25067.9,0,0,nan
52,44,0.525253,0.444444,25027.7,0,0,nan
53,44,0.535354,0.444444,24964.8,0,0,nan
54,44,0.545455,0.444444,24879.3,0,0,nan
55,44,0.555556,0.444444,24771,0,0,nan
56,44,0.565657,0.444444,24639.9,0,0,nan
57,44,0.575758,0.444444,24486.1,0,0,nan
58,44,0.585859,0.444444,24309.5,0,0,nan
59,44,0.59596,0.444444,24110.2,0,0,nan
60,44,0.606061,0.444444,23888.1,0,0,nan
61,44,0.616162,0.444444,23643.1,0,0,nan
62,44,0.626263,0.444444,23375.4,0,0,nan
63,44,0.636364,0.444444,23084.9,0,0,nan
64,44,0.646465,0.444444,22771.7,0,0,nan
65,44,0.656566,0.444444,22435.7,0,0,nan
66,44,0.666667,0.444444,22077.1,0,0,nan
67,44,0.676768,0.444444,21695.8,0,0,nan
68,44,0.686869,0.444444,21292.1,0,0,nan
69,44,0.69697,0.444444,20865.8,0,0,nan
70,44,0.707071,0.444444,20417.3,0,0,nan
71,44,0.717172,0.444444,19946.6,0,0,nan
72,44,0.727273,0.444444,19453.8,0,0,nan
73,44,0.737374,0.444444,18939.3,0,0,nan
74,44,0.747475,0.444444,18403.2,0,0,nan
75,44,0.757576,0.444444,17845.8,0,0,nan
76,44,0.767677,0.444444,17267.4,0,0,nan
77,44,0.777778,0.444444,16668.3,0,0,nan
78,44,0.787879,0.444444,16049,0,0,nan
79,44,0.79798,0.444444,15409.9,0,0,nan
80,44,0.808081,0.444444,14751.4,0,0,nan
81,44,0.818182,0.444444,14074.2,0,0,nan
82,44,0.828283,0.444444,13378.8,0,0,nan
83,44,0.838384,0.444444,12665.9,0,0,nan
84,44,0.848485,0.444444,11936.1,0,0,nan
85,44,0.858586,0.444444,11190.3,0,0,nan
86,44,0.868687,0.444444,10429.2,0,0,nan
87,44,0.878788,0.444444,9653.71,0,0,nan
88,44,0.888889,0.444444,8864.71,0,0,nan
89,44,0.89899,0.444444,8063.17,0,0,nan
90,44,0.909091,0.444444,7250.11,0,0,nan
91,44,0.919192,0.444444,6426.59,0,0,nan
92,44,0.929293,0.444444,5593.74,0,0,nan
93,44,0.939394,0.444444,4752.71,0,0,nan
94,44,0.949495,0.444444,3904.67,0,0,nan
95,44,0.959596,0.444444,3050.85,0,0,nan
96,44,0.969697,0.444444,2192.48,0,0,nan
97,44,0.979798,0.444444,1330.84,0,0,nan
98,44,0.989899,0.444444,467.207,0,0,nan
99,44,1,0.444444,0,0,0,nan
0,45,0,0.454545,1,0,0,nan
1,45,0.010101,0.454545,457.431,0,0,nan
2,45,0.020202,0.454545,1301.18,0,0,nan
3,45,0.030303,0.454545,2143.1,0,0,nan
4,45,0.040404,0.454545,2981.99,0,0,nan
5,45,0.050505,0.454545,3816.71,0,0,nan
6,45,0.0606061,0.454545,4646.09,0,0,nan
7,45,0.0707071,0.454545,5469.01,0,0,nan
8,45,0.0808081,0.454545,6284.36,0,0,nan
9,45,0.0909091,0.454545,7091.08,0,0,nan
10,45,0.10101,0.454545,7888.13,0,0,nan
11,45,0.111111,0.454545,8674.49,0,0,nan
12,45,0.121212,0.454545,9449.22,0,0,nan
13,45,0.131313,0.454545,10211.4,0,0,nan
14,45,0.141414,0.454545,10960.2,0,0,nan
15,45,0.151515,0.454545,11694.7,0,0,nan
16,45,0.161616,0.454545,12414.1,0,0,nan
17,45,0.171717,0.454545,13117.9,0,0,nan
18,45,0.181818,0.454545,13805.1,0,0,nan
19,45,0.191919,0.454545,14475.3,0,0,nan
20,45,0.20202,0.454545,15127.8,0,0,nan
21,45,0.212121,0.454545,15762,0,0,nan
22,45,0.222222,0.454545,16377.5,0,0,nan
23,45,0.232323,0.454545,16973.8,0,0,nan
24,45,0.242424,0.454545,17550.5,0,0,nan
25,45,0.252525,0.454545,18107.1,0,0,nan
26,45,0.262626,0.454545,18643.3,0,0,nan
27,45,0.272727,0.454545,19158.9,0,0,nan
28,45,0.282828,0.454545,19653.5,0,0,nan
29,45,0.292929,0.454545,20127,0,0,nan
30,45,0.30303,0.454545,20579.1,0,0,nan
31,45,0.313131,0.454545,21009.6,0,0,nan
32,45,0.323232,0.454545,21418.4,0,0,nan
33,45,0.333333,0.454545,21805.3,0,0,nan
34,45,0.343434,0.454545,22170.2,0,0,nan
35,45,0.353535,0.454545,22513,0,0,nan
36,45,0.363636,0.454545,22833.5,0,0,nan
37,45,0.373737,0.454545,23131.9,0,0,nan
38,45,0.383838,0.454545,23407.9,0,0,nan
39,45,0.393939,0.454545,23661.4,0,0,nan
40,45,0.40404,0.454545,23892.6,0,0,nan
41,45,0.414141,0.454545,24101.3,0,0,nan
42,45,0.424242,0.454545,24287.5,0,0,nan
43,45,0.434343,0.454545,24451.2,0,0,nan
44,45,0.444444,0.454545,24592.3,0,0,nan
45,45,0.454545,0.454545,24710.9,0,0,nan
46,45,0.464646,0.454545,24806.9,0,0,nan
47,45,0.474747,0.454545,24880.2,0,0,nan
48,45,0.484848,0.454545,24930.9,0,0,nan
49,45,0.494949,0.454545,24959,0,0,nan
50,45,0.50505,0.454545,24964.5,0,0,nan
51,45,0.515152,0.454545,24947.3,0,0,nan
52,45,0.525253,0.454545,24907.4,0,0,nan
53,45,0.535354,0.454545,24844.8,0,0,nan
54,45,0.545455,0.454545,24759.5,0,0,nan
55,45,0.555556,0.454545,24651.4,0,0,nan
56,45,0.565657,0.454545,24520.7,0,0,nan
57,45,0.575758,0.454545,24367.1,0,0,nan
58,45,0.585859,0.454545,24190.8,0,0,nan
59,45,0.59596,0.454545,23991.8,0,0,nan
60,45,0.606061,0.454545,23769.9,0,0,nan
61,45,0.616162,0.454545,23525.3,0,0,nan
62,45,0.626263,0.454545,23258,0,0,nan
63,45,0.636364,0.454545,22967.9,0,0,nan
64,45,0.646465,0.454545,22655.2,0,0,nan
65,45,0.656566,0.454545,22319.7,0,0,nan
66,45,0.666667,0.454545,21961.7,0,0,nan
67,45,0.676768,0.454545,21581.2,0,0,nan
68,45,0.686869,0.454545,21178.2,0,0,nan
69,45,0.69697,0.454545,20752.9,0,0,nan
70,45,0.707071,0.454545,20305.3,0,0,nan
71,45,0.717172,0.454545,19835.8,0,0,nan
72,45,0.727273,0.454545,19344.3,0,0,nan
73,45,0.737374,0.454545,18831.2,0,0,nan
74,45,0.747475,0.454545,18296.7,0,0,nan
75,45,0.757576,0.454545,17741.1,0,0,nan
76,45,0.767677,0.454545,17164.7,0,0,nan
77,45,0.777778,0.454545,16567.8,0,0,nan
78,45,0.787879,0.454545,15950.9,0,0,nan
79,45,0.79798,0.454545,15314.4,0,0,nan
80,45,0.808081,0.454545,14658.8,0,0,nan
81,45,0.818182,0.454545,13984.7,0,0,nan
82,45,0.828283,0.454545,13292.6,0,0,nan
83,45,0.838384,0.454545,12583.3,0,0,nan
84,45,0.848485,0.454545,11857.4,0,0,nan
85,45,0.858586,0.454545,11115.6,0,0,nan
86,45,0.868687,0.454545,10358.9,0,0,nan
87,45,0.878788,0.454545,9587.94,0,0,nan
88,45,0.888889,0.454545,8803.74,0,0,nan
89,45,0.89899,0.454545,8007.23,0,0,nan
90,45,0.909091,0.454545,7199.4,0,0,nan
91,45,0.919192,0.454545,6381.32,0,0,nan
92,45,0.929293,0.454545,5554.08,0,0,nan
93,45,0.939394,0.454545,4718.83,0,0,nan
94,45,0.949495,0.454545,3876.71,0,0,nan
95,45,0.959596,0.454545,3028.91,0,0,nan
96,45,0.969697,0.454545,2176.67,0,0,nan
97,45,0.979798,0.454545,1321.23,0,0,nan
98,45,0.989899,0.454545,463.829,0,0,nan
99,45,1,0.454545,0,0,0,nan
0,46,0,0.464646,1,0,0,nan
1,46,0.010101,0.464646,454.188,0,0,nan
2,46,0.020202,0.464646,1291.96,0,0,nan
3,46,0.030303,0.464646,2127.93,0,0,nan
4,46,0.040404,0.464646,2960.97,0,0,nan
5,46,0.050505,0.464646,3789.91,0,0,nan
6,46,0.0606061,0.464646,4613.65,0,0,nan
7,46,0.0707071,0.464646,5431.06,0,0,nan
8,46,0.0808081,0.464646,6241.08,0,0,nan
9,46,0.0909091,0.464646,7042.66,0,0,nan
10,46,0.10101,0.464646,7834.76,0,0,nan
11,46,0.111111,0.464646,8616.42,0,0,nan
12,46,0.121212,0.464646,9386.67,0,0,nan
13,46,0.131313,0.464646,10144.6,0,0,nan
14,46,0.141414,0.464646,10889.4,0,0,nan
15,46,0.151515,0.464646,11620.2,0,0,nan
16,46,0.161616,0.464646,12336.2,0,0,nan
17,46,0.171717,0.464646,13036.7,0,0,nan
18,46,0.181818,0.464646,13721,0,0,nan
19,46,0.191919,0.464646,14388.5,0,0,nan
20,46,0.20202,0.464646,15038.6,0,0,nan
21,46,0.212121,0.464646,15670.6,0,0,nan
22,46,0.222222,0.464646,16284.2,0,0,nan
23,46,0.232323,0.464646,16878.7,0,0,nan
24,46,0.242424,0.464646,17453.9,0,0,nan
25,46,0.252525,0.464646,18009.2,0,0,nan
26,46,0.262626,0.464646,18544.3,0,0,nan
27,46,0.272727,0.464646,19059,0,0,nan
28,46,0.282828,0.464646,19552.8,0,0,nan
29,46,0.292929,0.464646,20025.7,0,0,nan
30,46,0.30303,0.464646,20477.3,0,0,nan
31,46,0.313131,0.464646,20907.5,0,0,nan
32,46,0.323232,0.464646,21316,0,0,nan
33,46,0.333333,0.464646,21702.8,0,0,nan
34,46,0.343434,0.464646,22067.6,0,0,nan
35,46,0.353535,0.464646,22410.4,0,0,nan
36,46,0.363636,0.464646,22731.1,0,0,nan
37,46,0.373737,0.464646,23029.6,0,0,nan
38,46,0.383838,0.464646,23305.8,0,0,nan
39,46,0.393939,0.464646,23559.6,0,0,nan
40,46,0.40404,0.464646,23791.1,0,0,nan
41,46,0.414141,0.464646,24000.1,0,0,nan
42,46,0.424242,0.464646,24186.6,0,0,nan
43,46,0.434343,0.464646,24350.6,0,0,nan
44,46,0.444444,0.464646,24492.1,0,0,nan
45,46,0.454545,0.464646,24611,0,0,nan
46,46,0.464646,0.464646,24707.3,0,0,nan
47,46,0.474747,0.464646,24781.1,0,0,nan
48,46,0.484848,0.464646,24832.1,0,0,nan
49,46,0.494949,0.464646,24860.6,0,0,nan
50,46,0.50505,0.464646,24866.3,0,0,nan
51,46,0.515152,0.464646,24849.4,0,0,nan
52,46,0.525253,0.464646,24809.8,0,0,nan
53,46,0.535354,0.464646,24747.5,0,0,nan
54,46,0.545455,0.464646,24662.5,0,0,nan
55,46,0.555556,0.464646,24554.7,0,0,nan
56,46,0.565657,0.464646,24424.2,0,0,nan
57,46,0.575758,0.464646,24270.9,0,0,nan
58,46,0.585859,0.464646,24094.9,0,0,nan
59,46,0.59596,0.464646,23896.2,0,0,nan
60,46,0.606061,0.464646,23674.7,0,0,nan
61,46,0.616162,0.464646,23430.4,0,0,nan
62,46,0.626263,0.464646,23163.4,0,0,nan
63,46,0.636364,0.464646,22873.8,0,0,nan
64,46,0.646465,0.464646,22561.4,0,0,nan
65,46,0.656566,0.464646,22226.5,0,0,nan
66,46,0.666667,0.464646,21869,0,0,nan
67,46,0.676768,0.464646,21489.1,0,0,nan
68,46,0.686869,0.464646,21086.8,0,0,nan
69,46,0.69697,0.464646,20662.2,0,0,nan
70,46,0.707071,0.464646,20215.5,0,0,nan
71,46,0.717172,0.464646,19746.9,0,0,nan
72,46,0.727273,0.464646,19256.5,0,0,nan
73,46,0.737374,0.464646,18744.6,0,0,nan
74,46,0.747475,0.464646,18211.5,0,0,nan
75,46,0.757576,0.464646,17657.3,0,0,nan
76,46,0.767677,0.464646,17082.5,0,0,nan
77,46,0.777778,0.464646,16487.4,0,0,nan
78,46,0.787879,0.464646,15872.4,0,0,nan
79,46,0.79798,0.464646,15238.1,0,0,nan
80,46,0.808081,0.464646,14584.8,0,0,nan
81,46,0.818182,0.464646,13913.2,0,0,nan
82,46,0.828283,0.464646,13223.8,0,0,nan
83,46,0.838384,0.464646,12517.3,0,0,nan
84,46,0.848485,0.464646,11794.5,0,0,nan
85,46,0.858586,0.464646,11056,0,0,nan
86,46,0.868687,0.464646,10302.7,0,0,nan
87,46,0.878788,0.464646,9535.47,0,0,nan
88,46,0.888889,0.464646,8755.11,0,0,nan
89,46,0.89899,0.464646,7962.62,0,0,nan
90,46,0.909091,0.464646,7158.98,0,0,nan
91,46,0.919192,0.464646,6345.23,0,0,nan
92,46,0.929293,0.464646,5522.48,0,0,nan
93,46,0.939394,0.464646,4691.83,0,0,nan
94,46,0.949495,0.464646,3854.42,0,0,nan
95,46,0.959596,0.464646,3011.44,0,0,nan
96,46,0.969697,0.464646,2164.08,0,0,nan
97,46,0.979798,0.464646,1313.57,0,0,nan
98,46,0.989899,0.464646,461.138,0,0,nan
99,46,1,0.464646,0,0,0,nan
0,47,0,0.474747,1,0,0,nan
1,47,0.010101,0.474747,451.577,0,0,nan
2,47,0.020202,0.474747,1284.53,0,0,nan
3,47,0.030303,0.474747,2115.72,0,0,nan
4,47,0.040404,0.474747,2944.03,0,0,nan
5,47,0.050505,0.474747,3768.34,0,0,nan
6,47,0.0606061,0.474747,4587.54,0,0,nan
7,47,0.0707071,0.474747,5400.53,0,0,nan
8,47,0.0808081,0.474747,6206.27,0,0,nan
9,47,0.0909091,0.474747,7003.73,0,0,nan
10,47,0.10101,0.474747,7791.88,0,0,nan
11,47,0.111111,0.474747,8569.77,0,0,nan
12,47,0.121212,0.474747,9336.45,0,0,nan
13,47,0.131313,0.474747,10091,0,0,nan
14,47,0.141414,0.474747,10832.6,0,0,nan
15,47,0.151515,0.474747,11560.5,0,0,nan
16,47,0.161616,0.474747,12273.8,0,0,nan
17,47,0.171717,0.474747,12971.8,0,0,nan
18,47,0.181818,0.474747,13653.8,0,0,nan
19,47,0.191919,0.474747,14319.2,0,0,nan
20,47,0.20202,0.474747,14967.4,0,0,nan
21,47,0.212121,0.474747,15597.8,0,0,nan
22,47,0.222222,0.474747,16209.8,0,0,nan
23,47,0.232323,0.474747,16803.1,0,0,nan
24,47,0.242424,0.474747,17377.1,0,0,nan
25,47,0.252525,0.474747,17931.5,0,0,nan
26,47,0.262626,0.474747,18465.8,0,0,nan
27,47,0.272727,0.474747,18979.8,0,0,nan
28,47,0.282828,0.474747,19473.2,0,0,nan
29,47,0.292929,0.474747,19945.7,0,0,nan
30,47,0.30303,0.474747,20397,0,0,nan
31,47,0.313131,0.474747,20827,0,0,nan
32,47,0.323232,0.474747,21235.4,0,0,nan
33,47,0.333333,0.474747,21622.2,0,0,nan
34,47,0.343434,0.474747,21987.1,0,0,nan
35,47,0.353535,0.474747,22330,0,0,nan
36,47,0.363636,0.474747,22650.9,0,0,nan
37,47,0.373737,0.474747,22949.6,0,0,nan
38,47,0.383838,0.474747,23226.1,0,0,nan
39,47,0.393939,0.474747,23480.3,0,0,nan
40,47,0.40404,0.474747,23712.1,0,0,nan
41,47,0.414141,0.474747,23921.4,0,0,nan
42,47,0.424242,0.474747,24108.3,0,0,nan
43,47,0.434343,0.474747,24272.7,0,0,nan
44,47,0.444444,0.474747,24414.5,0,0,nan
45,47,0.454545,0.474747,24533.8,0,0,nan
46,47,0.464646,0.474747,24630.5,0,0,nan
47,47,0.474747,0.474747,24704.6,0,0,nan
48,47,0.484848,0.474747,24756,0,0,nan
49,47,0.494949,0.474747,24784.8,0,0,nan
50,47,0.50505,0.474747,24790.9,0,0,nan
51,47,0.515152,0.474747,24774.3,0,0,nan
52,47,0.525253,0.474747,24735,0,0,nan
53,47,0.535354,0.474747,24673,0,0,nan
54,47,0.545455,0.474747,24588.3,0,0,nan
55,47,0.555556,0.474747,24480.8,0,0,nan
56,47,0.565657,0.474747,24350.5,0,0,nan
57,47,0.575758,0.474747,24197.6,0,0,nan
58,47,0.585859,0.474747,24021.9,0,0,nan
59,47,0.59596,0.474747,23823.4,0,0,nan
60,47,0.606061,0.474747,23602.2,0,0,nan
61,47,0.616162,0.474747,23358.3,0,0,nan
62,47,0.626263,0.474747,23091.6,0,0,nan
63,47,0.636364,0.474747,22802.3,0,0,nan
64,47,0.646465,0.474747,22490.3,0,0,nan
65,47,0.656566,0.474747,22155.8,0,0,nan
66,47,0.666667,0.474747,21798.8,0,0,nan
67,47,0.676768,0.474747,21419.4,0,0,nan
68,47,0.686869,0.474747,21017.6,0,0,nan
69,47,0.69697,0.474747,20593.7,0,0,nan
70,47,0.707071,0.474747,20147.7,0,0,nan
71,47,0.717172,0.474747,19679.8,0,0,nan
72,47,0.727273,0.474747,19190.3,0,0,nan
73,47,0.737374,0.474747,18679.3,0,0,nan
74,47,0.747475,0.474747,18147.2,0,0,nan
75,47,0.757576,0.474747,17594.2,0,0,nan
76,47,0.767677,0.474747,17020.6,0,0,nan
77,47,0.777778,0.474747,16426.9,0,0,nan
78,47,0.787879,0.474747,15813.4,0,0,nan
79,47,0.79798,0.474747,15180.7,0,0,nan
80,47,0.808081,0.474747,14529.1,0,0,nan
81,47,0.818182,0.474747,13859.4,0,0,nan
82,47,0.828283,0.474747,13172.1,0,0,nan
83,47,0.838384,0.474747,12467.8,0,0,nan
84,47,0.848485,0.474747,11747.3,0,0,nan
85,47,0.858586,0.474747,11011.3,0,0,nan
86,47,0.868687,0.474747,10260.6,0,0,nan
87,47,0.878788,0.474747,9496.12,0,0,nan
88,47,0.888889,0.474747,8718.66,0,0,nan
89,47,0.89899,0.474747,7929.18,0,0,nan
90,47,0.909091,0.474747,7128.68,0,0,nan
91,47,0.919192,0.474747,6318.2,0,0,nan
92,47,0.929293,0.474747,5498.8,0,0,nan
93,47,0.939394,0.474747,4671.61,0,0,nan
94,47,0.949495,0.474747,3837.73,0,0,nan
95,47,0.959596,0.474747,2998.35,0,0,nan
96,47,0.969697,0.474747,2154.65,0,0,nan
97,47,0.979798,0.474747,1307.84,0,0,nan
98,47,0.989899,0.474747,459.123,0,0,nan
99,47,1,0.474747,0,0,0,nan
0,48,0,0.484848,1,0,0,nan
1,48,0.010101,0.484848,449.584,0,0,nan
2,48,0.020202,0.484848,1278.86,0,0,nan
3,48,0.030303,0.484848,2106.41,0,0,nan
4,48,0.040404,0.484848,2931.12,0,0,nan
5,48,0.050505,0.484848,3751.89,0,0,nan
6,48,0.0606061,0.484848,4567.63,0,0,nan
7,48,0.0707071,0.484848,5377.28,0,0,nan
8,48,0.0808081,0.484848,6179.78,0,0,nan
9,48,0.0909091,0.484848,6974.12,0,0,nan
10,48,0.10101,0.484848,7759.31,0,0,nan
11,48,0.111111,0.484848,8534.37,0,0,nan
12,48,0.121212,0.484848,9298.38,0,0,nan
13,48,0.131313,0.484848,10050.4,0,0,nan
14,48,0.141414,0.484848,10789.7,0,0,nan
15,48,0.151515,0.484848,11515.4,0,0,nan
16,48,0.161616,0.484848,12226.7,0,0,nan
17,48,0.171717,0.484848,12922.9,0,0,nan
18,48,0.181818,0.484848,13603.2,0,0,nan
19,48,0.191919,0.484848,14267.2,0,0,nan
20,48,0.20202,0.484848,14914,0,0,nan
21,48,0.212121,0.484848,15543.3,0,0,nan
22,48,0.222222,0.484848,16154.3,0,0,nan
23,48,0.232323,0.484848,16746.7,0,0,nan
24,48,0.242424,0.484848,17320.1,0,0,nan
25,48,0.252525,0.484848,17873.8,0,0,nan
26,48,0.262626,0.484848,18407.7,0,0,nan
27,48,0.272727,0.484848,18921.4,0,0,nan
28,48,0.282828,0.484848,19414.5,0,0,nan
29,48,0.292929,0.484848,19886.8,0,0,nan
30,48,0.30303,0.484848,20338.1,0,0,nan
31,48,0.313131,0.484848,20768.1,0,0,nan
32,48,0.323232,0.484848,21176.6,0,0,nan
33,48,0.333333,0.484848,21563.5,0,0,nan
34,48,0.343434,0.484848,21928.6,0,0,nan
35,48,0.353535,0.484848,22271.8,0,0,nan
36,48,0.363636,0.484848,22593,0,0,nan
37,48,0.373737,0.484848,22892,0,0,nan
38,48,0.383838,0.484848,23168.8,0,0,nan
39,48,0.393939,0.484848,23423.4,0,0,nan
40,48,0.40404,0.484848,23655.6,0,0,nan
41,48,0.414141,0.484848,23865.3,0,0,nan
42,48,0.424242,0.484848,24052.6,0,0,nan
43,48,0.434343,0.484848,24217.4,0,0,nan
44,48,0.444444,0.484848,24359.6,0,0,nan
45,48,0.454545,0.484848,24479.3,0,0,nan
46,48,0.464646,0.484848,24576.4,0,0,nan
47,48,0.474747,0.484848,24650.8,0,0,nan
48,48,0.484848,0.484848,24702.6,0,0,nan
49,48,0.494949,0.484848,24731.7,0,0,nan
50,48,0.50505,0.484848,24738.2,0,0,nan
51,48,0.515152,0.484848,24721.9,0,0,nan
52,48,0.525253,0.484848,24683,0,0,nan
53,48,0.535354,0.484848,24621.3,0,0,nan
54,48,0.545455,0.484848,24536.9,0,0,nan
55,48,0.555556,0.484848,24429.7,0,0,nan
56,48,0.565657,0.484848,24299.7,0,0,nan
57,48,0.575758,0.484848,24147.1,0,0,nan
58,48,0.585859,0.484848,23971.6,0,0,nan
59,48,0.59596,0.484848,23773.4,0,0,nan
60,48,0.606061,0.484848,23552.5,0,0,nan
61,48,0.616162,0.484848,23308.9,0,0,nan
62,48,0.626263,0.484848,23042.5,0,0,nan
63,48,0.636364,0.484848,22753.5,0,0,nan
64,48,0.646465,0.484848,22441.9,0,0,nan
65,48,0.656566,0.484848,22107.7,0,0,nan
66,48,0.666667,0.484848,21751.1,0,0,nan
67,48,0.676768,0.484848,21372,0,0,nan
68,48,0.686869,0.484848,20970.7,0,0,nan
69,48,0.69697,0.484848,20547.2,0,0,nan
70,48,0.707071,0.484848,20101.7,0,0,nan
71,48,0.717172,0.484848,19634.4,0,0,nan
72,48,0.727273,0.484848,19145.5,0,0,nan
73,48,0.737374,0.484848,18635.2,0,0,nan
74,48,0.747475,0.484848,18103.8,0,0,nan
75,48,0.757576,0.484848,17551.6,0,0,nan
