x_um,T_K,fl,T_analytical,front_analytical_um,time_ms,snapshot
1864.66,1878,0,1878,21.5242,1,2
1869.67,1878,0,1878,21.5242,1,2
1874.69,1878,0,1878,21.5242,1,2
1879.7,1878,0,1878,21.5242,1,2
1884.71,1878,0,1878,21.5242,1,2
1889.72,1878,0,1878,21.5242,1,2
1894.74,1878,0,1878,21.5242,1,2
1899.75,1878,0,1878,21.5242,1,2
1904.76,1878,0,1878,21.5242,1,2
1909.77,1878,0,1878,21.5242,1,2
1914.79,1878,0,1878,21.5242,1,2
1919.8,1878,0,1878,21.5242,1,2
1924.81,1878,0,1878,21.5242,1,2
1929.82,1878,0,1878,21.5242,1,2
1934.84,1878,0,1878,21.5242,1,2
1939.85,1878,0,1878,21.5242,1,2
1944.86,1878,0,1878,21.5242,1,2
1949.87,1878,0,1878,21.5242,1,2
1954.89,1878,0,1878,21.5242,1,2
1959.9,1878,0,1878,21.5242,1,2
