ix,iy,x,y,T_K,theta,ux_star,uy_star
35,8,0.729167,0.166667,298.817,0.381686,2.62934,1.06675
36,8,0.75,0.166667,298.532,0.353198,2.41851,1.15961
37,8,0.770833,0.166667,298.24,0.323975,2.19343,1.24446
38,8,0.791667,0.166667,297.941,0.294095,1.9564,1.31809
39,8,0.8125,0.166667,297.637,0.263702,1.71031,1.37647
40,8,0.833333,0.166667,297.33,0.232956,1.45877,1.41459
41,8,0.854167,0.166667,297.02,0.202032,1.20615,1.4264
42,8,0.875,0.166667,296.711,0.171149,0.957691,1.40474
43,8,0.895833,0.166667,296.406,0.140552,0.719683,1.34133
44,8,0.916667,0.166667,296.105,0.110486,0.499533,1.22678
45,8,0.9375,0.166667,295.813,0.0812531,0.306017,1.0507
46,8,0.958333,0.166667,295.532,0.053186,0.149526,0.801805
47,8,0.979167,0.166667,295.267,0.0267029,0.0425002,0.468024
48,8,1,0.166667,295,0,0,0
0,9,0,0.1875,305,1,0,0
1,9,0.0208333,0.1875,304.902,0.990183,0.0327379,-0.365131
2,9,0.0416667,0.1875,304.801,0.980099,0.117499,-0.656694
3,9,0.0625,0.1875,304.689,0.968884,0.244185,-0.900583
4,9,0.0833333,0.1875,304.568,0.956784,0.404228,-1.09946
5,9,0.104167,0.1875,304.44,0.943958,0.590279,-1.25613
6,9,0.125,0.1875,304.305,0.930548,0.795951,-1.37355
7,9,0.145833,0.1875,304.166,0.916632,1.01563,-1.4549
8,9,0.166667,0.1875,304.023,0.90228,1.24434,-1.50349
9,9,0.1875,0.1875,303.876,0.887555,1.47764,-1.52265
10,9,0.208333,0.1875,303.725,0.87251,1.71158,-1.5157
11,9,0.229167,0.1875,303.572,0.857175,1.94267,-1.48589
12,9,0.25,0.1875,303.416,0.841595,2.1678,-1.43627
13,9,0.270833,0.1875,303.258,0.825787,2.38426,-1.36974
14,9,0.291667,0.1875,303.098,0.809778,2.5897,-1.28896
15,9,0.3125,0.1875,302.936,0.793567,2.78211,-1.19637
16,9,0.333333,0.1875,302.772,0.777161,2.95976,-1.09417
17,9,0.354167,0.1875,302.605,0.760541,3.12119,-0.984271
18,9,0.375,0.1875,302.437,0.743695,3.26522,-0.868376
19,9,0.395833,0.1875,302.266,0.72659,3.39085,-0.747932
20,9,0.416667,0.1875,302.092,0.709201,3.49727,-0.624148
21,9,0.4375,0.1875,301.915,0.691486,3.58387,-0.498021
22,9,0.458333,0.1875,301.734,0.67341,3.65013,-0.370347
23,9,0.479167,0.1875,301.549,0.65491,3.69569,-0.241728
24,9,0.5,0.1875,301.359,0.635931,3.72028,-0.112609
25,9,0.520833,0.1875,301.164,0.616428,3.7237,0.0166931
26,9,0.541667,0.1875,300.963,0.596335,3.70586,0.145973
27,9,0.5625,0.1875,300.756,0.575586,3.66674,0.275101
28,9,0.583333,0.1875,300.541,0.554138,3.60637,0.40397
29,9,0.604167,0.1875,300.319,0.531931,3.5249,0.532461
30,9,0.625,0.1875,300.089,0.508911,3.42256,0.660386
31,9,0.645833,0.1875,299.85,0.485046,3.2997,0.787427
32,9,0.666667,0.1875,299.603,0.460303,3.15681,0.91307
33,9,0.6875,0.1875,299.347,0.434662,2.99458,1.03652
34,9,0.708333,0.1875,299.081,0.408118,2.81391,1.15661
35,9,0.729167,0.1875,298.807,0.380713,2.61601,1.27169
36,9,0.75,0.1875,298.525,0.352472,2.4024,1.37956
37,9,0.770833,0.1875,298.235,0.323474,2.17506,1.4773
38,9,0.791667,0.1875,297.938,0.293811,1.93641,1.56116
39,9,0.8125,0.1875,297.636,0.263617,1.68949,1.62649
40,9,0.833333,0.1875,297.33,0.233038,1.43795,1.66756
41,9,0.854167,0.1875,297.023,0.202258,1.18622,1.67752
42,9,0.875,0.1875,296.715,0.171494,0.939529,1.64828
43,9,0.895833,0.1875,296.41,0.140973,0.704094,1.57052
44,9,0.916667,0.1875,296.109,0.110944,0.487183,1.43366
45,9,0.9375,0.1875,295.817,0.0817017,0.297336,1.22588
46,9,0.958333,0.1875,295.536,0.0535767,0.144594,0.934161
47,9,0.979167,0.1875,295.27,0.0269653,0.0408002,0.544304
48,9,1,0.1875,295,0,0,0
0,10,0,0.208333,305,1,0,0
1,10,0.0208333,0.208333,304.896,0.989645,0.0323723,-0.425563
2,10,0.0416667,0.208333,304.791,0.979083,0.116579,-0.763878
3,10,0.0625,0.208333,304.674,0.967374,0.242698,-1.04527
4,10,0.0833333,0.208333,304.548,0.954758,0.402152,-1.27369
5,10,0.104167,0.208333,304.414,0.941428,0.587499,-1.45298
6,10,0.125,0.208333,304.275,0.927518,0.79226,-1.58701
7,10,0.145833,0.208333,304.131,0.913129,1.01074,-1.67964
8,10,0.166667,0.208333,303.983,0.898346,1.23794,-1.73479
9,10,0.1875,0.208333,303.832,0.883246,1.46942,-1.75633
10,10,0.208333,0.208333,303.679,0.867865,1.70126,-1.74806
11,10,0.229167,0.208333,303.522,0.852246,1.93002,-1.71364
12,10,0.25,0.208333,303.364,0.836429,2.15266,-1.65655
13,10,0.270833,0.208333,303.204,0.820438,2.36653,-1.58004
14,10,0.291667,0.208333,303.043,0.804291,2.56934,-1.48713
15,10,0.3125,0.208333,302.88,0.787988,2.75913,-1.38056
16,10,0.333333,0.208333,302.715,0.77153,2.9342,-1.2628
17,10,0.354167,0.208333,302.549,0.754901,3.09315,-1.13604
18,10,0.375,0.208333,302.381,0.738086,3.23478,-1.00221
19,10,0.395833,0.208333,302.21,0.721045,3.35811,-0.862936
20,10,0.416667,0.208333,302.038,0.703754,3.46234,-0.71961
21,10,0.4375,0.208333,301.862,0.686163,3.54683,-0.573376
22,10,0.458333,0.208333,301.682,0.66824,3.61106,-0.425153
23,10,0.479167,0.208333,301.499,0.649921,3.65466,-0.275663
24,10,0.5,0.208333,301.311,0.631146,3.67732,-0.125447
25,10,0.520833,0.208333,301.119,0.611862,3.67885,0.0250954
26,10,0.541667,0.208333,300.92,0.592004,3.65915,0.17568
27,10,0.5625,0.208333,300.715,0.571509,3.61818,0.326088
28,10,0.583333,0.208333,300.503,0.550323,3.55603,0.476132
29,10,0.604167,0.208333,300.284,0.528387,3.47284,0.625597
30,10,0.625,0.208333,300.056,0.505643,3.36889,0.774181
31,10,0.645833,0.208333,299.821,0.482056,3.24459,0.921426
32,10,0.666667,0.208333,299.576,0.45759,3.10051,1.06664
33,10,0.6875,0.208333,299.322,0.432227,2.93742,1.20883
34,10,0.708333,0.208333,299.06,0.405966,2.75633,1.34656
35,10,0.729167,0.208333,298.788,0.378833,2.55855,1.47786
36,10,0.75,0.208333,298.509,0.350861,2.34571,1.60017
37,10,0.770833,0.208333,298.221,0.322128,2.11989,1.71009
38,10,0.791667,0.208333,297.927,0.292725,1.88362,1.80339
39,10,0.8125,0.208333,297.628,0.262778,1.63996,1.8748
40,10,0.833333,0.208333,297.324,0.232443,1.39263,1.91792
41,10,0.854167,0.208333,297.019,0.201886,1.14599,1.92514
42,10,0.875,0.208333,296.713,0.17132,0.905224,1.88753
43,10,0.895833,0.208333,296.41,0.140967,0.676364,1.79479
44,10,0.916667,0.208333,296.111,0.111081,0.466412,1.63522
45,10,0.9375,0.208333,295.819,0.0819366,0.283545,1.39572
46,10,0.958333,0.208333,295.538,0.0538452,0.137221,1.06173
47,10,0.979167,0.208333,295.272,0.027179,0.0384447,0.617249
48,10,1,0.208333,295,0,0,0
0,11,0,0.229167,305,1,0,0
1,11,0.0208333,0.229167,304.891,0.989062,0.0316705,-0.485131
2,11,0.0416667,0.229167,304.78,0.977979,0.114321,-0.869822
3,11,0.0625,0.229167,304.657,0.965747,0.238282,-1.18845
4,11,0.0833333,0.229167,304.526,0.9526,0.395088,-1.44614
5,11,0.104167,0.229167,304.387,0.938748,0.577321,-1.64776
6,11,0.125,0.229167,304.243,0.924326,0.778504,-1.79802
7,11,0.145833,0.229167,304.095,0.909451,0.992936,-1.90155
8,11,0.166667,0.229167,303.942,0.89422,1.21564,-1.96289
9,11,0.1875,0.229167,303.787,0.878708,1.44223,-1.98649
10,11,0.208333,0.229167,303.63,0.862964,1.66886,-1.97663
11,11,0.229167,0.229167,303.47,0.847034,1.89218,-1.93742
12,11,0.25,0.229167,303.31,0.830954,2.10923,-1.87273
13,11,0.270833,0.229167,303.147,0.814743,2.31748,-1.78622
14,11,0.291667,0.229167,302.984,0.798422,2.51471,-1.68121
15,11,0.3125,0.229167,302.82,0.781995,2.69905,-1.56076
16,11,0.333333,0.229167,302.655,0.765451,2.86887,-1.4276
17,11,0.354167,0.229167,302.488,0.748776,3.02282,-1.28417
18,11,0.375,0.229167,302.32,0.731955,3.15975,-1.13261
19,11,0.395833,0.229167,302.149,0.714941,3.27871,-0.97473
20,11,0.416667,0.229167,301.977,0.697717,3.37894,-0.812089
21,11,0.4375,0.229167,301.802,0.680225,3.45978,-0.645977
22,11,0.458333,0.229167,301.624,0.662424,3.52074,-0.47743
23,11,0.479167,0.229167,301.442,0.644238,3.56142,-0.30728
24,11,0.5,0.229167,301.256,0.625635,3.58153,-0.136172
25,11,0.520833,0.229167,301.065,0.606543,3.58087,0.0354133
26,11,0.541667,0.229167,300.869,0.586893,3.55935,0.207099
27,11,0.5625,0.229167,300.666,0.566626,3.51693,0.378581
28,11,0.583333,0.229167,300.457,0.545679,3.45371,0.549574
29,11,0.604167,0.229167,300.24,0.523993,3.36988,0.71975
30,11,0.625,0.229167,300.015,0.501511,3.26573,0.888678
31,11,0.645833,0.229167,299.782,0.478195,3.14175,1.05575
32,11,0.666667,0.229167,299.54,0.454004,2.99855,1.2201
33,11,0.6875,0.229167,299.289,0.428928,2.83698,1.38049
34,11,0.708333,0.229167,299.03,0.402957,2.65813,1.53523
35,11,0.729167,0.229167,298.761,0.37612,2.46338,1.68204
36,11,0.75,0.229167,298.485,0.348453,2.25448,1.81796
37,11,0.770833,0.229167,298.2,0.320023,2.03353,1.93919
38,11,0.791667,0.229167,297.909,0.290924,1.80313,2.04098
39,11,0.8125,0.229167,297.613,0.261285,1.56637,2.1175
40,11,0.833333,0.229167,297.313,0.231256,1.32689,2.16174
41,11,0.854167,0.229167,297.01,0.200995,1.08902,2.16538
42,11,0.875,0.229167,296.707,0.170709,0.857729,2.11871
43,11,0.895833,0.229167,296.406,0.140619,0.638832,2.01054
44,11,0.916667,0.229167,296.11,0.110962,0.438969,1.82822
45,11,0.9375,0.229167,295.82,0.0820038,0.265774,1.55748
46,11,0.958333,0.229167,295.54,0.0540253,0.127994,1.18249
47,11,0.979167,0.229167,295.273,0.0273499,0.0356065,0.685755
48,11,1,0.229167,295,0,0,0
0,12,0,0.25,305,1,0,0
1,12,0.0208333,0.25,304.884,0.988422,0.0307134,-0.543237
2,12,0.0416667,0.25,304.768,0.976758,0.11101,-0.973342
3,12,0.0625,0.25,304.64,0.963965,0.231527,-1.32844
4,12,0.0833333,0.25,304.503,0.950269,0.383972,-1.61474
5,12,0.104167,0.25,304.359,0.935867,0.561042,-1.83807
6,12,0.125,0.25,304.209,0.920911,0.756336,-2.004
7,12,0.145833,0.25,304.055,0.90553,0.964231,-2.1179
8,12,0.166667,0.25,303.898,0.889822,1.17983,-2.18497
9,12,0.1875,0.25,303.739,0.873874,1.39884,-2.21022
10,12,0.208333,0.25,303.577,0.857742,1.61754,-2.19847
11,12,0.229167,0.25,303.415,0.841473,1.83267,-2.15428
12,12,0.25,0.25,303.251,0.825098,2.04143,-2.08195
13,12,0.270833,0.25,303.086,0.808643,2.24139,-1.98546
14,12,0.291667,0.25,302.921,0.79212,2.43047,-1.86849
15,12,0.3125,0.25,302.755,0.77554,2.60688,-1.73438
16,12,0.333333,0.25,302.589,0.758884,2.76911,-1.58613
17,12,0.354167,0.25,302.421,0.742136,2.91589,-1.42641
18,12,0.375,0.25,302.253,0.725275,3.04613,-1.25753
19,12,0.395833,0.25,302.083,0.70827,3.15893,-1.0815
20,12,0.416667,0.25,301.911,0.691077,3.25358,-0.900026
21,12,0.4375,0.25,301.736,0.673648,3.32944,-0.714525
22,12,0.458333,0.25,301.559,0.655933,3.38604,-0.526158
23,12,0.479167,0.25,301.379,0.637872,3.423,-0.335858
24,12,0.5,0.25,301.194,0.619412,3.44004,-0.144361
25,12,0.520833,0.25,301.005,0.600485,3.43696,0.0477553
26,12,0.541667,0.25,300.81,0.581024,3.41368,0.240024
27,12,0.5625,0.25,300.61,0.560962,3.37019,0.432047
28,12,0.583333,0.25,300.402,0.540234,3.30659,0.623427
29,12,0.604167,0.25,300.188,0.518787,3.22309,0.813725
30,12,0.625,0.25,299.966,0.496561,3.12004,1.00237
31,12,0.645833,0.25,299.735,0.473511,2.99795,1.1886
32,12,0.666667,0.25,299.496,0.449603,2.8575,1.37134
33,12,0.6875,0.25,299.248,0.424826,2.69958,1.54912
34,12,0.708333,0.25,298.992,0.399167,2.52536,1.71999
35,12,0.729167,0.25,298.727,0.372653,2.33627,1.88135
36,12,0.75,0.25,298.453,0.345322,2.13409,2.02987
37,12,0.770833,0.25,298.172,0.317239,1.92099,2.16135
38,12,0.791667,0.25,297.885,0.288504,1.69954,2.27058
39,12,0.8125,0.25,297.592,0.259229,1.47281,2.35119
40,12,0.833333,0.25,297.296,0.229562,1.24437,2.39561
41,12,0.854167,0.25,296.997,0.199664,1.01838,2.39488
42,12,0.875,0.25,296.697,0.169733,0.799614,2.33859
43,12,0.895833,0.25,296.4,0.139975,0.593525,2.21481
44,12,0.916667,0.25,296.106,0.110626,0.406305,2.01001
45,12,0.9375,0.25,295.819,0.0819183,0.244958,1.709
46,12,0.958333,0.25,295.541,0.0541199,0.11738,1.29488
47,12,0.979167,0.25,295.275,0.0274841,0.0324259,0.749017
48,12,1,0.25,295,0,0,0
0,13,0,0.270833,305,1,0,0
1,13,0.0208333,0.270833,304.877,0.987717,0.0295569,-0.599405
2,13,0.0416667,0.270833,304.754,0.975415,0.106863,-1.07348
3,13,0.0625,0.270833,304.62,0.962012,0.222866,-1.46386
4,13,0.0833333,0.270833,304.477,0.947726,0.369513,-1.77775
5,13,0.104167,0.270833,304.327,0.932742,0.539673,-2.02189
6,13,0.125,0.270833,304.172,0.91723,0.727091,-2.20269
7,13,0.145833,0.270833,304.013,0.901315,0.926288,-2.32627
8,13,0.166667,0.270833,303.851,0.88511,1.1325,-2.39849
9,13,0.1875,0.270833,303.687,0.868701,1.34157,-2.42497
10,13,0.208333,0.270833,303.522,0.852155,1.54994,-2.41103
11,13,0.229167,0.270833,303.355,0.835526,1.75448,-2.36169
12,13,0.25,0.270833,303.188,0.818829,1.95258,-2.28167
13,13,0.270833,0.270833,303.021,0.802106,2.14193,-2.17531
14,13,0.291667,0.270833,302.854,0.785358,2.3206,-2.04661
15,13,0.3125,0.270833,302.686,0.768597,2.48695,-1.89919
16,13,0.333333,0.270833,302.518,0.751801,2.63957,-1.73629
17,13,0.354167,0.270833,302.35,0.734955,2.77728,-1.56079
18,13,0.375,0.270833,302.18,0.718036,2.89911,-1.3752
19,13,0.395833,0.270833,302.01,0.701004,3.00422,-1.18167
20,13,0.416667,0.270833,301.838,0.68382,3.09193,-0.982065
21,13,0.4375,0.270833,301.664,0.666431,3.16168,-0.777907
22,13,0.458333,0.270833,301.488,0.648785,3.21303,-0.570472
23,13,0.479167,0.270833,301.308,0.630826,3.2456,-0.36079
24,13,0.5,0.270833,301.125,0.612485,3.25916,-0.149685
25,13,0.520833,0.270833,300.937,0.593704,3.25352,0.0621697
26,13,0.541667,0.270833,300.744,0.574414,3.22859,0.274217
27,13,0.5625,0.270833,300.545,0.554541,3.18441,0.485955
28,13,0.583333,0.270833,300.34,0.53403,3.12107,0.696884
29,13,0.604167,0.270833,300.128,0.512817,3.03883,0.906433
30,13,0.625,0.270833,299.908,0.490845,2.93806,1.11389
31,13,0.645833,0.270833,299.681,0.468066,2.8193,1.31831
32,13,0.666667,0.270833,299.445,0.444455,2.68328,1.51843
33,13,0.6875,0.270833,299.2,0.419989,2.53094,1.71256
34,13,0.708333,0.270833,298.947,0.394666,2.36347,1.89846
35,13,0.729167,0.270833,298.685,0.368503,2.18235,2.07324
36,13,0.75,0.270833,298.415,0.34155,1.98939,2.2332
37,13,0.770833,0.270833,298.139,0.313861,1.78672,2.37376
38,13,0.791667,0.270833,297.855,0.285529,1.57691,2.48928
39,13,0.8125,0.270833,297.567,0.256677,1.36294,2.57293
40,13,0.833333,0.270833,297.274,0.227438,1.14826,2.6166
41,13,0.854167,0.270833,296.98,0.197971,0.936822,2.61079
42,13,0.875,0.270833,296.685,0.168463,0.733107,2.54449
43,13,0.895833,0.270833,296.391,0.139111,0.542168,2.40512
44,13,0.916667,0.270833,296.101,0.110129,0.369657,2.17846
45,13,0.9375,0.270833,295.817,0.0817352,0.221867,1.84856
46,13,0.958333,0.270833,295.541,0.0541443,0.105759,1.39771
47,13,0.979167,0.270833,295.276,0.0275696,0.0290047,0.806427
48,13,1,0.270833,295,0,0,0
0,14,0,0.291667,305,1,0,0
1,14,0.0208333,0.291667,304.87,0.986951,0.0282354,-0.653265
2,14,0.0416667,0.291667,304.74,0.973953,0.102018,-1.16946
3,14,0.0625,0.291667,304.599,0.959885,0.212615,-1.59355
4,14,0.0833333,0.291667,304.45,0.944952,0.352236,-1.93368
5,14,0.104167,0.291667,304.294,0.929355,0.513989,-2.19747
6,14,0.125,0.291667,304.133,0.913254,0.691811,-2.39215
7,14,0.145833,0.291667,303.968,0.896783,0.880422,-2.52458
8,14,0.166667,0.291667,303.801,0.880057,1.07524,-2.6013
9,14,0.1875,0.291667,303.632,0.863165,1.27231,-2.62849
10,14,0.208333,0.291667,303.462,0.846185,1.46823,-2.61203
11,14,0.229167,0.291667,303.292,0.829163,1.66011,-2.55739
12,14,0.25,0.291667,303.121,0.812134,1.84546,-2.46969
13,14,0.270833,0.291667,302.951,0.795111,2.02218,-2.35363
14,14,0.291667,0.291667,302.781,0.778122,2.18851,-2.21352
15,14,0.3125,0.291667,302.612,0.761154,2.34293,-2.05324
16,14,0.333333,0.291667,302.442,0.744196,2.4842,-1.87627
17,14,0.354167,0.291667,302.272,0.727234,2.61126,-1.68566
18,14,0.375,0.291667,302.102,0.710233,2.72321,-1.48412
19,14,0.395833,0.291667,301.932,0.693155,2.81933,-1.27393
20,14,0.416667,0.291667,301.76,0.675958,2.89899,-1.05708
21,14,0.4375,0.291667,301.586,0.658591,2.96171,-0.835198
22,14,0.458333,0.291667,301.41,0.641003,3.00706,-0.609663
23,14,0.479167,0.291667,301.231,0.62312,3.03474,-0.381591
24,14,0.5,0.291667,301.049,0.604889,3.04451,-0.151899
25,14,0.520833,0.291667,300.862,0.586246,3.03623,0.0786544
26,14,0.541667,0.291667,300.671,0.567108,3.00982,0.309423
27,14,0.5625,0.291667,300.474,0.547418,2.96532,0.539803
28,14,0.583333,0.291667,300.271,0.527118,2.90288,0.769182
29,14,0.604167,0.291667,300.061,0.506131,2.82277,0.996861
30,14,0.625,0.291667,299.844,0.484418,2.72537,1.22197
31,14,0.645833,0.291667,299.619,0.461926,2.61127,1.44341
32,14,0.666667,0.291667,299.386,0.43862,2.48121,1.65969
33,14,0.6875,0.291667,299.145,0.414484,2.33617,1.86891
34,14,0.708333,0.291667,298.895,0.389523,2.17736,2.06855
35,14,0.729167,0.291667,298.637,0.363748,2.00626,2.25544
36,14,0.75,0.291667,298.372,0.337204,1.82467,2.42556
37,14,0.770833,0.291667,298.1,0.309955,1.63471,2.57395
38,14,0.791667,0.291667,297.821,0.28208,1.43887,2.69456
39,14,0.8125,0.291667,297.537,0.253702,1.24,2.78018
40,14,0.833333,0.291667,297.249,0.224948,1.04139,2.82223
41,14,0.854167,0.291667,296.96,0.195969,0.846723,2.81073
42,14,0.875,0.291667,296.669,0.166943,0.660148,2.73419
43,14,0.895833,0.291667,296.38,0.138046,0.486247,2.57949
44,14,0.916667,0.291667,296.095,0.109485,0.330075,2.33188
45,14,0.9375,0.291667,295.814,0.0814423,0.197146,1.97484
46,14,0.958333,0.291667,295.541,0.0540985,0.0934425,1.4901
47,14,0.979167,0.291667,295.276,0.0276215,0.0254233,0.857574
48,14,1,0.291667,295,0,0,0
0,15,0,0.3125,305,1,0,0
1,15,0.0208333,0.3125,304.861,0.986127,0.0267745,-0.704489
2,15,0.0416667,0.3125,304.724,0.972363,0.0965737,-1.2606
3,15,0.0625,0.3125,304.576,0.957574,0.200991,-1.71651
4,15,0.0833333,0.3125,304.42,0.941962,0.332527,-2.08124
5,15,0.104167,0.3125,304.257,0.925708,0.484561,-2.36329
6,15,0.125,0.3125,304.09,0.908984,0.651286,-2.57068
7,15,0.145833,0.3125,303.919,0.891928,0.827661,-2.71101
8,15,0.166667,0.3125,303.747,0.874655,1.00933,-2.79146
9,15,0.1875,0.3125,303.573,0.857263,1.19258,-2.81883
10,15,0.208333,0.3125,303.398,0.839822,1.37423,-2.79951
11,15,0.229167,0.3125,303.224,0.822388,1.55159,-2.73942
12,15,0.25,0.3125,303.05,0.804999,1.7224,-2.64409
13,15,0.270833,0.3125,302.877,0.787668,1.88475,-2.51857
14,15,0.291667,0.3125,302.704,0.77041,2.03706,-2.36745
15,15,0.3125,0.3125,302.532,0.75322,2.178,-2.19487
16,15,0.333333,0.3125,302.361,0.736084,2.30645,-2.00451
17,15,0.354167,0.3125,302.19,0.718982,2.42149,-1.79962
18,15,0.375,0.3125,302.019,0.701883,2.52237,-1.58302
19,15,0.395833,0.3125,301.847,0.684744,2.60842,-1.35717
20,15,0.416667,0.3125,301.675,0.667523,2.67914,-1.12413
21,15,0.4375,0.3125,301.502,0.650162,2.73407,-0.885652
22,15,0.458333,0.3125,301.326,0.632611,2.77287,-0.643181
23,15,0.479167,0.3125,301.148,0.614792,2.79528,-0.397925
24,15,0.5,0.3125,300.967,0.596658,2.80107,-0.150871
25,15,0.520833,0.3125,300.781,0.57814,2.79015,0.0971305
26,15,0.541667,0.3125,300.592,0.559155,2.76247,0.345347
27,15,0.5625,0.3125,300.396,0.539645,2.71809,0.593072
28,15,0.583333,0.3125,300.195,0.51955,2.65718,0.839584
29,15,0.604167,0.3125,299.988,0.498804,2.58,1.08405
30,15,0.625,0.3125,299.773,0.47735,2.487,1.32546
31,15,0.645833,0.3125,299.552,0.455151,2.37876,1.56252
32,15,0.666667,0.3125,299.322,0.432175,2.25606,1.79356
33,15,0.6875,0.3125,299.084,0.408395,2.11986,2.01644
34,15,0.708333,0.3125,298.838,0.38382,1.9714,2.2284
35,15,0.729167,0.3125,298.585,0.358469,1.81214,2.42598
36,15,0.75,0.3125,298.324,0.33237,1.64383,2.60486
37,15,0.770833,0.3125,298.056,0.305594,1.46855,2.75975
38,15,0.791667,0.3125,297.782,0.27822,1.28865,2.88427
39,15,0.8125,0.3125,297.504,0.250366,1.10687,2.9708
40,15,0.833333,0.3125,297.221,0.222147,0.926244,3.01042
41,15,0.854167,0.3125,296.937,0.193707,0.750183,2.99275
42,15,0.875,0.3125,296.652,0.16521,0.582422,2.90589
43,15,0.895833,0.3125,296.368,0.136823,0.427045,2.73635
44,15,0.916667,0.3125,296.087,0.108719,0.288446,2.46898
45,15,0.9375,0.3125,295.811,0.0810577,0.171334,2.0869
46,15,0.958333,0.3125,295.54,0.0539886,0.0806897,1.57144
47,15,0.979167,0.3125,295.276,0.0276398,0.0217593,0.902182
48,15,1,0.3125,295,0,0,0
0,16,0,0.333333,305,1,0,0
1,16,0.0208333,0.333333,304.852,0.985236,0.0251844,-0.752796
2,16,0.0416667,0.333333,304.707,0.97066,0.0905881,-1.34633
3,16,0.0625,0.333333,304.551,0.955096,0.188133,-1.83187
4,16,0.0833333,0.333333,304.387,0.938745,0.310645,-2.21932
5,16,0.104167,0.333333,304.218,0.921799,0.451808,-2.51802
6,16,0.125,0.333333,304.044,0.904419,0.606108,-2.73679
7,16,0.145833,0.333333,303.868,0.886752,0.768789,-2.88393
8,16,0.166667,0.333333,303.689,0.868918,0.935779,-2.9673
9,16,0.1875,0.333333,303.51,0.851001,1.10362,-2.99427
10,16,0.208333,0.333333,303.331,0.833084,1.26938,-2.97173
11,16,0.229167,0.333333,303.152,0.815222,1.43064,-2.90609
12,16,0.25,0.333333,302.974,0.797449,1.58536,-2.80324
13,16,0.270833,0.333333,302.798,0.779785,1.73185,-2.66855
14,16,0.291667,0.333333,302.622,0.762244,1.86873,-2.50691
15,16,0.3125,0.333333,302.448,0.744818,1.99485,-2.32267
16,16,0.333333,0.333333,302.275,0.727487,2.10926,-2.11973
17,16,0.354167,0.333333,302.102,0.710233,2.21119,-1.90148
18,16,0.375,0.333333,301.93,0.693018,2.3,-1.67089
19,16,0.395833,0.333333,301.758,0.675803,2.37514,-1.4305
20,16,0.416667,0.333333,301.585,0.658539,2.4362,-1.1825
21,16,0.4375,0.333333,301.412,0.641174,2.48279,-0.9287
22,16,0.458333,0.333333,301.236,0.623645,2.51464,-0.670628
23,16,0.479167,0.333333,301.059,0.605887,2.53153,-0.409555
24,16,0.5,0.333333,300.878,0.587839,2.53328,-0.146557
25,16,0.520833,0.333333,300.694,0.569434,2.51982,0.117455
26,16,0.541667,0.333333,300.506,0.550604,2.49115,0.381653
27,16,0.5625,0.333333,300.313,0.531271,2.44733,0.645244
28,16,0.583333,0.333333,300.114,0.511389,2.38855,0.907384
29,16,0.604167,0.333333,299.909,0.490884,2.31512,1.16712
30,16,0.625,0.333333,299.697,0.469705,2.22747,1.42328
31,16,0.645833,0.333333,299.478,0.447821,2.12621,1.6744
32,16,0.666667,0.333333,299.252,0.425183,2.01211,1.91864
33,16,0.6875,0.333333,299.018,0.401785,1.88616,2.15362
34,16,0.708333,0.333333,298.776,0.377625,1.74954,2.37636
35,16,0.729167,0.333333,298.527,0.352722,1.6037,2.58311
36,16,0.75,0.333333,298.271,0.327112,1.45033,2.76931
37,16,0.770833,0.333333,298.009,0.300851,1.2914,2.92935
38,16,0.791667,0.333333,297.74,0.27402,1.12914,3.05656
39,16,0.8125,0.333333,297.467,0.246729,0.966093,3.14301
40,16,0.833333,0.333333,297.191,0.219089,0.805035,3.17947
41,16,0.854167,0.333333,296.912,0.191235,0.649033,3.15525
42,16,0.875,0.333333,296.633,0.163309,0.501396,3.05819
43,16,0.895833,0.333333,296.355,0.135461,0.365653,2.87452
44,16,0.916667,0.333333,296.078,0.107846,0.245528,2.58883
45,16,0.9375,0.333333,295.806,0.0805969,0.144889,2.18405
46,16,0.958333,0.333333,295.538,0.05383,0.0677173,1.64133
47,16,0.979167,0.333333,295.276,0.0276215,0.0180636,0.940095
48,16,1,0.333333,295,0,0,0
0,17,0,0.354167,305,1,0,0
1,17,0.0208333,0.354167,304.843,0.984296,0.0234656,-0.797925
2,17,0.0416667,0.354167,304.688,0.968845,0.0840896,-1.42611
3,17,0.0625,0.354167,304.525,0.952451,0.174137,-1.93884
4,17,0.0833333,0.354167,304.353,0.935324,0.286773,-2.34691
5,17,0.104167,0.354167,304.176,0.917645,0.416022,-2.66049
6,17,0.125,0.354167,303.996,0.899582,0.556714,-2.88915
7,17,0.145833,0.354167,303.813,0.881281,0.70441,-3.04194
8,17,0.166667,0.354167,303.629,0.86286,0.855359,-3.12734
9,17,0.1875,0.354167,303.444,0.844403,1.00639,-3.1533
10,17,0.208333,0.354167,303.26,0.825995,1.15489,-3.12722
11,17,0.229167,0.354167,303.077,0.807687,1.29867,-3.05594
12,17,0.25,0.354167,302.895,0.789523,1.43598,-2.94571
13,17,0.270833,0.354167,302.715,0.771512,1.56535,-2.80223
14,17,0.291667,0.354167,302.537,0.753668,1.68561,-2.63063
15,17,0.3125,0.354167,302.36,0.735986,1.79582,-2.4355
16,17,0.333333,0.354167,302.185,0.718454,1.8952,-2.22087
17,17,0.354167,0.354167,302.01,0.701028,1.98314,-1.99031
18,17,0.375,0.354167,301.837,0.683685,2.05911,-1.74689
