ix,iy,x,y,T_K,theta,ux_star,uy_star
1,26,0.0208333,0.541667,304.741,0.974091,0.00175764,-1.01827
2,26,0.0416667,0.541667,304.493,0.949319,0.00295216,-1.79777
3,26,0.0625,0.541667,304.243,0.924335,0.000957909,-2.41589
4,26,0.0833333,0.541667,303.993,0.899298,-0.00599686,-2.89126
5,26,0.104167,0.541667,303.744,0.874359,-0.0189812,-3.24115
6,26,0.125,0.541667,303.496,0.849631,-0.038456,-3.48145
7,26,0.145833,0.541667,303.252,0.825208,-0.0644234,-3.62667
8,26,0.166667,0.541667,303.012,0.801178,-0.0965037,-3.69
9,26,0.1875,0.541667,302.776,0.7776,-0.134046,-3.6833
10,26,0.208333,0.541667,302.545,0.754514,-0.176211,-3.61717
11,26,0.229167,0.541667,302.32,0.731958,-0.222056,-3.50099
12,26,0.25,0.541667,302.099,0.70994,-0.270583,-3.34297
13,26,0.270833,0.541667,301.885,0.688474,-0.320791,-3.15026
14,26,0.291667,0.541667,301.675,0.667545,-0.371712,-2.92902
15,26,0.3125,0.541667,301.471,0.647137,-0.422442,-2.68448
16,26,0.333333,0.541667,301.272,0.62724,-0.472162,-2.42109
17,26,0.354167,0.541667,301.078,0.607809,-0.520144,-2.14257
18,26,0.375,0.541667,300.888,0.588812,-0.56576,-1.85205
19,26,0.395833,0.541667,300.702,0.570212,-0.608478,-1.5521
20,26,0.416667,0.541667,300.52,0.55195,-0.647856,-1.24488
21,26,0.4375,0.541667,300.34,0.533984,-0.68353,-0.932198
22,26,0.458333,0.541667,300.163,0.516257,-0.715213,-0.615578
23,26,0.479167,0.541667,299.987,0.498718,-0.742671,-0.296374
24,26,0.5,0.541667,299.813,0.481296,-0.765718,0.0241825
25,26,0.520833,0.541667,299.639,0.463943,-0.784192,0.344889
26,26,0.541667,0.541667,299.466,0.446603,-0.797947,0.664504
27,26,0.5625,0.541667,299.292,0.429221,-0.80685,0.981694
28,26,0.583333,0.541667,299.117,0.41174,-0.810754,1.29493
29,26,0.604167,0.541667,298.941,0.39411,-0.809507,1.60246
30,26,0.625,0.541667,298.763,0.376288,-0.802941,1.90218
31,26,0.645833,0.541667,298.582,0.358234,-0.790869,2.19163
32,26,0.666667,0.541667,298.399,0.339917,-0.773115,2.46788
33,26,0.6875,0.541667,298.213,0.321317,-0.749492,2.72747
34,26,0.708333,0.541667,298.024,0.302408,-0.719854,2.96638
35,26,0.729167,0.541667,297.832,0.283173,-0.684101,3.17991
36,26,0.75,0.541667,297.636,0.26362,-0.642229,3.36267
37,26,0.770833,0.541667,297.437,0.243741,-0.594355,3.50852
38,26,0.791667,0.541667,297.235,0.223541,-0.540772,3.61052
39,26,0.8125,0.541667,297.03,0.203024,-0.482005,3.66087
40,26,0.833333,0.541667,296.822,0.18219,-0.418873,3.65095
41,26,0.854167,0.541667,296.61,0.161038,-0.352542,3.57121
42,26,0.875,0.541667,296.396,0.139557,-0.284605,3.4112
43,26,0.895833,0.541667,296.177,0.117728,-0.217128,3.15952
44,26,0.916667,0.541667,295.955,0.0955078,-0.152727,2.80378
45,26,0.9375,0.541667,295.728,0.0728485,-0.0946119,2.33053
46,26,0.958333,0.541667,295.497,0.0496582,-0.0466432,1.72516
47,26,0.979167,0.541667,295.259,0.0258514,-0.0133559,0.971776
48,26,1,0.541667,295,0,0,0
0,27,0,0.5625,305,1,0,0
1,27,0.0208333,0.5625,304.729,0.972882,-0.00136608,-1.01734
2,27,0.0416667,0.5625,304.47,0.947046,-0.00844847,-1.7925
3,27,0.0625,0.5625,304.211,0.921115,-0.0229431,-2.40454
4,27,0.0833333,0.5625,303.952,0.895236,-0.0457816,-2.87284
5,27,0.104167,0.5625,303.695,0.869534,-0.0772479,-3.21527
6,27,0.125,0.5625,303.441,0.844119,-0.117101,-3.44822
7,27,0.145833,0.5625,303.191,0.819073,-0.164701,-3.5866
8,27,0.166667,0.5625,302.945,0.794476,-0.219116,-3.64388
9,27,0.1875,0.5625,302.704,0.770377,-0.279206,-3.6321
10,27,0.208333,0.5625,302.468,0.746805,-0.343717,-3.56199
11,27,0.229167,0.5625,302.238,0.723795,-0.411342,-3.44298
12,27,0.25,0.5625,302.013,0.701349,-0.480783,-3.28327
13,27,0.270833,0.5625,301.795,0.679489,-0.550786,-3.08997
14,27,0.291667,0.5625,301.582,0.658203,-0.620179,-2.86916
15,27,0.3125,0.5625,301.375,0.637473,-0.687882,-2.62601
16,27,0.333333,0.5625,301.173,0.617276,-0.752938,-2.36484
17,27,0.354167,0.5625,300.976,0.597586,-0.814514,-2.08928
18,27,0.375,0.5625,300.784,0.578366,-0.871887,-1.80233
19,27,0.395833,0.5625,300.596,0.55957,-0.924461,-1.50647
20,27,0.416667,0.5625,300.412,0.541165,-0.971733,-1.20377
21,27,0.4375,0.5625,300.231,0.523096,-1.01331,-0.895941
22,27,0.458333,0.5625,300.053,0.50531,-1.04887,-0.584453
23,27,0.479167,0.5625,299.878,0.487756,-1.07817,-0.270599
24,27,0.5,0.5625,299.704,0.470367,-1.101,0.0444316
25,27,0.520833,0.5625,299.531,0.453104,-1.11722,0.359464
26,27,0.541667,0.5625,299.359,0.435904,-1.12669,0.673277
27,27,0.5625,0.5625,299.187,0.418704,-1.1293,0.984534
28,27,0.583333,0.5625,299.015,0.401468,-1.12495,1.29171
29,27,0.604167,0.5625,298.841,0.384143,-1.11353,1.59304
30,27,0.625,0.5625,298.667,0.366672,-1.09496,1.88644
31,27,0.645833,0.5625,298.49,0.349023,-1.06913,2.16942
32,27,0.666667,0.5625,298.312,0.331171,-1.03598,2.43908
33,27,0.6875,0.5625,298.131,0.31308,-0.995462,2.69199
34,27,0.708333,0.5625,297.947,0.294724,-0.947598,2.92417
35,27,0.729167,0.5625,297.761,0.27608,-0.892482,3.13103
36,27,0.75,0.5625,297.572,0.257156,-0.830336,3.30729
37,27,0.770833,0.5625,297.379,0.23793,-0.761536,3.44697
38,27,0.791667,0.5625,297.184,0.218402,-0.68667,3.54336
39,27,0.8125,0.5625,296.986,0.198557,-0.606593,3.58895
40,27,0.833333,0.5625,296.784,0.178391,-0.522485,3.57544
41,27,0.854167,0.5625,296.579,0.157889,-0.435904,3.49369
42,27,0.875,0.5625,296.37,0.13703,-0.348864,3.33371
43,27,0.895833,0.5625,296.158,0.115771,-0.263887,3.08464
44,27,0.916667,0.5625,295.941,0.0940735,-0.184049,2.73465
45,27,0.9375,0.5625,295.719,0.0718628,-0.113048,2.27094
46,27,0.958333,0.5625,295.491,0.049054,-0.0552361,1.67955
47,27,0.979167,0.5625,295.256,0.0255554,-0.0156369,0.945297
48,27,1,0.5625,295,0,0,0
0,28,0,0.583333,305,1,0,0
1,28,0.0208333,0.583333,304.717,0.971686,-0.00460661,-1.01045
2,28,0.0416667,0.583333,304.448,0.944809,-0.0202003,-1.77654
3,28,0.0625,0.583333,304.18,0.917963,-0.0474817,-2.37871
4,28,0.0833333,0.583333,303.913,0.891272,-0.0864692,-2.83696
5,28,0.104167,0.583333,303.648,0.864847,-0.136616,-3.16974
6,28,0.125,0.583333,303.388,0.838776,-0.196951,-3.39384
7,28,0.145833,0.583333,303.131,0.813135,-0.266184,-3.52447
8,28,0.166667,0.583333,302.88,0.787988,-0.34281,-3.5753
9,28,0.1875,0.583333,302.634,0.763385,-0.425215,-3.55851
10,28,0.208333,0.583333,302.393,0.739349,-0.511728,-3.48487
11,28,0.229167,0.583333,302.159,0.715894,-0.600697,-3.36378
12,28,0.25,0.583333,301.93,0.693042,-0.69053,-3.20342
13,28,0.270833,0.583333,301.708,0.670798,-0.779741,-3.01079
14,28,0.291667,0.583333,301.492,0.649158,-0.86696,-2.79187
15,28,0.3125,0.583333,301.281,0.628101,-0.950958,-2.55168
16,28,0.333333,0.583333,301.076,0.607608,-1.03065,-2.29444
17,28,0.354167,0.583333,300.877,0.587653,-1.1051,-2.02363
18,28,0.375,0.583333,300.682,0.568201,-1.17353,-1.74212
19,28,0.395833,0.583333,300.492,0.549216,-1.23525,-1.45228
20,28,0.416667,0.583333,300.307,0.530652,-1.28975,-1.15607
21,28,0.4375,0.583333,300.125,0.512473,-1.33658,-0.855096
22,28,0.458333,0.583333,299.946,0.49462,-1.37542,-0.550754
23,28,0.479167,0.583333,299.77,0.477045,-1.40599,-0.244273
24,28,0.5,0.583333,299.597,0.459689,-1.4281,0.0632102
25,28,0.520833,0.583333,299.425,0.442499,-1.44161,0.370555
26,28,0.541667,0.583333,299.254,0.425427,-1.4464,0.676574
27,28,0.5625,0.583333,299.084,0.408414,-1.4424,0.979946
28,28,0.583333,0.583333,298.914,0.391412,-1.42954,1.27916
29,28,0.604167,0.583333,298.744,0.374371,-1.40779,1.57246
30,28,0.625,0.583333,298.572,0.357248,-1.37712,1.85776
31,28,0.645833,0.583333,298.4,0.340005,-1.33753,2.13262
32,28,0.666667,0.583333,298.226,0.322601,-1.28909,2.39417
33,28,0.6875,0.583333,298.05,0.305002,-1.23187,2.63903
34,28,0.708333,0.583333,297.872,0.287189,-1.16608,2.8633
35,28,0.729167,0.583333,297.691,0.269131,-1.092,3.0625
36,28,0.75,0.583333,297.508,0.250812,-1.01009,3.23151
37,28,0.770833,0.583333,297.322,0.232224,-0.920963,3.36457
38,28,0.791667,0.583333,297.133,0.213348,-0.825508,3.4552
39,28,0.8125,0.583333,296.942,0.194162,-0.724899,3.49621
40,28,0.833333,0.583333,296.746,0.174646,-0.620655,3.47966
41,28,0.854167,0.583333,296.548,0.154773,-0.514715,3.39685
42,28,0.875,0.583333,296.345,0.134515,-0.409478,3.23828
43,28,0.895833,0.583333,296.138,0.113815,-0.307888,2.99363
44,28,0.916667,0.583333,295.926,0.0926239,-0.213455,2.65167
45,28,0.9375,0.583333,295.709,0.0708618,-0.130313,2.20023
46,28,0.958333,0.583333,295.484,0.0484375,-0.0632578,1.62603
47,28,0.979167,0.583333,295.252,0.0252441,-0.0177602,0.91458
48,28,1,0.583333,295,0,0,0
0,29,0,0.604167,305,1,0,0
1,29,0.0208333,0.604167,304.705,0.970514,-0.00794797,-0.997432
2,29,0.0416667,0.604167,304.426,0.942624,-0.0322388,-1.74967
3,29,0.0625,0.604167,304.149,0.914893,-0.0725071,-2.33816
4,29,0.0833333,0.604167,303.874,0.887433,-0.127784,-2.78348
5,29,0.104167,0.604167,303.603,0.860321,-0.196676,-3.1045
6,29,0.125,0.604167,303.336,0.833636,-0.277438,-3.31834
7,29,0.145833,0.604167,303.074,0.807434,-0.368125,-3.44043
8,29,0.166667,0.604167,302.818,0.781775,-0.466669,-3.48454
9,29,0.1875,0.604167,302.567,0.756686,-0.570972,-3.46292
10,29,0.208333,0.604167,302.322,0.732199,-0.678962,-3.38628
11,29,0.229167,0.604167,302.083,0.708322,-0.788656,-3.26398
12,29,0.25,0.604167,301.851,0.685077,-0.898194,-3.10407
13,29,0.270833,0.604167,301.625,0.662454,-1.00587,-2.91343
14,29,0.291667,0.604167,301.405,0.64046,-1.11013,-2.69787
15,29,0.3125,0.604167,301.191,0.619086,-1.20962,-2.46227
16,29,0.333333,0.604167,300.983,0.598294,-1.30313,-2.21066
17,29,0.354167,0.604167,300.781,0.578076,-1.38966,-1.94639
18,29,0.375,0.604167,300.584,0.558392,-1.46834,-1.67218
19,29,0.395833,0.604167,300.392,0.539206,-1.53847,-1.39026
20,29,0.416667,0.604167,300.205,0.520483,-1.59948,-1.10245
21,29,0.4375,0.604167,300.022,0.502182,-1.65091,-0.810289
22,29,0.458333,0.604167,299.843,0.484256,-1.69241,-0.51506
23,29,0.479167,0.604167,299.667,0.46665,-1.72372,-0.217915
24,29,0.5,0.604167,299.493,0.449316,-1.74464,0.0800583
25,29,0.520833,0.604167,299.322,0.432199,-1.75505,0.377779
26,29,0.541667,0.604167,299.152,0.41525,-1.75486,0.674086
27,29,0.5625,0.604167,298.984,0.39841,-1.74401,0.967693
28,29,0.583333,0.604167,298.816,0.381638,-1.72251,1.25712
29,29,0.604167,0.604167,298.649,0.364874,-1.69036,1.54063
30,29,0.625,0.604167,298.481,0.34809,-1.64765,1.81618
31,29,0.645833,0.604167,298.312,0.331226,-1.59445,2.08137
32,29,0.666667,0.604167,298.143,0.314255,-1.53096,2.33337
33,29,0.6875,0.604167,297.971,0.297141,-1.4574,2.56891
34,29,0.708333,0.604167,297.798,0.279849,-1.37415,2.78418
35,29,0.729167,0.604167,297.624,0.262354,-1.28167,2.97485
36,29,0.75,0.604167,297.446,0.244629,-1.18065,3.13598
37,29,0.770833,0.604167,297.267,0.226654,-1.07196,3.26204
38,29,0.791667,0.604167,297.084,0.208398,-0.956767,3.34684
39,29,0.8125,0.604167,296.898,0.189847,-0.836531,3.38352
40,29,0.833333,0.604167,296.71,0.170963,-0.713114,3.36453
41,29,0.854167,0.604167,296.517,0.151703,-0.588796,3.28163
42,29,0.875,0.604167,296.32,0.132019,-0.466349,3.12584
43,29,0.895833,0.604167,296.119,0.111865,-0.349099,2.88738
44,29,0.916667,0.604167,295.912,0.0911682,-0.240944,2.55563
45,29,0.9375,0.604167,295.698,0.0698456,-0.146419,2.11909
46,29,0.958333,0.604167,295.478,0.0478027,-0.0707244,1.56512
47,29,0.979167,0.604167,295.249,0.0249298,-0.0197301,0.879922
48,29,1,0.604167,295,0,0,0
0,30,0,0.625,305,1,0,0
1,30,0.0208333,0.625,304.694,0.969366,-0.0113666,-0.978139
2,30,0.0416667,0.625,304.405,0.9405,-0.0444837,-1.71172
3,30,0.0625,0.625,304.119,0.911932,-0.0978256,-2.28277
4,30,0.0833333,0.625,303.837,0.88374,-0.169411,-2.71234
5,30,0.104167,0.625,303.56,0.855985,-0.256944,-3.01962
6,30,0.125,0.625,303.287,0.828723,-0.357901,-3.22193
7,30,0.145833,0.625,303.02,0.802002,-0.469677,-3.3348
8,30,0.166667,0.625,302.759,0.775858,-0.589637,-3.37206
9,30,0.1875,0.625,302.503,0.750314,-0.71522,-3.34588
10,30,0.208333,0.625,302.254,0.725397,-0.843967,-3.2669
11,30,0.229167,0.625,302.011,0.70112,-0.973582,-3.14431
12,30,0.25,0.625,301.775,0.67749,-1.10196,-2.98602
13,30,0.270833,0.625,301.545,0.65451,-1.22718,-2.79872
14,30,0.291667,0.625,301.322,0.632175,-1.34755,-2.58802
15,30,0.3125,0.625,301.105,0.610477,-1.46159,-2.35862
16,30,0.333333,0.625,300.894,0.589395,-1.56801,-2.11435
17,30,0.354167,0.625,300.689,0.568912,-1.66571,-1.85839
18,30,0.375,0.625,300.49,0.548996,-1.75381,-1.59329
19,30,0.395833,0.625,300.296,0.529611,-1.83154,-1.32113
20,30,0.416667,0.625,300.107,0.51073,-1.89832,-1.04362
21,30,0.4375,0.625,299.923,0.492307,-1.95368,-0.762148
22,30,0.458333,0.625,299.743,0.474295,-1.99727,-0.477923
23,30,0.479167,0.625,299.567,0.456659,-2.02881,-0.192005
24,30,0.5,0.625,299.393,0.439331,-2.04813,0.0945856
25,30,0.520833,0.625,299.223,0.422278,-2.05511,0.380819
26,30,0.541667,0.625,299.054,0.405438,-2.0497,0.665588
27,30,0.5625,0.625,298.888,0.388763,-2.03189,0.947649
28,30,0.583333,0.625,298.722,0.372205,-2.00172,1.22556
29,30,0.604167,0.625,298.557,0.35571,-1.95928,1.49764
30,30,0.625,0.625,298.392,0.33924,-1.90471,1.76187
31,30,0.645833,0.625,298.227,0.322748,-1.83822,2.01594
32,30,0.666667,0.625,298.062,0.306195,-1.76009,2.25709
33,30,0.6875,0.625,297.895,0.289545,-1.67072,2.48213
34,30,0.708333,0.625,297.728,0.272751,-1.57063,2.68742
35,30,0.729167,0.625,297.558,0.255789,-1.4605,2.86878
36,30,0.75,0.625,297.386,0.238638,-1.34121,3.02149
37,30,0.770833,0.625,297.212,0.221246,-1.21388,3.14027
38,30,0.791667,0.625,297.036,0.203592,-1.07992,3.21923
39,30,0.8125,0.625,296.856,0.185641,-0.941112,3.25188
40,30,0.833333,0.625,296.674,0.167355,-0.799598,3.23109
41,30,0.854167,0.625,296.487,0.148679,-0.657986,3.14909
42,30,0.875,0.625,296.296,0.129556,-0.519393,2.9974
43,30,0.895833,0.625,296.099,0.109933,-0.38748,2.76683
44,30,0.916667,0.625,295.897,0.0897186,-0.26651,2.4474
45,30,0.9375,0.625,295.688,0.0688293,-0.161383,2.02821
46,30,0.958333,0.625,295.472,0.0471649,-0.0776536,1.49733
47,30,0.979167,0.625,295.246,0.0246063,-0.0215569,0.841603
48,30,1,0.625,295,0,0,0
0,31,0,0.645833,305,1,0,0
1,31,0.0208333,0.645833,304.683,0.968259,-0.0148356,-0.952488
2,31,0.0416667,0.645833,304.385,0.938455,-0.0568195,-1.66262
3,31,0.0625,0.645833,304.091,0.909094,-0.123216,-2.21256
4,31,0.0833333,0.645833,303.802,0.880225,-0.210968,-2.62369
5,31,0.104167,0.645833,303.519,0.851874,-0.316856,-2.91536
6,31,0.125,0.645833,303.241,0.824078,-0.437575,-3.10501
7,31,0.145833,0.645833,302.969,0.796875,-0.569852,-3.20815
8,31,0.166667,0.645833,302.703,0.770282,-0.710511,-3.23853
9,31,0.1875,0.645833,302.443,0.744315,-0.856533,-3.20819
10,31,0.208333,0.645833,302.19,0.718997,-1.00511,-3.12759
11,31,0.229167,0.645833,301.943,0.694336,-1.15364,-3.00573
12,31,0.25,0.645833,301.703,0.67034,-1.29979,-2.85027
13,31,0.270833,0.645833,301.47,0.647012,-1.44148,-2.66768
14,31,0.291667,0.645833,301.243,0.624344,-1.57688,-2.46335
15,31,0.3125,0.645833,301.023,0.602338,-1.7044,-2.24174
16,31,0.333333,0.645833,300.81,0.580972,-1.82268,-2.00649
17,31,0.354167,0.645833,300.602,0.560223,-1.93058,-1.76055
18,31,0.375,0.645833,300.401,0.540076,-2.02716,-1.50632
19,31,0.395833,0.645833,300.205,0.520502,-2.11165,-1.24571
20,31,0.416667,0.645833,300.015,0.501459,-2.18345,-0.980276
21,31,0.4375,0.645833,299.829,0.482904,-2.24207,-0.711301
22,31,0.458333,0.645833,299.648,0.464813,-2.28717,-0.439875
23,31,0.479167,0.645833,299.471,0.447134,-2.31848,-0.166978
24,31,0.5,0.645833,299.298,0.42981,-2.33585,0.106451
25,31,0.520833,0.645833,299.128,0.412808,-2.33917,0.379449
26,31,0.541667,0.645833,298.961,0.396066,-2.32843,0.650965
27,31,0.5625,0.645833,298.795,0.379541,-2.30365,0.919811
28,31,0.583333,0.645833,298.632,0.363184,-2.26493,1.1846
29,31,0.604167,0.645833,298.469,0.346945,-2.21243,1.44369
30,31,0.625,0.645833,298.308,0.330777,-2.14637,1.69518
31,31,0.645833,0.645833,298.146,0.314627,-2.06705,1.93678
32,31,0.666667,0.645833,297.985,0.298465,-1.97489,2.16586
33,31,0.6875,0.645833,297.823,0.282251,-1.87042,2.37937
34,31,0.708333,0.645833,297.659,0.265939,-1.75431,2.57381
35,31,0.729167,0.645833,297.495,0.249484,-1.62744,2.74518
36,31,0.75,0.645833,297.329,0.232864,-1.49088,2.88901
37,31,0.770833,0.645833,297.16,0.216037,-1.34599,3.0003
38,31,0.791667,0.645833,296.99,0.19895,-1.19443,3.07348
39,31,0.8125,0.645833,296.816,0.18157,-1.03823,3.10244
40,31,0.833333,0.645833,296.638,0.163846,-0.879822,3.08049
41,31,0.854167,0.645833,296.457,0.145724,-0.722105,3.00032
42,31,0.875,0.645833,296.271,0.127142,-0.568501,2.85403
43,31,0.895833,0.645833,296.08,0.108026,-0.422991,2.63299
44,31,0.916667,0.645833,295.883,0.0882813,-0.290158,2.32782
45,31,0.9375,0.645833,295.678,0.0678131,-0.17522,1.9283
46,31,0.958333,0.645833,295.465,0.0465179,-0.0840638,1.42315
47,31,0.979167,0.645833,295.243,0.0242859,-0.023245,0.799887
48,31,1,0.645833,295,0,0,0
0,32,0,0.666667,305,1,0,0
1,32,0.0208333,0.666667,304.672,0.967188,-0.0183214,-0.920449
2,32,0.0416667,0.666667,304.365,0.936502,-0.0691342,-1.60241
3,32,0.0625,0.666667,304.064,0.906403,-0.14841,-2.12769
4,32,0.0833333,0.666667,303.769,0.876901,-0.252011,-2.51781
5,32,0.104167,0.666667,303.48,0.848004,-0.375757,-2.7922
6,32,0.125,0.666667,303.197,0.81973,-0.515576,-2.9682
7,32,0.145833,0.666667,302.921,0.792087,-0.667532,-3.06124
8,32,0.166667,0.666667,302.651,0.765079,-0.827927,-3.08485
9,32,0.1875,0.666667,302.387,0.738721,-0.993312,-3.05085
10,32,0.208333,0.666667,302.13,0.713031,-1.16054,-2.96944
11,32,0.229167,0.666667,301.88,0.688007,-1.32676,-2.84936
12,32,0.25,0.666667,301.637,0.663666,-1.48943,-2.69797
13,32,0.270833,0.666667,301.4,0.640002,-1.64633,-2.52148
14,32,0.291667,0.666667,301.17,0.617017,-1.7955,-2.325
15,32,0.3125,0.666667,300.947,0.594708,-1.93529,-2.11275
16,32,0.333333,0.666667,300.731,0.573065,-2.06428,-1.88812
17,32,0.354167,0.666667,300.521,0.552069,-2.18129,-1.65386
18,32,0.375,0.666667,300.317,0.531693,-2.28537,-1.41217
19,32,0.395833,0.666667,300.119,0.511926,-2.37572,-1.1648
20,32,0.416667,0.666667,299.927,0.492722,-2.45175,-0.913135
21,32,0.4375,0.666667,299.74,0.474045,-2.51298,-0.658346
22,32,0.458333,0.666667,299.559,0.455865,-2.55906,-0.401406
23,32,0.479167,0.666667,299.381,0.438141,-2.58973,-0.143203
24,32,0.5,0.666667,299.208,0.420819,-2.60487,0.115413
25,32,0.520833,0.666667,299.039,0.403854,-2.60439,0.373549
26,32,0.541667,0.666667,298.872,0.387207,-2.58831,0.630223
27,32,0.5625,0.666667,298.708,0.370822,-2.5567,0.884307
28,32,0.583333,0.666667,298.547,0.354654,-2.5097,1.13449
29,32,0.604167,0.666667,298.386,0.338644,-2.44753,1.3792
30,32,0.625,0.666667,298.228,0.322751,-2.37051,1.6166
31,32,0.645833,0.666667,298.069,0.306928,-2.27903,1.84453
32,32,0.666667,0.666667,297.911,0.291135,-2.17362,2.06046
33,32,0.6875,0.666667,297.753,0.275323,-2.05494,2.26149
34,32,0.708333,0.666667,297.595,0.259451,-1.92384,2.44429
35,32,0.729167,0.666667,297.435,0.243478,-1.78133,2.6051
36,32,0.75,0.666667,297.274,0.227362,-1.6287,2.73968
37,32,0.770833,0.666667,297.111,0.21105,-1.46751,2.84332
38,32,0.791667,0.666667,296.945,0.194498,-1.29966,2.91082
39,32,0.8125,0.666667,296.777,0.177655,-1.1274,2.93645
40,32,0.833333,0.666667,296.605,0.160464,-0.953435,2.91397
41,32,0.854167,0.666667,296.429,0.142865,-0.780916,2.83658
42,32,0.875,0.666667,296.248,0.124786,-0.613538,2.69689
43,32,0.895833,0.666667,296.062,0.106152,-0.455565,2.48688
44,32,0.916667,0.666667,295.869,0.0868591,-0.311858,2.1978
45,32,0.9375,0.666667,295.668,0.066803,-0.187931,1.82007
46,32,0.958333,0.666667,295.459,0.0458771,-0.0899587,1.34308
47,32,0.979167,0.666667,295.24,0.0239624,-0.0248046,0.755039
48,32,1,0.666667,295,0,0,0
0,33,0,0.6875,305,1,0,0
1,33,0.0208333,0.6875,304.662,0.966165,-0.0217876,-0.882061
2,33,0.0416667,0.6875,304.346,0.93465,-0.0812728,-1.53125
3,33,0.0625,0.6875,304.039,0.903867,-0.173111,-2.02848
4,33,0.0833333,0.6875,303.738,0.873801,-0.292025,-2.39524
5,33,0.104167,0.6875,303.444,0.844412,-0.432907,-2.65083
6,33,0.125,0.6875,303.157,0.815698,-0.590893,-2.8124
7,33,0.145833,0.6875,302.877,0.787653,-0.761442,-2.89511
8,33,0.166667,0.6875,302.603,0.760269,-0.940333,-2.91219
9,33,0.1875,0.6875,302.336,0.733551,-1.12374,-2.87513
10,33,0.208333,0.6875,302.075,0.707513,-1.3082,-2.7938
11,33,0.229167,0.6875,301.822,0.682159,-1.49065,-2.67657
12,33,0.25,0.6875,301.575,0.657492,-1.66836,-2.53052
13,33,0.270833,0.6875,301.335,0.633517,-1.83899,-2.36149
14,33,0.291667,0.6875,301.102,0.610233,-2.00051,-2.17431
15,33,0.3125,0.6875,300.876,0.587643,-2.1512,-1.97291
16,33,0.333333,0.6875,300.657,0.565735,-2.28962,-1.76043
17,33,0.354167,0.6875,300.445,0.544498,-2.41456,-1.53941
18,33,0.375,0.6875,300.239,0.523904,-2.52508,-1.31182
19,33,0.395833,0.6875,300.04,0.503952,-2.62036,-1.07925
20,33,0.416667,0.6875,299.846,0.484589,-2.69982,-0.842926
21,33,0.4375,0.6875,299.658,0.46579,-2.763,-0.603877
22,33,0.458333,0.6875,299.475,0.447528,-2.80955,-0.36297
23,33,0.479167,0.6875,299.298,0.429758,-2.83924,-0.120989
24,33,0.5,0.6875,299.124,0.412427,-2.85195,0.121304
25,33,0.520833,0.6875,298.955,0.395502,-2.84764,0.363097
26,33,0.541667,0.6875,298.789,0.378931,-2.82634,0.603486
27,33,0.5625,0.6875,298.627,0.362668,-2.78816,0.841413
28,33,0.583333,0.6875,298.467,0.346667,-2.7333,1.07564
29,33,0.604167,0.6875,298.309,0.330875,-2.66205,1.3047
30,33,0.625,0.6875,298.152,0.315234,-2.57478,1.52683
31,33,0.645833,0.6875,297.997,0.29971,-2.472,1.74
32,33,0.666667,0.6875,297.843,0.284256,-2.35433,1.94183
33,33,0.6875,0.6875,297.688,0.26882,-2.22256,2.12956
34,33,0.708333,0.6875,297.534,0.253357,-2.07767,2.30007
35,33,0.729167,0.6875,297.378,0.23782,-1.92084,2.44981
36,33,0.75,0.6875,297.222,0.222162,-1.75354,2.57483
37,33,0.770833,0.6875,297.063,0.206326,-1.57751,2.67074
38,33,0.791667,0.6875,296.903,0.190265,-1.39485,2.73269
39,33,0.8125,0.6875,296.739,0.173923,-1.20804,2.75535
40,33,0.833333,0.6875,296.572,0.157227,-1.01999,2.73295
41,33,0.854167,0.6875,296.401,0.140115,-0.834104,2.65918
42,33,0.875,0.6875,296.225,0.12251,-0.654298,2.52721
43,33,0.895833,0.6875,296.043,0.104333,-0.485076,2.32961
44,33,0.916667,0.6875,295.855,0.0854706,-0.331553,2.05827
45,33,0.9375,0.6875,295.658,0.0658142,-0.199496,1.70425
46,33,0.958333,0.6875,295.452,0.0452454,-0.0953461,1.25764
47,33,0.979167,0.6875,295.236,0.0236389,-0.0262356,0.70732
48,33,1,0.6875,295,0,0,0
0,34,0,0.708333,305,1,0,0
1,34,0.0208333,0.708333,304.652,0.965204,-0.025187,-0.837437
2,34,0.0416667,0.708333,304.329,0.932916,-0.0930743,-1.44946
3,34,0.0625,0.708333,304.015,0.901514,-0.196957,-1.91547
4,34,0.0833333,0.708333,303.709,0.870926,-0.330426,-2.25673
5,34,0.104167,0.708333,303.411,0.841098,-0.487438,-2.49223
6,34,0.125,0.708333,303.12,0.811993,-0.662388,-2.63876
7,34,0.145833,0.708333,302.836,0.783591,-0.850133,-2.71107
8,34,0.166667,0.708333,302.559,0.755865,-1.046,-2.72197
9,34,0.1875,0.708333,302.288,0.72883,-1.24578,-2.68254
10,34,0.208333,0.708333,302.025,0.702472,-1.44578,-2.60222
11,34,0.229167,0.708333,301.768,0.676813,-1.64272,-2.48897
12,34,0.25,0.708333,301.519,0.651852,-1.83375,-2.34948
13,34,0.270833,0.708333,301.276,0.627585,-2.01643,-2.18924
14,34,0.291667,0.708333,301.04,0.604025,-2.18868,-2.01273
15,34,0.3125,0.708333,300.812,0.581171,-2.34875,-1.8236
16,34,0.333333,0.708333,300.59,0.559015,-2.49517,-1.62471
17,34,0.354167,0.708333,300.375,0.537549,-2.62677,-1.41836
18,34,0.375,0.708333,300.168,0.516763,-2.74257,-1.2063
19,34,0.395833,0.708333,299.966,0.496628,-2.8418,-0.989946
20,34,0.416667,0.708333,299.771,0.477121,-2.92388,-0.77037
