0.00,20.00,40.00,60.00,80.00,100.00,120.00,140.00,160.00,180.00,200.00,220.00,240.00,260.00,280.00,300.00,320.00,340.00,360.00,380.00,400.00,420.00,440.00,460.00,480.00,500.00,520.00,540.00,560.00,580.00,600.00,620.00,640.00,660.00,680.00,700.00,720.00,740.00,760.00,780.00,800.00,820.00,840.00,860.00,880.00,900.00,920.00,940.00,960.00,980.00,1000.00,1020.00,1040.00,1060.00,1080.00,1100.00,1120.00,1140.00,1160.00,1180.00,1200.00,1220.00,1240.00,1260.00,1280.00
300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0001,300.0001,300.0001,300.0001,300.0002,300.0003,300.0004,300.0005,300.0004,300.0003,300.0002,300.0001,300.0001,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000
300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0001,300.0002,300.0003,300.0004,300.0005,300.0007,300.0008,300.0009,300.0010,300.0010,300.0011,300.0010,300.0009,300.0008,300.0007,300.0006,300.0005,300.0003,300.0003,300.0002,300.0001,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000
300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0001,300.0002,300.0004,300.0005,300.0009,300.0011,300.0013,300.0016,300.0019,300.0022,300.0024,300.0026,300.0027,300.0028,300.0027,300.0025,300.0024,300.0021,300.0019,300.0016,300.0013,300.0010,300.0008,300.0005,300.0004,300.0003,300.0002,300.0001,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000
300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0001,300.0002,300.0003,300.0005,300.0009,300.0012,300.0017,300.0022,300.0028,300.0034,300.0040,300.0045,300.0051,300.0056,300.0059,300.0062,300.0062,300.0062,300.0059,300.0055,300.0050,300.0045,300.0039,300.0033,300.0027,300.0022,300.0017,300.0013,300.0009,300.0006,300.0003,300.0002,300.0001,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000
300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0001,300.0003,300.0006,300.0010,300.0016,300.0022,300.0030,300.0039,300.0050,300.0061,300.0074,300.0086,300.0099,300.0110,300.0119,300.0126,300.0131,300.0133,300.0131,300.0126,300.0119,300.0109,300.0098,300.0085,300.0074,300.0061,300.0049,300.0039,300.0030,300.0023,300.0016,300.0011,300.0007,300.0004,300.0002,300.0001,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000
300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0001,300.0002,300.0006,300.0010,300.0016,300.0024,300.0035,300.0049,300.0064,300.0082,300.0103,300.0127,300.0152,300.0178,300.0202,300.0225,300.0244,300.0259,300.0269,300.0272,300.0269,300.0259,300.0244,300.0224,300.0201,300.0177,300.0153,300.0127,300.0104,300.0082,300.0064,300.0049,300.0035,300.0025,300.0017,300.0012,300.0007,300.0003,300.0001,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000
300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0001,300.0002,300.0005,300.0008,300.0015,300.0024,300.0035,300.0051,300.0071,300.0097,300.0128,300.0165,300.0207,300.0253,300.0302,300.0352,300.0401,300.0446,300.0485,300.0514,300.0533,300.0538,300.0533,300.0514,300.0484,300.0446,300.0401,300.0352,300.0302,300.0253,300.0206,300.0164,300.0128,300.0098,300.0072,300.0052,300.0036,300.0025,300.0015,300.0009,300.0004,300.0002,300.0001,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000
300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0001,300.0003,300.0006,300.0012,300.0019,300.0031,300.0047,300.0070,300.0100,300.0139,300.0187,300.0247,300.0317,300.0397,300.0486,300.0580,300.0677,300.0770,300.0857,300.0931,300.0988,300.1023,300.1035,300.1023,300.0988,300.0931,300.0857,300.0771,300.0677,300.0580,300.0486,300.0397,300.0316,300.0247,300.0187,300.0139,300.0100,300.0070,300.0049,300.0032,300.0020,300.0012,300.0006,300.0003,300.0001,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000
300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0001,300.0003,300.0007,300.0014,300.0023,300.0038,300.0059,300.0090,300.0131,300.0187,300.0259,300.0349,300.0460,300.0590,300.0740,300.0906,300.1082,300.1263,300.1438,300.1599,300.1737,300.1844,300.1910,300.1932,300.1910,300.1843,300.1737,300.1600,300.1439,300.1263,300.1082,300.0906,300.0741,300.0591,300.0460,300.0349,300.0259,300.0187,300.0131,300.0090,300.0060,300.0039,300.0024,300.0014,300.0007,300.0003,300.0001,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000
