X_um,Z_um,T_K
140.00,55.00,300.0
142.00,55.00,300.0
144.00,55.00,300.0
146.00,55.00,300.0
148.00,55.00,300.0
150.00,55.00,300.0
152.00,55.00,300.0
154.00,55.00,300.0
156.00,55.00,300.0
158.00,55.00,300.0
160.00,55.00,300.0
162.00,55.00,300.0
164.00,55.00,300.0
166.00,55.00,300.0
168.00,55.00,300.0
170.00,55.00,300.0
172.00,55.00,300.0
174.00,55.00,300.0
176.00,55.00,300.0
178.00,55.00,300.0
180.00,55.00,300.0
182.00,55.00,300.0
184.00,55.00,300.0
186.00,55.00,300.0
188.00,55.00,300.0
190.00,55.00,300.0
192.00,55.00,300.0
194.00,55.00,300.0
196.00,55.00,300.0
198.00,55.00,300.0
0.00,57.00,300.0
2.00,57.00,300.0
4.00,57.00,300.0
6.00,57.00,300.0
8.00,57.00,300.0
10.00,57.00,300.0
12.00,57.00,300.0
14.00,57.00,300.0
16.00,57.00,300.0
18.00,57.00,300.0
20.00,57.00,300.0
22.00,57.00,300.0
24.00,57.00,300.0
26.00,57.00,300.0
28.00,57.00,300.0
30.00,57.00,300.0
32.00,57.00,300.0
34.00,57.00,300.0
36.00,57.00,300.0
38.00,57.00,300.0
40.00,57.00,300.0
42.00,57.00,300.0
44.00,57.00,300.0
46.00,57.00,300.0
48.00,57.00,300.0
50.00,57.00,300.0
52.00,57.00,300.0
54.00,57.00,300.0
56.00,57.00,300.0
58.00,57.00,300.0
60.00,57.00,300.0
62.00,57.00,300.0
64.00,57.00,300.0
66.00,57.00,300.0
68.00,57.00,300.0
70.00,57.00,300.0
72.00,57.00,300.0
74.00,57.00,300.0
76.00,57.00,300.0
78.00,57.00,300.0
80.00,57.00,300.0
82.00,57.00,300.1
84.00,57.00,300.1
86.00,57.00,300.1
88.00,57.00,300.1
90.00,57.00,300.1
92.00,57.00,300.2
94.00,57.00,300.2
96.00,57.00,300.2
98.00,57.00,300.2
100.00,57.00,300.2
102.00,57.00,300.2
104.00,57.00,300.2
106.00,57.00,300.2
108.00,57.00,300.2
110.00,57.00,300.2
112.00,57.00,300.2
114.00,57.00,300.1
116.00,57.00,300.1
118.00,57.00,300.1
120.00,57.00,300.1
122.00,57.00,300.1
124.00,57.00,300.0
